id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,1919,212,1017,843,84,24,1919,18,14,77.8,4,22.2,1194,6451,3558,23,19,0,28,13,1202,14,Matches
82464ce3,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,1948,39,557,1146,261,16,1948,41,26,63.4,15,36.6,1386,6570,2687,24,23,3,42,30,1481,47,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,2032,24,404,1298,357,13,2032,61,39,63.9,22,36.1,1311,5629,2353,30,39,3,52,40,1410,73,Matches
469d3d84,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,12,0,0,5,8,1,12,0,0,,0,,7,11,1,0,0,0,3,0,9,4,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,20,1,1,6,13,3,20,6,3,50.0,3,50.0,11,55,17,1,1,0,1,3,12,6,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,9,0,2,5,2,0,9,0,0,,0,,9,34,12,0,0,0,0,0,8,0,Matches
7587446d,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,3.9,193,8,42,91,64,7,193,9,6,66.7,3,33.3,108,528,247,5,5,1,8,6,101,13,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,25.1,1531,16,266,793,491,45,1531,80,46,57.5,34,42.5,996,5781,2665,66,50,17,59,47,1050,99,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,1210,55,354,666,206,30,1210,32,22,68.8,10,31.3,705,3509,1564,16,19,6,19,17,741,28,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,2469,221,1143,1274,59,34,2469,6,5,83.3,1,16.7,1611,7937,4516,11,7,0,7,4,1849,1,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,1995,76,507,1015,487,27,1995,11,5,45.5,6,54.5,1133,5438,2920,61,54,4,31,5,1187,101,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15.0,1005,94,459,495,60,13,1005,4,1,25.0,3,75.0,715,4227,2449,18,14,3,8,5,669,12,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,541,12,84,319,146,17,541,23,11,47.8,12,52.2,322,1663,769,16,11,2,21,10,341,39,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,27,1994,30.4,1232,37,103,649,494,138,1229,27,14,51.9,13,48.1,651,2517,751,21,22,9,70,36,944,217,Matches
b625b241,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,19,2002,0.6,34,0,3,12,19,3,34,1,0,0.0,1,100.0,27,154,66,2,1,1,5,1,29,7,Matches
5314e067,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23,1998,1.8,131,6,32,69,30,0,131,4,2,50.0,2,50.0,72,244,142,3,5,0,6,2,85,10,Matches
3d738df0,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,0.2,10,2,5,4,1,1,10,0,0,,0,,6,21,11,0,0,0,0,0,6,2,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,419,334,415,4,0,0,419,0,0,,0,,272,1272,648,0,0,0,0,0,209,0,Matches
f8405304,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,20.4,570,2,42,227,313,70,570,58,25,43.1,33,56.9,388,2889,1418,60,31,20,91,32,410,150,Matches
1956b948,Jim Allevinah,ga GAB,FW,Clermont Foot,26,1995,16.5,747,8,105,339,319,64,747,68,32,47.1,36,52.9,565,4604,2177,77,48,17,42,40,595,118,Matches
9260926b,Ibrahim Amadou,fr FRA,"DF,MF",Metz,28,1993,9.0,517,44,251,255,16,4,517,7,6,85.7,1,14.3,339,1743,917,6,4,0,9,5,363,1,Matches
22721b88,Jordan Amavi,fr FRA,DF,Nice,27,1994,4.6,380,11,86,235,65,0,380,9,5,55.6,4,44.4,245,1329,615,13,11,0,6,4,232,21,Matches
22721b88,Jordan Amavi,fr FRA,"DF,FW",Marseille,27,1994,1.4,104,2,24,63,18,1,104,2,0,0.0,2,100.0,59,276,127,3,3,0,2,3,70,6,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Lille,30,1990,30.6,2175,101,546,1315,341,36,2175,25,20,80.0,5,20.0,1251,6220,2882,38,34,2,54,26,1372,59,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",Lyon,23,1998,27.8,1816,14,178,1000,673,108,1816,129,70,54.3,59,45.7,1298,6627,3274,88,79,26,72,52,1402,169,Matches
b94b8be1,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,19,2002,12.0,776,4,101,425,268,22,776,40,15,37.5,25,62.5,478,3071,1562,43,30,9,31,17,534,61,Matches
feb5d3ab,Dennis Appiah,fr FRA,DF,Nantes,29,1992,23.3,1243,102,466,576,215,7,1243,30,14,46.7,16,53.3,663,3658,1733,25,20,3,23,5,678,58,Matches
b026bbf6,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,6.8,462,26,117,188,162,18,462,10,5,50.0,5,50.0,238,1297,670,19,13,3,10,6,252,45,Matches
6a827d8e,Youcef Atal,dz ALG,DF,Nice,25,1996,12.7,905,27,219,408,290,29,905,39,18,46.2,21,53.8,527,3561,1858,63,42,12,19,19,537,106,Matches
97bfa797,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,24,1997,0.9,26,0,1,16,9,3,26,0,0,,0,,14,70,14,1,0,1,7,3,19,7,Matches
eaf71a5e,Karim Azamoum,fr FRA,DF,Troyes,31,1990,4.3,182,14,109,60,15,1,182,3,1,33.3,2,66.7,106,507,283,4,3,0,3,2,113,4,Matches
114bbdee,Loïc Bade,fr FRA,DF,Rennes,21,2000,10.9,830,84,424,391,19,7,830,5,4,80.0,1,20.0,557,3420,2025,8,6,0,4,1,611,3,Matches
06df8256,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,20.4,1570,149,642,903,30,19,1570,4,2,50.0,2,50.0,984,4272,2403,16,4,0,7,5,1057,5,Matches
6a2b9aee,Youssouph Badji,sn SEN,"FW,MF",Brest,19,2001,1.5,45,0,0,16,29,7,45,0,0,,0,,25,103,23,0,0,1,4,1,34,11,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,12.2,351,6,23,183,151,33,351,14,7,50.0,7,50.0,222,1084,327,9,8,4,40,17,253,78,Matches
5065d67d,Dénys Bain,fr FRA,DF,Brest,28,1993,2.0,97,16,46,51,1,1,97,0,0,,0,,71,390,204,0,0,0,0,0,65,0,Matches
be13e5a8,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5.7,204,167,202,2,0,0,204,0,0,,0,,103,468,283,0,0,0,0,0,69,0,Matches
0af4dcf0,Cédric Bakambu,cd COD,FW,Marseille,30,1991,4.0,113,2,8,34,71,28,113,2,1,50.0,1,50.0,75,405,148,7,3,4,10,1,85,28,Matches
ee95585f,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,3.4,195,15,108,88,1,1,195,5,4,80.0,1,20.0,95,564,292,1,1,0,6,2,91,1,Matches
2b5a35e5,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,18,2002,0.5,23,1,2,12,9,2,23,3,1,33.3,2,66.7,13,83,22,1,0,1,1,1,14,1,Matches
a30cb0d4,Ibrahima Baldé,fr FRA,"FW,MF",Lens,18,2003,0.6,16,0,1,7,8,1,16,2,0,0.0,2,100.0,7,30,8,0,0,0,3,0,11,5,Matches
7c3ed041,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,10.6,919,79,404,506,11,4,919,13,11,84.6,2,15.4,621,3062,1682,6,1,0,8,6,678,2,Matches
7fecbcdb,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,31,1990,5.1,240,18,81,90,69,7,240,1,0,0.0,1,100.0,122,587,264,7,5,0,10,1,112,21,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"MF,FW",Lille,25,1996,27.0,1504,16,182,689,661,80,1504,103,34,33.0,69,67.0,1018,6405,3121,101,63,36,76,57,1064,200,Matches
be47b750,Simon Banza,fr FRA,FW,Lens,24,1996,1.4,49,2,3,16,32,5,49,6,4,66.7,2,33.3,28,159,74,2,2,0,2,3,36,8,Matches
0557ff4f,Danilo Barbosa,br BRA,DF,Nice,25,1996,1.0,60,12,32,28,0,0,60,0,0,,0,,31,100,51,1,0,0,4,0,35,0,Matches
