id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
a7e4760c,Ismael Aaneba,fr FRA,DF,Strasbourg,21,1999,0.1,3,1,3,0,0,0,3,0,0,,0,,1,3,1,0,0,0,0,0,1,0,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,32.1,2103,230,1160,920,38,23,2103,16,7,43.8,9,56.3,1255,6240,3618,18,5,1,14,12,1354,3,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Nantes,27,1992,14.7,852,23,184,541,149,10,852,27,19,70.4,8,29.6,532,2865,1352,32,23,3,23,10,561,16,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,27,1993,32.9,1940,31,486,1210,280,12,1940,37,29,78.4,8,21.6,1075,4705,2140,32,32,4,53,44,1288,35,Matches
469d3d84,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,10.1,320,9,38,138,146,36,320,24,12,50.0,12,50.0,166,1056,424,13,15,2,33,20,242,48,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,Rennes,17,2003,0.0,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,24,1995,14.0,858,115,504,335,22,16,858,4,2,50.0,2,50.0,440,2357,1307,2,2,1,9,0,463,1,Matches
26777636,Yacine Adli,fr FRA,MF,Bordeaux,20,2000,26.9,1920,40,348,1217,390,25,1920,79,50,63.3,29,36.7,1179,5988,3121,54,50,10,42,41,1422,48,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35.0,3016,241,1281,1679,75,38,3016,11,9,81.8,2,18.2,1885,7924,4548,14,16,1,11,10,2257,2,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",Monaco,27,1993,24.7,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717,74,52,4,40,14,1171,231,Matches
5ea9ebd4,Matteo Ahlinvi,bj BEN,MF,Nîmes,21,1999,10.0,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166,31,14,3,26,16,302,17,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,26,1994,23.8,1105,45,239,692,200,22,1105,33,26,78.8,7,21.2,569,2891,1414,26,20,2,41,20,664,25,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Monaco,26,1994,0.4,15,1,6,6,3,2,15,0,0,,0,,6,38,19,1,0,0,0,0,10,0,Matches
