id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0000acda,362,15,72,179,115,17,362,5,2,3,194,1106.0,497.0,16,7,3,6,1,242,35
00459419,1203,19,72,525,618,154,1200,59,37,22,639,2856.0,903.0,34,21,16,81,36,941,221
0154d290,278,0,17,91,175,39,278,20,5,15,193,1367.0,519.0,19,16,9,42,21,212,77
01b8a2b2,1063,903,1053,10,0,0,1063,0,0,0,657,3464.0,2025.0,0,0,0,0,0,562,1
01c3aff5,737,28,151,356,241,50,737,26,20,6,362,1979.0,913.0,30,15,10,22,19,470,75
01efac19,1376,40,185,723,488,91,1372,55,31,24,851,4966.0,2391.0,68,51,16,42,54,1039,124
023937a9,607,60,272,276,66,14,607,1,1,0,313,1693.0,847.0,11,10,0,4,1,374,6
02caf6e0,1179,35,283,571,345,38,1179,58,29,29,693,4764.0,2960.0,80,64,15,24,6,775,107
0375723e,483,4,41,203,249,20,482,46,27,19,283,1972.0,899.0,35,26,7,21,21,299,43
03f946ed,225,5,22,120,87,23,225,14,9,5,137,887.0,416.0,15,10,4,21,14,188,38
0489bb30,205,7,22,85,100,28,205,9,3,6,109,541.0,182.0,8,5,5,14,7,145,29
04b40c58,21,3,15,4,2,0,21,0,0,0,5,17.0,15.0,1,1,0,1,0,4,0
05e19d6a,1600,52,337,919,361,58,1597,45,33,12,888,4510.0,2010.0,36,33,4,38,27,1101,61
0728bebe,705,13,106,329,283,44,705,29,25,4,425,2754.0,1309.0,40,30,9,43,19,483,59
07767f42,274,18,66,186,24,0,274,0,0,0,130,544.0,270.0,1,1,0,1,1,183,3
07ea0ef2,76,7,14,40,22,1,76,2,2,0,35,129.0,56.0,1,1,0,7,5,33,5
0821331c,642,129,383,240,25,18,642,1,1,0,248,1193.0,552.0,1,1,0,8,0,262,1
0847b5a5,1042,22,103,438,514,36,1038,38,17,21,580,2939.0,1312.0,39,22,5,43,24,650,117
085e71a7,366,251,363,4,0,0,366,0,0,0,236,1236.0,618.0,0,0,0,0,0,247,0
08990838,6,1,2,4,0,0,6,0,0,0,1,17.0,17.0,0,0,0,0,0,5,0
08aa9cd1,945,28,59,357,534,164,941,40,17,23,557,2531.0,757.0,36,21,19,71,47,741,233
08eb3b58,1053,48,311,501,254,26,1053,29,14,15,456,2275.0,1388.0,41,22,8,32,6,570,68
09538fdb,447,11,42,181,237,63,447,19,10,9,226,1519.0,700.0,26,13,7,55,27,315,104
0967845b,1040,79,381,424,263,17,1040,55,29,26,589,3860.0,2116.0,58,41,6,42,18,519,49
09899de8,982,183,528,424,34,13,982,1,1,0,469,2756.0,1844.0,14,5,0,4,2,509,1
0a3065c8,427,18,147,156,131,13,427,28,12,16,228,1373.0,762.0,21,13,4,12,4,254,24
0a447501,707,12,33,325,354,84,707,20,13,6,414,1588.0,374.0,11,11,7,79,37,576,123
0a483542,1510,83,516,586,425,26,1510,54,35,19,923,5116.0,2836.0,78,46,11,23,19,1020,114
0ab1f153,2170,59,492,1038,665,69,2169,74,46,28,1313,6878.0,3900.0,93,63,33,46,15,1544,175
0acda699,54,49,54,0,0,0,54,0,0,0,25,142.0,83.0,0,0,0,0,0,22,0
0b5a292a,2736,102,764,1346,642,53,2736,24,14,10,1546,6455.0,3767.0,67,35,13,25,14,1892,155
0be276c6,1359,206,701,572,92,18,1359,3,2,1,619,2881.0,1273.0,5,2,0,13,6,678,12
0cadc46d,93,1,13,38,43,9,93,5,3,2,67,218.0,41.0,1,2,1,10,3,84,23
0ccac09c,203,13,68,76,61,5,203,4,1,3,109,500.0,275.0,11,4,1,12,4,110,21
0cf465f2,56,2,8,23,26,7,56,1,1,0,41,145.0,41.0,2,1,1,4,2,47,12
