id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0000acda,1090,32,148,538,413,70,1090,24,16,8,613,3151.0,1785.0,58,35,8,33,15,746,148
00528660,332,31,113,129,94,2,332,9,7,2,136,775.0,416.0,16,9,0,9,4,148,18
008a6e6d,755,91,385,355,22,4,755,1,1,0,407,2613.0,1581.0,14,12,1,6,4,449,3
00b0bb87,751,55,229,366,160,10,751,7,3,4,340,1352.0,670.0,12,11,0,7,1,459,44
01b8a2b2,791,703,786,5,0,0,791,0,0,0,403,2313.0,1437.0,0,1,1,0,1,306,0
01efac19,211,3,39,129,44,1,211,4,3,1,149,779.0,369.0,9,7,0,6,7,163,11
023937a9,2000,82,472,1315,229,5,2000,14,13,1,1044,5031.0,2668.0,22,33,0,16,10,1248,4
02b2937c,224,5,30,132,65,6,224,4,0,4,112,436.0,229.0,7,5,0,12,2,155,11
02caf6e0,1812,64,351,721,776,65,1812,118,64,54,1201,10569.0,6455.0,239,140,42,60,42,1260,234
02febfdc,1459,61,424,875,180,6,1459,24,20,4,711,3686.0,1880.0,30,16,2,24,18,888,21
0375723e,482,5,41,230,217,24,481,22,12,10,361,1885.0,858.0,32,29,8,26,16,377,74
03760df0,628,560,624,4,0,0,628,1,1,0,278,1564.0,1115.0,0,0,0,0,0,227,0
03f946ed,1113,25,84,482,574,136,1107,68,30,36,825,5381.0,1877.0,84,48,37,82,87,921,202
0412b9cd,11,1,1,3,7,3,11,0,0,0,5,14.0,2.0,0,0,0,2,1,8,3
048877f5,988,859,974,14,0,0,988,0,0,0,356,2579.0,1783.0,0,0,0,0,0,289,0
0497a545,3,0,0,3,0,0,3,0,0,0,1,10.0,4.0,0,0,0,0,0,1,0
05e19d6a,2090,83,359,1172,592,93,2087,63,44,19,1400,7414.0,3621.0,72,62,20,70,40,1558,159
06050480,137,7,34,56,50,4,137,7,5,2,73,419.0,252.0,7,2,0,0,1,79,11
060606ec,892,38,238,429,247,35,892,50,32,19,458,3536.0,2170.0,74,41,16,32,15,467,78
07767f42,1491,81,389,946,165,0,1491,11,7,4,801,3250.0,1451.0,12,12,0,10,6,1047,13
07abb358,1288,42,244,566,491,32,1287,49,30,19,664,4846.0,2311.0,88,57,9,25,11,764,107
07ea0ef2,615,27,115,409,101,5,615,6,6,0,332,1775.0,1024.0,13,16,2,7,5,398,3
07f55871,3,2,3,0,0,0,3,0,0,0,1,1.0,0.0,0,0,0,0,0,2,0
0821331c,1647,236,976,631,53,21,1647,2,1,1,781,3467.0,1997.0,4,6,1,14,7,927,11
0830a4f9,45,3,11,30,5,0,45,1,1,0,25,124.0,83.0,0,2,0,0,5,28,0
085e71a7,654,597,653,2,0,0,654,1,0,1,314,1857.0,1334.0,0,0,0,0,0,206,0
089550f5,2475,77,588,1332,579,20,2475,65,40,25,1540,7411.0,4524.0,90,83,12,36,23,1761,153
08aa9cd1,612,16,58,288,269,73,612,28,15,13,334,1344.0,506.0,21,12,12,45,31,467,113
08f5afaa,1248,1136,1244,4,0,0,1248,0,0,0,648,3410.0,2355.0,0,0,0,0,1,516,0
091795f2,5,0,3,2,0,0,5,0,0,0,5,13.0,9.0,0,0,0,0,0,5,0
09538fdb,765,39,87,351,341,120,764,23,9,14,382,2343.0,1126.0,50,30,22,80,24,481,144
098139eb,172,3,31,84,59,7,172,11,2,9,106,733.0,233.0,5,6,0,7,5,103,21
