id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0000acda,351,338,11,2,1,1,19,7,0,0,0,0,259,2,6
008a6e6d,1222,1182,38,33,0,10,0,5,0,0,0,0,1086,2,6
00b0bb87,707,569,138,22,0,12,36,116,0,0,0,0,550,0,11
016ff750,195,157,38,3,0,2,18,27,8,3,1,0,147,0,5
01b8a2b2,758,515,240,45,0,5,0,0,0,0,0,0,656,3,1
01efac19,780,758,20,10,2,8,27,7,3,1,1,0,627,2,20
023937a9,817,788,25,23,1,23,12,1,1,0,0,0,698,4,3
02b2937c,690,668,20,7,2,10,19,9,0,0,0,0,545,2,12
02caf6e0,1066,892,172,14,3,3,135,158,0,0,0,0,835,2,33
0375723e,909,749,156,44,5,16,151,7,80,32,16,1,633,4,29
03f946ed,895,830,58,5,3,28,33,10,4,1,1,0,650,7,27
0489bb30,218,210,7,0,2,0,26,3,2,1,0,0,134,1,10
04989945,137,132,3,2,0,0,1,1,0,0,0,0,124,2,1
04df29a5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
05e19d6a,1715,1679,33,20,3,14,14,11,0,0,0,0,1520,3,16
060606ec,255,250,5,0,0,0,28,4,1,0,0,0,181,0,18
0728bebe,1124,1075,44,20,6,15,38,8,9,5,3,0,886,5,29
07767f42,1191,1121,65,63,3,12,4,0,1,0,0,0,1050,5,7
07abb358,550,516,33,20,1,4,36,8,5,1,2,0,437,1,18
0821331c,1169,1117,49,43,0,9,6,6,0,0,0,0,936,3,12
085e71a7,900,594,304,83,0,3,0,0,0,0,0,0,645,2,1
089550f5,372,326,46,3,0,0,18,43,0,0,0,0,298,0,13
08990838,213,205,8,5,0,1,0,2,0,0,0,0,188,0,5
08aa9cd1,599,547,51,0,0,3,22,1,0,0,0,0,414,1,18
08f5afaa,1139,783,354,95,0,2,0,0,0,0,0,0,880,2,0
091795f2,62,61,1,1,0,4,1,0,0,0,0,0,57,0,0
09538fdb,480,442,35,0,0,3,19,2,0,0,0,0,325,3,17
0a3065c8,545,439,106,12,0,1,28,94,0,0,0,0,424,0,16
0a447501,365,353,12,0,1,4,10,0,0,0,0,0,273,0,9
0a483542,1144,956,186,29,0,1,50,152,5,4,0,0,946,2,21
0ab1f153,2318,2063,251,49,4,37,86,202,0,0,0,0,2032,4,20
0b5a292a,2003,1754,247,52,1,11,122,167,28,14,8,0,1637,2,41
0c35d28d,5,3,2,0,0,0,0,0,2,0,0,0,4,0,0
0ccac09c,1971,1518,442,63,2,19,89,378,1,0,1,0,1412,11,46
0cd0e21b,167,141,25,0,0,0,19,25,0,0,0,0,125,1,6
0d077b88,743,718,22,17,2,2,7,3,2,2,0,0,640,3,7
0d422df7,984,564,416,86,0,0,0,0,0,0,0,0,451,4,0
0d82903c,1983,1726,245,31,2,13,67,214,0,0,0,0,1687,12,23
0db169ae,1565,1209,344,177,2,29,185,3,129,35,68,0,1110,12,26
0dfce079,61,43,18,4,0,0,0,0,0,0,0,0,39,0,0
0e21fc3c,539,519,17,13,0,6,3,3,1,0,0,0,480,3,8
0f47717b,69,37,32,5,0,0,0,0,0,0,0,0,54,0,0
103b7264,47,44,3,0,0,0,2,3,0,0,0,0,39,0,1
1079c685,236,228,7,0,0,2,2,1,0,0,0,0,147,1,11
10dc46f0,1158,687,469,136,0,3,0,0,0,0,0,0,825,2,1
