id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0000acda,301,259,42,10,0,5,30,7,13,3,8,0,231,0,9
00459419,367,330,31,0,2,0,8,3,0,0,0,0,260,6,12
00a17eba,24,15,9,4,0,0,0,0,0,0,0,0,22,0,0
0154d290,144,141,3,0,0,1,4,2,0,0,0,0,109,0,4
016ff750,695,525,168,20,0,1,65,115,33,9,15,1,524,2,16
01b8a2b2,493,369,123,32,0,4,0,1,0,0,0,0,377,1,1
01c3aff5,418,389,27,3,1,2,15,24,0,0,0,0,336,2,7
01efac19,475,458,16,6,2,4,10,4,0,0,0,0,387,1,14
023937a9,265,252,12,12,2,3,0,0,0,0,0,0,214,1,1
028e70b9,146,135,11,0,2,0,0,0,0,0,0,0,112,0,6
02caf6e0,798,665,132,12,0,1,22,119,1,0,1,0,705,1,14
0375723e,219,177,39,7,3,7,42,4,21,10,9,0,138,3,16
039a4fb6,23,19,4,1,0,0,1,2,1,1,0,0,16,0,1
03f946ed,304,269,29,0,1,8,3,0,0,0,0,0,217,6,8
04df29a5,246,235,9,0,0,6,8,0,0,0,0,0,157,2,9
0588a092,138,136,2,0,0,0,2,0,0,0,0,0,82,0,1
060606ec,115,100,14,2,0,0,13,12,0,0,0,0,79,1,3
0630eb63,315,293,21,0,1,4,51,2,19,11,5,0,197,1,15
06b08c45,106,101,5,2,0,0,3,2,1,0,1,0,88,0,2
0728bebe,53,51,2,1,1,0,1,1,0,0,0,0,43,0,0
07f8bcc8,254,236,16,0,0,1,8,5,1,0,0,0,153,2,11
085e71a7,737,545,191,56,0,1,0,0,0,0,0,0,507,1,1
08aa9cd1,337,303,34,0,1,2,11,0,0,0,0,0,210,0,19
08eb3b58,30,20,10,0,0,0,2,10,0,0,0,0,22,0,0
09538fdb,211,194,13,1,0,1,9,1,0,0,0,0,129,4,12
0967845b,1071,854,212,24,1,4,38,187,1,1,0,0,816,5,30
09899de8,16,13,3,3,0,0,0,0,0,0,0,0,13,0,0
0a447501,396,360,35,2,1,3,0,2,0,0,0,0,301,1,10
0a483542,476,406,67,10,0,6,50,47,10,2,5,0,362,3,13
0ab1f153,776,682,92,14,0,15,50,57,21,7,13,0,646,2,9
0b5a292a,1509,1238,264,60,2,29,92,166,38,15,16,0,1224,7,18
0be276c6,450,430,20,15,0,5,2,4,0,0,0,0,379,0,2
0d077b88,963,902,56,26,4,3,50,4,26,20,3,0,738,5,23
0d422df7,736,483,251,50,0,3,0,0,0,0,0,0,567,2,0
0d82903c,1025,905,117,17,0,6,14,89,0,0,0,0,892,3,9
0db169ae,877,753,115,64,5,7,66,12,36,13,18,0,638,9,17
0def2376,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1
0e0d6c53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fdcef0e,226,215,10,5,1,2,8,0,5,2,2,0,196,1,3
0fee6bda,880,844,35,32,0,16,0,3,0,0,0,0,762,1,5
102e2599,404,375,27,4,2,3,10,0,0,0,0,0,334,2,13
108fe016,206,204,2,2,0,0,0,0,0,0,0,0,184,0,0
10b9fa99,917,835,77,34,2,12,10,38,0,0,0,0,710,5,13
10e7f486,1344,1079,261,35,0,15,70,226,0,0,0,0,1060,4,38
12806697,742,699,40,18,0,4,1,22,0,0,0,0,546,3,14
1295552e,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13b44b02,849,678,170,16,2,20,26,153,1,0,1,0,674,1,20
13ea2544,186,183,2,2,0,0,5,0,0,0,0,0,145,1,5
149c5f5d,426,323,102,9,0,3,24,92,1,0,1,0,339,1,11
14b8fcdf,193,188,5,3,0,3,0,0,0,0,0,0,169,0,0
16463a79,117,113,3,0,2,0,5,0,0,0,0,0,88,1,4
16657b95,1230,1174,51,48,6,26,8,3,0,0,0,0,1001,5,13
16bb656a,499,462,36,13,1,0,8,23,0,0,0,0,372,1,7
16ceb862,395,369,25,2,1,0,1,1,0,0,0,0,248,1,8
