id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
008a6e6d,402,374,27,21,0,1,1,4,0,0,0,0,343,1,5
01040647,223,216,5,4,0,6,7,0,1,0,0,0,185,2,1
01a49bd2,1109,1033,74,35,0,8,1,39,0,0,0,0,903,2,18
01b8a2b2,1016,800,215,36,0,3,0,0,0,0,0,0,919,1,3
01c3aff5,785,759,22,4,1,6,9,18,0,0,0,0,659,4,17
01efac19,1311,1261,40,20,2,6,14,15,0,0,0,0,1017,10,37
023937a9,1140,1103,36,33,0,8,4,0,2,2,0,0,968,1,7
028e70b9,34,32,2,0,0,0,0,0,0,0,0,0,21,0,0
02caf6e0,1153,935,214,15,2,4,114,199,0,0,0,0,924,4,28
0375723e,735,563,163,55,3,17,154,9,88,13,65,0,491,9,16
03f946ed,232,215,17,0,0,2,1,1,0,0,0,0,186,0,5
0489bb30,270,255,14,0,0,0,18,12,1,0,0,0,181,1,15
04df29a5,13,13,0,0,0,0,1,0,0,0,0,0,7,0,1
05e19d6a,2022,1956,57,51,0,19,13,6,0,0,0,0,1781,9,16
0728bebe,759,726,27,12,0,14,36,10,5,3,2,0,573,6,32
07767f42,421,410,10,10,1,2,0,0,0,0,0,0,361,1,6
081b6080,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
0821331c,1241,1197,43,33,0,11,5,9,0,0,0,0,1076,1,8
085e71a7,1055,669,380,120,0,2,0,0,0,0,0,0,699,6,0
089550f5,114,102,12,1,0,0,7,10,1,0,0,0,95,0,1
08990838,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0
08aa9cd1,52,51,1,0,0,0,1,0,0,0,0,0,37,0,4
08f5afaa,1232,957,271,64,0,4,0,0,0,0,0,0,979,4,1
09538fdb,472,428,43,1,0,7,21,4,0,0,0,0,324,1,21
099a2de5,18,18,0,0,0,0,2,0,0,0,0,0,10,0,3
0a1efd3c,103,82,19,1,0,0,2,0,0,0,0,0,73,2,1
0a3065c8,794,635,159,8,0,0,37,151,0,0,0,0,602,0,23
0a447501,260,255,5,0,0,4,2,1,0,0,0,0,195,0,6
0a483542,1013,890,122,17,0,1,64,103,2,0,2,0,827,1,16
0ab1f153,1788,1529,247,52,1,32,162,132,63,21,34,0,1466,12,23
0b5a292a,1386,1181,199,53,1,5,83,125,21,10,4,0,1133,6,28
0c8f27b5,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
