id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
0000acda,818,27,2,5,5,34,21,0,0,0,0,3,22
00528660,183,55,3,0,2,16,49,3,1,2,0,2,5
008a6e6d,604,24,23,0,3,2,1,0,0,0,0,2,4
00b0bb87,547,96,5,0,2,39,91,0,0,0,0,1,19
01b8a2b2,490,252,47,0,8,0,0,0,0,0,0,3,0
01efac19,174,6,1,0,0,5,1,4,2,0,0,1,2
023937a9,1630,87,81,2,38,10,4,0,0,0,0,7,7
02b2937c,174,7,6,0,1,8,0,0,0,0,0,1,5
02caf6e0,1260,201,9,0,7,242,192,0,0,0,0,2,73
02febfdc,1140,96,70,1,38,29,4,17,3,6,1,11,22
0375723e,347,20,3,3,8,35,2,15,11,2,0,2,16
03760df0,344,240,77,0,0,0,0,0,0,0,0,1,1
03f946ed,729,44,5,0,19,33,13,3,0,0,0,3,31
0412b9cd,7,0,0,0,0,0,0,0,0,0,0,0,0
048877f5,469,430,134,0,0,0,0,0,0,0,0,2,0
0497a545,2,0,0,0,0,0,0,0,0,0,0,0,0
05e19d6a,1691,37,22,7,10,28,11,4,0,0,0,5,30
06050480,89,26,4,0,1,14,16,6,0,6,0,2,6
060606ec,544,116,2,0,3,56,110,3,0,0,0,4,36
07767f42,1259,59,59,2,12,2,0,0,0,0,0,2,7
07abb358,894,206,39,0,4,150,118,49,1,44,0,0,33
07ea0ef2,517,23,21,1,7,7,1,1,0,1,0,1,3
07f55871,3,0,0,0,0,0,0,0,0,0,0,0,0
0821331c,1204,65,38,0,23,5,27,0,0,0,0,9,11
0830a4f9,36,3,3,0,0,0,0,0,0,0,0,0,1
085e71a7,364,227,43,0,1,0,0,0,0,0,0,2,1
089550f5,1986,230,25,1,26,74,205,0,0,0,0,1,31
08aa9cd1,401,8,0,0,3,11,1,0,0,0,0,3,16
08f5afaa,800,373,72,0,3,0,1,0,0,0,0,0,0
091795f2,5,0,0,0,0,0,0,0,0,0,0,0,0
09538fdb,418,56,0,1,1,23,2,0,0,0,0,1,19
098139eb,108,13,4,1,0,15,6,3,3,0,0,1,3
0a3065c8,755,231,8,0,2,84,222,1,0,1,0,1,43
0a447501,146,0,0,0,1,2,0,0,0,0,0,0,5
0ab1f153,783,34,9,1,23,52,23,2,0,2,0,3,12
0acda699,45,29,14,0,0,0,0,0,0,0,0,0,0
0b5a292a,1139,157,20,2,13,85,128,9,1,6,0,3,39
0cd0e21b,96,13,0,0,0,10,13,0,0,0,0,0,4
0d077b88,1029,48,19,2,1,46,7,21,4,16,1,2,37
0d82903c,1675,211,26,2,19,116,185,0,0,0,0,12,48
0e21fc3c,1161,28,19,1,8,12,8,1,1,0,0,4,9
0f933743,89,10,3,0,4,2,7,0,0,0,0,0,3
1079c685,217,2,1,0,0,4,0,0,0,0,0,0,13
10dc46f0,699,424,124,0,1,0,0,0,0,0,0,5,1
10e25802,359,17,5,0,4,10,4,4,0,4,0,0,6
10e7f486,1417,321,29,0,20,108,292,0,0,0,0,5,55
117beb8f,314,27,16,0,4,1,11,0,0,0,0,0,5
1253a12e,989,37,25,0,4,25,12,0,0,0,0,4,6
12851227,47,11,0,0,0,1,11,0,0,0,0,0,3
130a7a3f,446,57,9,1,1,55,19,26,5,12,0,2,19
13c8e5f6,18,0,0,1,0,3,0,0,0,0,0,0,0
13d820de,316,5,5,0,1,0,0,0,0,0,0,1,1
144607cc,1263,116,46,1,23,142,16,54,28,23,0,2,34
149c5f5d,86,25,3,0,0,8,22,0,0,0,0,1,3
14b8fcdf,763,11,11,0,5,0,0,0,0,0,0,1,1
157d29b6,545,25,5,5,3,29,9,6,1,1,0,1,20
15d0c248,663,39,21,0,6,4,18,0,0,0,0,0,8
162efffd,1569,243,110,15,51,205,24,107,38,52,0,13,52
16657b95,1305,18,14,4,19,26,4,0,0,0,0,7,18
16b9d5cf,836,37,20,0,10,0,17,0,0,0,0,2,3
173061c0,1184,186,36,2,8,18,150,0,0,0,0,8,29
17f3620a,508,54,0,3,4,12,6,0,0,0,0,3,15
1880614f,536,35,7,2,8,63,5,23,13,0,0,1,25
18f9dbd0,395,88,7,0,1,22,81,0,0,0,0,4,19
197640fd,1067,168,6,1,4,56,162,0,0,0,0,5,28
1ab0b878,62,2,0,0,3,3,0,1,1,0,0,0,0
1ad1f50d,170,7,0,1,0,12,1,1,0,0,0,0,8
1b82f8df,398,14,1,0,3,16,1,0,0,0,0,1,6
1c50f354,959,142,40,2,9,127,12,67,26,24,1,3,44
1c529186,817,107,14,0,4,26,93,0,0,0,0,1,19
1c8c5aed,464,120,12,0,6,38,108,0,0,0,0,1,26
1cac99dc,471,44,12,2,12,69,5,23,13,8,0,8,23
1cadaf34,11,0,0,0,0,0,0,0,0,0,0,0,0
1ea5f91c,531,24,9,0,4,43,6,9,3,4,0,4,13
1f9328da,998,11,2,8,16,44,5,0,0,0,0,4,22
1fca9171,365,23,2,0,3,20,21,0,0,0,0,1,13
2114abf9,760,222,71,4,19,229,9,91,45,37,2,9,49
2146785a,1274,203,23,1,8,65,179,1,0,0,0,9,32
2258c078,205,19,10,0,5,10,0,9,3,6,0,1,2
228f73ae,314,8,0,0,3,7,5,2,1,0,0,1,6
230a2fac,1862,316,38,4,6,124,278,0,0,0,0,8,69
2334478a,63,4,3,0,0,7,0,1,0,0,0,0,3
246d153b,919,257,18,2,7,63,238,1,0,0,0,2,44
259deea9,0,0,0,0,0,0,0,0,0,0,0,0,0
2648e18f,20,3,0,0,0,2,0,3,1,1,0,0,1
269b4638,91,3,0,0,0,0,0,0,0,0,0,0,0
277da414,293,191,68,0,2,0,0,0,0,0,0,1,1
27f0ddef,719,45,40,0,5,2,5,0,0,0,0,3,6
28237d7e,5,0,0,0,0,0,0,0,0,0,0,0,0
283699b4,622,34,19,1,12,1,15,0,0,0,0,3,7
2876eaa3,102,2,2,0,1,0,0,0,0,0,0,0,1
2a1beb34,2160,74,52,1,18,27,21,1,1,0,0,5,32
2a82aa85,18,1,1,0,0,0,0,0,0,0,0,0,0
2b28ba9f,281,7,4,1,1,9,1,1,0,0,0,0,8
2b71b88a,361,16,16,0,1,3,0,0,0,0,0,2,9
2c38b327,222,3,0,0,1,10,3,0,0,0,0,0,12
2c851997,788,85,35,5,5,75,3,47,29,13,0,2,14
2d3f7367,11,3,0,0,0,4,0,3,1,2,0,0,0
