id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
1c529186,Ignazio Abate,it ITA,DF,Milan,31,1986,14.5,23,1.59,23,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,30,1988,36.8,31,0.84,27,0,0,1,3,0,2,0.05,1,0,0,1,0,0,Matches
d7403bd5,Afriyie Acquah,gh GHA,MF,Empoli,26,1992,16.8,44,2.62,34,0,4,4,2,0,1,0.06,1,0,0,0,0,0,Matches
ce5b170a,Claud Adjapong,it ITA,"MF,FW",Sassuolo,20,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
06050480,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,24,1993,1.8,8,4.34,4,2,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,21,1996,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0,Matches
5294a83f,Luis Alberto,es ESP,"MF,FW",Lazio,25,1992,22.1,154,6.97,103,34,4,10,2,1,10,0.45,4,4,0,2,0,0,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Napoli,32,1985,19.0,20,1.05,20,0,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
cc700722,Allan,br BRA,MF,Napoli,27,1991,29.1,88,3.03,75,0,7,2,2,2,10,0.34,9,0,1,0,0,0,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,36,1981,32.5,24,0.74,18,3,1,1,0,1,2,0.06,2,0,0,0,0,0,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Sampdoria,22,1996,32.0,27,0.84,23,1,0,2,0,1,3,0.09,3,0,0,0,0,0,Matches
13d820de,Marco Andreolli,it ITA,DF,Cagliari,32,1986,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
13d820de,Marco Andreolli,it ITA,DF,Chievo,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,31,1986,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1,Matches
43a2e16c,Mirco Antenucci,it ITA,FW,SPAL,33,1984,23.7,64,2.70,46,0,3,6,7,2,5,0.21,3,0,1,0,1,0,Matches
40f0ed6c,Luca Antonelli,it ITA,DF,Empoli,31,1987,8.4,11,1.31,8,0,0,1,1,1,2,0.24,2,0,0,0,0,0,Matches
0830a4f9,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
eb823875,Joaquín Ardaiz,uy URU,FW,Frosinone,19,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68b78c2a,Lorenzo Ariaudo,it ITA,DF,Frosinone,29,1989,18.7,14,0.75,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,17,2001,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,Inter,29,1988,29.7,87,2.93,73,3,5,2,3,1,2,0.07,2,0,0,0,0,0,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,21,1997,36.0,6,0.17,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Sassuolo,25,1993,16.5,37,2.24,24,0,2,9,2,0,10,0.60,5,0,0,4,1,0,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Lazio,29,1989,12.7,32,2.52,26,2,1,0,2,1,2,0.16,1,0,1,0,0,0,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,23,1994,25.6,76,2.97,60,0,5,1,5,5,7,0.27,6,0,0,0,0,1,Matches
509a4ccb,Keita Baldé,sn SEN,FW,Inter,23,1995,9.9,43,4.35,31,0,6,2,4,0,5,0.51,3,0,2,0,0,0,Matches
9be4ee80,Andrija Balić,hr CRO,"FW,MF",Udinese,20,1997,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
0821331c,Mattia Bani,it ITA,DF,Chievo,24,1993,29.0,14,0.48,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,23,1994,3.7,5,1.37,4,1,0,0,0,0,1,0.27,0,1,0,0,0,0,Matches
c010b898,Federico Barba,it ITA,DF,Chievo,24,1993,27.6,25,0.91,19,2,1,2,0,1,1,0.04,1,0,0,0,0,0,Matches
0acda699,Francesco Bardi,it ITA,GK,Frosinone,26,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6928979a,Nicolò Barella,it ITA,MF,Cagliari,21,1997,34.5,114,3.30,89,7,3,5,7,3,9,0.26,7,0,0,1,0,1,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,30,1988,29.1,47,1.62,35,2,1,2,4,3,4,0.14,3,0,1,0,0,0,Matches
43a1bea5,Édgar Barreto,py PAR,MF,Sampdoria,34,1984,8.7,18,2.06,16,2,0,0,0,0,3,0.34,3,0,0,0,0,0,Matches
e5bf73f3,Musa Barrow,gm GAM,FW,Atalanta,19,1998,6.7,33,4.94,25,2,1,4,1,0,3,0.45,3,0,0,0,0,0,Matches
