id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
00672021,6,494,5,6,3,0,0,5,11,-6,6.7,11.8,-5.1,0,0,0,0
0127419a,5,143,1,1,0,4,1,2,2,0,2.8,5.8,-2.9,0,0,0,0
016ff750,4,104,1,0,0,4,1,3,3,0,2.2,3.3,-1.1,0,0,0,0
01b8a2b2,7,630,7,7,7,0,1,12,6,6,11.1,8.6,2.5,630,7,7,7
01eb744d,8,444,4,5,0,3,0,7,5,2,7.4,6.2,1.1,0,0,0,0
028e70b9,1,5,0,0,0,1,4,0,0,0,0.1,0.6,-0.5,0,0,0,0
02c15616,4,210,2,1,1,3,4,4,3,1,2.2,4.1,-1.9,0,0,0,0
02ef8778,4,122,1,1,1,3,1,3,4,-1,2.8,2.4,0.4,0,0,0,0
032f894e,5,124,1,1,0,4,0,0,7,-7,2.5,2.7,-0.2,0,0,0,0
0331786b,1,4,0,0,0,1,2,0,0,0,0.2,0.2,0.0,0,0,0,0
03998238,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0
03df04ff,6,540,6,6,6,0,0,10,11,-1,8.1,9.4,-1.3,540,6,6,6
042e8a49,9,549,6,7,2,2,1,23,3,20,20.3,4.6,15.7,0,0,0,0
048a1cbc,8,550,6,6,6,2,0,7,8,-1,11.1,10.3,0.8,0,0,0,0
04989945,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0
04ac8285,6,540,6,6,6,0,1,11,11,0,11.1,12.7,-1.6,540,6,6,6
05439de2,8,675,7,8,7,0,0,26,6,20,22.6,7.6,15.0,0,0,0,0
056269d7,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
05d548d8,8,720,8,8,8,0,0,10,11,-1,14.4,13.1,1.4,0,0,0,0
0638becf,1,1,0,0,0,1,5,0,0,0,0.0,0.0,0.0,0,0,0,0
06efa9dc,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
070ec0b1,6,539,6,6,5,0,0,5,9,-4,6.7,6.8,-0.1,0,0,0,0
075fe5a3,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
07a821e4,1,90,1,1,1,0,0,6,2,4,4.3,0.7,3.5,0,0,0,0
07ab6542,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
08511d65,5,445,4,5,4,0,0,12,6,6,13.9,8.7,5.2,0,0,0,0
089550f5,3,259,2,3,2,0,0,3,3,0,3.3,2.8,0.5,0,0,0,0
0959c2a2,6,348,3,4,2,2,1,10,2,8,10.7,6.4,4.3,0,0,0,0
0a6dbbf7,5,450,5,5,5,0,1,4,12,-8,5.7,9.8,-4.1,0,0,0,0
0ab1f153,6,497,5,6,3,0,1,11,5,6,8.3,7.6,0.7,0,0,0,0
0ac94a23,6,263,2,3,0,3,0,3,2,1,3.4,5.5,-2.1,0,0,0,0
0acc3f61,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0acf0e1c,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0b5a292a,7,527,5,7,5,0,0,10,6,4,11.6,7.7,4.0,0,0,0,0
0ba976e4,5,115,1,1,0,4,3,1,3,-2,1.5,3.3,-1.8,0,0,0,0
0bbab654,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0bc4e720,2,74,0,0,0,2,3,4,0,4,1.4,1.2,0.2,0,0,0,0
