id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
1ddbb0da,10,930,10,10,10,0,0,1,20,15,5,16.9,19.4,-2.5,930,10,10,10
1e26e376,1,90,1,1,1,0,9,0,1,2,-1,1.8,1.4,0.3,90,1,1,1
1e43fad8,6,540,6,6,6,0,1,1,6,14,-8,6.8,10.6,-3.8,540,6,6,6
1f9328da,4,278,3,4,0,0,1,1,3,2,1,3.5,3.2,0.3,0,0,0,0
1fb1c435,6,428,4,5,4,1,0,1,4,5,-1,5.4,9.0,-3.6,0,0,0,0
21512407,8,625,6,7,5,1,1,1,12,15,-3,9.3,10.5,-1.2,0,0,0,0
21a66f6a,9,776,8,9,7,0,0,1,10,11,-1,13.0,9.5,3.5,0,0,0,0
223158da,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2319ebe3,4,237,2,3,1,1,1,1,1,9,-8,0.9,9.3,-8.4,0,0,0,0
2327c29e,6,127,1,1,0,5,3,2,6,3,3,3.4,5.6,-2.2,0,0,0,0
2475cf9b,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2475dcc6,12,1080,12,12,12,0,0,2,22,13,9,22.3,17.8,4.5,0,0,0,0
24b98f95,4,172,1,2,1,2,1,0,1,9,-8,1.3,5.4,-4.1,0,0,0,0
24fc70d3,4,347,3,4,3,0,1,0,2,8,-6,3.7,8.2,-4.5,0,0,0,0
2696b6a9,1,11,0,0,0,1,1,3,1,0,1,0.8,0.1,0.7,0,0,0,0
2784f898,9,822,9,9,8,0,0,1,16,13,3,14.3,14.8,-0.5,0,0,0,0
27f0fcda,3,189,2,2,1,1,0,0,0,6,-6,0.8,7.3,-6.5,0,0,0,0
28b1f3ce,8,514,5,6,1,2,0,1,7,8,-1,9.2,9.3,-0.1,0,0,0,0
28e65539,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
28eea0fc,6,520,5,6,5,0,0,1,5,13,-8,5.9,12.8,-6.8,0,0,0,0
292a652a,5,450,5,5,5,0,1,1,6,14,-8,6.3,11.4,-5.0,0,0,0,0
2946f9a1,5,449,5,5,4,0,1,1,10,7,3,10.3,7.2,3.1,0,0,0,0
29733c72,6,278,3,2,2,4,3,1,4,5,-1,3.3,5.8,-2.5,0,0,0,0
2973d8ff,5,345,3,4,2,1,1,1,3,4,-1,3.4,8.4,-5.0,0,0,0,0
29c02c9f,1,10,0,0,0,1,1,3,0,0,0,0.1,0.1,0.0,0,0,0,0
2a8683b9,4,288,3,3,3,1,2,1,3,4,-1,7.1,5.9,1.2,0,0,0,0
2acd49b9,10,729,8,8,5,2,2,1,12,8,4,12.9,9.4,3.4,0,0,0,0
2b114be3,8,398,4,4,3,4,2,2,15,3,12,11.6,4.5,7.0,0,0,0,0
2b5527c4,2,135,1,2,1,0,3,0,2,3,-1,1.7,3.2,-1.5,0,0,0,0
2b622f01,12,724,8,8,3,4,1,1,14,16,-2,14.1,9.2,4.9,0,0,0,0
2b8360f1,1,68,0,1,0,0,0,1,0,0,0,0.1,0.4,-0.3,0,0,0,0
2b9b37b2,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2bcc6d52,6,233,2,2,1,4,0,1,3,9,-6,2.0,5.8,-3.8,0,0,0,0
2bea06e0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2c0f8e9e,4,210,2,2,0,2,1,1,0,3,-3,1.3,4.1,-2.8,0,0,0,0
2c20f2fb,1,46,0,0,0,1,0,3,1,2,-1,0.0,0.0,0.0,0,0,0,0
2c3673b5,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2c44a35d,3,179,2,2,0,1,1,0,1,2,-1,1.4,2.5,-1.1,0,0,0,0
2d24d7a2,1,30,0,0,0,1,2,0,0,1,-1,0.1,0.3,-0.1,0,0,0,0
2d3f7367,1,27,0,0,0,1,0,0,0,0,0,0.2,0.2,0.0,0,0,0,0
2d61d13a,4,360,4,4,4,0,2,0,2,7,-5,6.6,6.9,-0.3,0,0,0,0
2db2fd7b,5,450,5,5,5,0,2,2,13,5,8,11.7,5.8,5.8,0,0,0,0
2e06f387,3,107,1,1,1,2,3,1,0,3,-3,0.5,3.7,-3.2,0,0,0,0
2e4f5f03,12,1006,11,12,9,0,0,1,17,12,5,22.2,12.5,9.7,0,0,0,0
2e7ff968,1,90,1,1,1,0,7,3,2,0,2,2.6,0.6,2.0,90,1,1,1
2f3452eb,3,150,1,1,1,2,3,1,1,1,0,2.1,1.2,0.9,0,0,0,0
2f557579,6,488,5,6,4,0,0,1,6,3,3,10.0,6.2,3.8,0,0,0,0
2f7acede,10,673,7,8,3,2,0,1,10,10,0,10.8,8.8,2.0,0,0,0,0
2f895007,2,97,1,1,0,1,1,2,2,1,1,1.2,0.8,0.4,0,0,0,0
2f90f6b8,12,899,10,10,5,2,1,1,19,11,8,19.0,10.2,8.8,0,0,0,0
2f965a72,3,270,3,3,3,0,5,1,10,6,4,7.3,4.3,3.0,270,3,3,3
30223b33,2,180,2,2,2,0,6,1,3,3,0,2.6,2.6,0.1,180,2,2,2
30941e96,6,540,6,6,6,0,0,1,6,13,-7,7.1,13.9,-6.8,0,0,0,0
30e81a88,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
30f5ffa9,6,540,6,6,6,0,0,1,6,7,-1,8.6,7.8,0.8,0,0,0,0
314f2124,3,189,2,2,2,1,3,1,2,3,-1,2.3,3.0,-0.7,0,0,0,0
3189f61a,6,424,4,4,4,2,1,1,5,14,-9,4.9,9.3,-4.4,0,0,0,0
31c69ef1,5,404,4,5,4,0,0,1,5,8,-3,5.5,6.9,-1.5,0,0,0,0
321f83a2,2,72,0,0,0,2,3,2,1,0,1,1.8,0.6,1.2,0,0,0,0
3235182a,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
327c20e6,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32c0491f,3,270,3,3,3,0,2,1,3,2,1,2.8,4.6,-1.8,0,0,0,0
33144cc5,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3353737a,4,360,4,4,4,0,0,1,8,6,2,7.7,5.7,2.0,0,0,0,0
335fa267,9,706,7,8,4,1,0,2,17,6,11,15.8,8.0,7.8,0,0,0,0
33b8d077,6,534,5,6,5,0,0,1,5,7,-2,8.3,7.8,0.6,0,0,0,0
346d51d9,4,289,3,3,2,1,2,2,4,1,3,7.1,2.3,4.8,0,0,0,0
34bf7740,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0.0,0,0,0,0
34c3b935,6,540,6,6,6,0,0,1,8,16,-8,6.9,13.2,-6.3,540,6,6,6
34e38ddf,1,90,1,1,1,0,4,1,1,1,0,0.8,1.5,-0.7,90,1,1,1
356c9002,5,138,1,2,0,3,1,1,3,3,0,2.3,2.5,-0.2,0,0,0,0
3626daea,1,66,0,1,0,0,3,3,2,0,2,1.0,0.4,0.6,0,0,0,0
36a3ff67,6,523,5,6,5,0,0,1,8,3,5,8.8,4.4,4.4,0,0,0,0
3708e9fa,3,228,2,3,1,0,0,0,1,5,-4,1.4,4.7,-3.3,0,0,0,0
375622c5,1,9,0,0,0,1,2,1,0,1,-1,0.1,1.6,-1.5,0,0,0,0
37f606f0,1,62,0,1,0,0,0,0,1,2,-1,1.2,2.7,-1.5,0,0,0,0
38ac43d3,4,104,1,2,0,2,1,1,0,0,0,3.6,0.4,3.2,0,0,0,0
38c7feef,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
392a7aea,6,539,6,6,5,0,0,1,6,5,1,5.4,6.3,-0.9,0,0,0,0
39769cff,1,10,0,0,0,1,7,3,0,0,0,0.1,0.1,0.0,0,0,0,0
3984a078,2,82,0,1,0,1,3,0,0,4,-4,0.6,2.4,-1.8,0,0,0,0
3a430e26,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3b15ef2d,1,90,1,1,1,0,4,3,3,0,3,3.3,0.2,3.1,0,0,0,0
3b61c9ec,2,27,0,0,0,2,0,1,1,0,1,0.1,0.0,0.1,0,0,0,0
3b8674e6,7,551,6,6,6,1,1,1,5,7,-2,8.5,5.2,3.3,0,0,0,0
3b9858f5,4,337,3,4,3,0,1,1,2,8,-6,3.3,6.8,-3.5,0,0,0,0
3bb7b8b4,10,900,10,10,10,0,0,2,30,12,18,22.9,10.1,12.8,900,10,10,10
3bb7f478,6,570,6,6,6,0,0,2,13,8,5,11.8,10.3,1.5,0,0,0,0
3c6089ab,6,353,3,4,2,2,0,2,9,3,6,8.8,3.6,5.2,0,0,0,0
3cefcaef,8,706,7,8,7,0,0,1,13,13,0,12.2,16.0,-3.8,0,0,0,0
3d50bcdb,3,69,0,0,0,3,4,2,1,1,0,1.9,1.3,0.6,0,0,0,0
3e96f3e7,2,135,1,1,1,1,2,2,1,0,1,1.3,1.1,0.2,0,0,0,0
3eb22ec9,8,579,6,6,5,2,0,2,25,8,17,16.6,5.9,10.8,0,0,0,0
3eed9821,1,78,0,1,0,0,6,3,3,0,3,1.1,0.6,0.6,0,0,0,0
3ef0fa48,2,88,1,1,0,1,2,2,1,0,1,0.9,0.7,0.2,0,0,0,0
3f65d5ce,3,270,3,3,3,0,3,1,4,0,4,2.7,2.8,0.0,270,3,3,3
407feb71,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
41df88b8,1,1,0,0,0,1,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0
41e7ef1c,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
41f32541,4,323,3,4,2,0,0,0,5,6,-1,7.9,5.3,2.5,0,0,0,0
42276181,5,132,1,0,0,5,0,1,0,1,-1,1.9,2.2,-0.3,0,0,0,0
42ec696a,5,449,5,5,4,0,0,1,8,6,2,6.3,9.3,-3.0,449,5,5,5
42fd9c7f,8,699,7,8,6,0,0,1,19,12,7,16.2,10.5,5.7,0,0,0,0
433dc9a2,8,675,7,8,7,0,0,1,18,11,7,16.5,9.7,6.8,0,0,0,0
436a9dd0,2,168,1,2,1,0,2,1,0,3,-3,0.7,4.2,-3.6,0,0,0,0
43a166b4,8,221,2,2,0,6,2,2,7,0,7,4.4,3.3,1.1,0,0,0,0
43b78598,6,540,6,6,6,0,0,1,6,7,-1,8.6,7.8,0.8,0,0,0,0
43cd8b69,3,240,2,3,1,0,0,0,3,7,-4,3.4,6.2,-2.8,0,0,0,0
44781702,9,570,6,6,6,3,3,1,10,9,1,10.2,7.2,3.1,0,0,0,0
44ac04e9,5,450,5,5,5,0,0,1,5,6,-1,6.7,6.6,0.1,0,0,0,0
44eb9093,4,360,4,4,4,0,2,1,3,5,-2,6.4,5.4,1.1,0,0,0,0
4515f00d,4,66,0,0,0,4,4,2,1,1,0,1.5,0.6,0.9,0,0,0,0
45af8a54,7,306,3,2,2,5,1,1,3,8,-5,7.4,4.0,3.4,0,0,0,0
4601e194,11,990,11,11,11,0,1,2,25,9,16,21.8,12.0,9.8,0,0,0,0
46a8347f,2,98,1,1,1,1,1,1,1,1,0,1.3,1.7,-0.4,0,0,0,0
47064058,6,540,6,6,6,0,0,0,11,14,-3,11.1,12.3,-1.2,540,6,6,6
47a1396c,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
47af88b8,8,720,8,8,8,0,0,1,13,16,-3,12.3,17.2,-5.0,0,0,0,0
47fd5136,4,360,4,4,4,0,1,0,4,13,-9,3.6,10.6,-6.9,0,0,0,0
481c9ece,6,540,6,6,6,0,0,1,6,13,-7,7.1,13.9,-6.8,0,0,0,0
4887118d,1,33,0,0,0,1,2,0,0,0,0,0.2,0.0,0.2,0,0,0,0
48a2b92a,2,34,0,0,0,2,9,2,0,0,0,1.0,1.0,0.0,0,0,0,0
48b28bfd,3,176,2,2,1,1,0,0,1,5,-4,1.2,4.7,-3.6,0,0,0,0
48b3dd60,9,562,6,7,1,2,1,2,12,5,7,11.4,6.5,4.9,0,0,0,0
49296448,7,630,7,7,7,0,0,2,15,5,10,14.4,8.2,6.2,0,0,0,0
493924a7,5,450,5,5,5,0,0,1,4,9,-5,6.3,8.2,-1.9,0,0,0,0
4958bfb2,6,419,4,5,4,1,0,1,8,6,2,10.5,7.6,2.8,0,0,0,0
497228f9,6,540,6,6,6,0,0,0,2,13,-11,4.7,11.9,-7.2,0,0,0,0
4a5a45c7,6,391,4,4,0,2,0,2,11,5,6,8.7,5.8,3.0,0,0,0,0
4a6914ff,3,270,3,3,3,0,3,0,2,5,-3,2.7,3.6,-0.9,270,3,3,3
4b6960d2,5,441,4,5,4,0,0,0,5,6,-1,9.1,7.9,1.2,0,0,0,0
4b803b3c,4,251,2,3,2,1,2,1,4,2,2,4.9,4.5,0.4,0,0,0,0
4bd414c1,6,495,5,6,5,0,0,1,6,4,2,10.5,5.8,4.6,0,0,0,0
4c370d81,11,700,7,8,2,3,1,2,15,7,8,18.6,7.7,10.9,0,0,0,0
4c3a6744,5,319,3,3,2,2,0,1,8,5,3,8.5,5.0,3.5,0,0,0,0
4c45cdc2,3,171,1,2,0,1,0,1,2,2,0,1.3,3.4,-2.1,0,0,0,0
4c5b714f,4,333,3,4,3,0,0,0,2,10,-8,3.0,6.3,-3.3,0,0,0,0
4c62d0c8,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4c6facae,6,507,5,6,4,0,0,1,4,11,-7,5.7,10.6,-4.9,0,0,0,0
4cc82fe1,6,540,6,6,6,0,0,1,7,16,-9,7.8,12.3,-4.5,0,0,0,0
4d034881,7,507,5,6,2,1,2,1,14,8,6,11.2,6.1,5.0,0,0,0,0
4d224fe8,6,503,5,6,4,0,0,2,13,7,6,12.7,7.7,5.0,0,0,0,0
4d3e9033,1,57,0,0,0,1,7,0,1,3,-2,0.5,2.4,-1.8,56,1,0,0
4d982baf,4,273,3,3,1,1,0,0,4,8,-4,4.5,7.4,-2.8,0,0,0,0
4dbd0916,7,409,4,5,2,2,0,1,7,7,0,4.5,4.4,0.1,0,0,0,0
4dbdf7f7,5,268,3,2,2,3,1,1,3,5,-2,1.5,8.6,-7.1,0,0,0,0
4dedd469,5,450,5,5,5,0,0,1,5,13,-8,2.4,14.4,-12.0,0,0,0,0
4e015693,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4e034598,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4e133a88,4,330,3,4,2,0,0,1,4,5,-1,6.7,6.1,0.7,0,0,0,0
4e204552,5,152,1,1,0,4,1,1,4,1,3,4.1,1.2,2.9,0,0,0,0
4e358a2d,6,540,6,6,6,0,1,2,12,7,5,11.9,7.8,4.0,0,0,0,0
4f1e6a0b,11,848,9,10,5,1,0,2,18,9,9,17.3,11.7,5.6,0,0,0,0
4f28a6ff,12,1001,11,11,11,1,0,2,23,10,13,22.0,13.9,8.1,0,0,0,0
4fa7cb9b,5,160,1,1,1,4,0,2,1,2,-1,2.6,2.3,0.3,0,0,0,0
5042e5c2,5,99,1,1,0,4,7,2,4,1,3,3.5,0.6,2.9,0,0,0,0
5064d4c1,4,206,2,3,0,1,0,1,3,2,1,1.9,1.6,0.3,0,0,0,0
509a4ccb,4,76,0,0,0,4,2,1,3,1,2,2.3,0.4,1.9,0,0,0,0
50c1ff86,4,302,3,3,3,1,2,1,2,11,-9,1.7,11.0,-9.3,0,0,0,0
50ccf47d,6,519,5,6,5,0,0,0,2,11,-9,4.7,11.4,-6.7,0,0,0,0
50dc94ce,12,981,10,11,6,1,0,2,18,10,8,19.0,15.7,3.3,0,0,0,0
5148dcc5,3,158,1,2,0,1,2,1,3,2,1,1.8,4.2,-2.4,0,0,0,0
51a3c4c8,10,930,10,10,10,0,0,1,20,15,5,16.9,19.4,-2.5,0,0,0,0
51a56075,1,90,1,1,1,0,5,1,2,2,0,1.5,1.7,-0.2,0,0,0,0
51cf8561,5,337,3,4,3,1,1,2,18,3,15,11.1,4.0,7.1,0,0,0,0
51dbeea9,7,488,5,5,3,2,1,2,13,6,7,10.4,6.1,4.3,0,0,0,0
526541e5,3,235,2,3,2,0,1,1,4,4,0,2.4,5.0,-2.6,0,0,0,0
5271c8f1,2,173,1,2,1,0,0,3,7,3,4,4.6,1.8,2.9,0,0,0,0
527f063d,7,413,4,5,2,2,0,1,14,6,8,11.2,5.0,6.2,0,0,0,0
529f49ab,6,415,4,6,2,0,1,2,5,2,3,4.7,3.2,1.4,0,0,0,0
52ec54d0,10,900,10,10,10,0,0,1,14,9,5,18.9,10.1,8.8,0,0,0,0
532d2690,4,304,3,4,2,0,0,1,6,5,1,4.9,5.8,-0.9,0,0,0,0
539230cf,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
53e07d0b,5,269,3,4,0,1,0,0,8,6,2,5.9,5.1,0.8,0,0,0,0
549c6ba7,1,90,1,1,1,0,2,0,1,3,-2,0.9,1.6,-0.7,0,0,0,0
54b4dc4e,5,369,4,4,2,1,0,0,7,11,-4,7.2,7.9,-0.7,0,0,0,0
54e4866f,1,6,0,0,0,1,4,0,0,1,-1,0.0,0.5,-0.5,0,0,0,0
54f2d108,5,105,1,0,0,5,1,0,1,0,1,1.3,2.0,-0.7,0,0,0,0
55126f3b,7,561,6,7,5,0,0,1,7,9,-2,5.8,7.0,-1.2,0,0,0,0
555d5edd,1,28,0,0,0,1,0,0,0,0,0,0.2,0.7,-0.5,0,0,0,0
55abe554,4,209,2,2,1,2,0,1,3,2,1,2.8,3.7,-0.9,0,0,0,0
5631b735,5,432,4,5,4,0,0,1,4,13,-9,2.4,15.9,-13.5,0,0,0,0
56b5d64e,9,620,6,7,1,2,1,1,12,6,6,10.3,9.5,0.8,0,0,0,0
