id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
000b3da6,16,12,0,2,1,0,1,0,0,0,0,0,0,0
003a5c72,38,33,0,2,2,0,1,3,1,0,0,2,0,0
00b28772,13,12,0,0,1,0,0,0,0,0,0,0,0,0
011d8c56,1,1,0,0,0,0,0,1,1,0,0,0,0,0
01ae64cd,2,2,0,0,0,0,0,1,1,0,0,0,0,0
01eb744d,86,47,0,20,5,13,1,15,7,0,5,2,1,0
02c15616,11,8,0,2,0,0,1,0,0,0,0,0,0,0
02d2c436,18,14,3,0,0,0,1,1,1,0,0,0,0,0
04965583,9,7,1,0,1,0,0,2,2,0,0,0,0,0
04a65a8f,9,6,0,0,3,0,0,2,1,0,0,1,0,0
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04e17fd5,28,11,0,7,3,5,2,3,0,0,1,1,0,1
05384ea1,36,32,3,0,0,1,0,1,1,0,0,0,0,0
05a4465d,44,32,0,3,2,7,0,5,5,0,0,0,0,0
0657888a,43,28,10,1,0,3,1,3,2,1,0,0,0,0
070a3904,66,46,11,3,2,1,3,3,2,1,0,0,0,0
07a0baa9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07d67579,8,7,0,0,0,1,0,0,0,0,0,0,0,0
080ac8d8,2,0,0,2,0,0,0,0,0,0,0,0,0,0
08511d65,40,35,0,1,3,0,1,4,3,0,0,1,0,0
0959c2a2,28,23,1,2,2,0,0,1,1,0,0,0,0,0
09a9e921,75,51,0,18,5,1,0,14,8,0,6,0,0,0
0a0cc13c,30,17,0,3,4,5,1,4,2,0,0,2,0,0
0a447501,11,7,0,2,1,1,0,3,1,0,1,0,1,0
0ac94a23,33,22,0,8,0,2,1,2,1,0,0,0,1,0
0ae4e09a,22,16,0,3,1,2,0,3,3,0,0,0,0,0
0af4dcf0,25,18,0,3,4,0,0,1,0,0,1,0,0,0
0b90bb97,43,25,0,5,8,4,1,10,5,0,1,3,1,0
0c3f7197,30,16,2,8,0,4,0,5,2,0,2,0,1,0
0d10333c,65,44,1,3,2,12,3,4,3,0,0,1,0,0
0e7ccfc4,14,12,0,0,0,2,0,1,1,0,0,0,0,0
0ef89a37,63,44,9,6,1,2,1,8,7,1,0,0,0,0
0f138d5a,9,8,0,0,0,0,1,1,1,0,0,0,0,0
1001ae82,56,44,4,4,0,2,2,6,4,0,1,0,1,0
102fda08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10e25802,3,1,0,1,0,0,1,0,0,0,0,0,0,0
113fb4ea,2,2,0,0,0,0,0,0,0,0,0,0,0,0
119b9a8e,11,10,0,0,0,1,0,2,1,0,0,0,1,0
11c30a46,25,20,3,0,0,0,2,1,1,0,0,0,0,0
1214f0a6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1250086e,6,5,0,0,1,0,0,0,0,0,0,0,0,0
12a875ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12c50af5,21,12,6,1,1,0,1,4,3,1,0,0,0,0
130a7a3f,99,54,22,11,3,6,3,19,10,2,4,1,2,0
13b0c150,5,4,0,0,1,0,0,1,0,0,0,1,0,0
148d4105,3,2,0,0,0,0,1,1,0,0,0,0,0,1
1512328c,32,23,1,4,1,3,0,2,2,0,0,0,0,0
1633fc8a,31,22,3,0,4,1,1,3,2,0,0,0,1,0
167c1bb0,19,18,0,0,0,1,0,2,2,0,0,0,0,0
174651c8,12,10,1,0,0,0,1,1,1,0,0,0,0,0
174f09a6,11,9,0,1,1,0,0,0,0,0,0,0,0,0
1771f2c1,15,13,2,0,0,0,0,1,1,0,0,0,0,0
1961b2aa,13,12,0,1,0,0,0,2,2,0,0,0,0,0
19b776e9,40,26,0,8,0,5,1,5,2,0,2,0,1,0
1a317a1b,33,11,19,1,0,0,2,3,3,0,0,0,0,0
1b17ed86,32,15,11,1,0,4,1,4,2,0,0,0,1,1
1b84dbe1,11,9,0,0,0,0,2,2,2,0,0,0,0,0
1bda5842,92,69,0,9,3,8,3,16,8,0,3,2,2,1
1c8dc17d,26,21,3,1,1,0,0,3,3,0,0,0,0,0
1d1691ad,84,64,5,8,0,7,0,7,6,1,0,0,0,0
1d5f96d9,6,2,0,0,2,2,0,1,0,0,0,0,1,0
1f079188,44,35,3,3,2,1,0,3,2,0,0,1,0,0
1fa85681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fb1c435,92,68,0,10,7,7,0,17,10,0,3,2,2,0
1fe0492d,43,31,5,1,2,3,1,3,2,0,0,0,1,0
1fe67e86,17,12,2,1,0,1,1,2,2,0,0,0,0,0
20b9f052,5,2,3,0,0,0,0,0,0,0,0,0,0,0
21164a21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217011a0,6,3,0,2,0,1,0,0,0,0,0,0,0,0
21d4e122,26,21,1,2,0,2,0,3,2,0,1,0,0,0
220c11f1,44,23,1,3,7,9,1,6,0,0,3,0,3,0
