id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
000b3da6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003a5c72,30,27,0,2,1,0,0,3,2,0,0,1,0,0
00b28772,39,31,0,1,3,2,2,2,2,0,0,0,0,0
011d8c56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014b57f5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
01eb744d,85,62,0,7,5,8,3,11,9,0,0,1,0,1
02319ad7,43,30,0,2,3,7,1,6,4,0,1,0,1,0
02c15616,7,7,0,0,0,0,0,1,1,0,0,0,0,0
02ef8778,65,26,0,10,19,7,3,7,2,0,1,4,0,0
036bba5f,62,43,4,3,3,8,1,5,3,0,1,0,1,0
04965583,24,18,2,1,1,2,0,3,3,0,0,0,0,0
04a65a8f,1,1,0,0,0,0,0,0,0,0,0,0,0,0
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04e17fd5,39,22,1,7,1,7,1,4,2,1,1,0,0,0
05a4465d,41,28,0,1,3,7,2,1,1,0,0,0,0,0
06efa9dc,1,1,0,0,0,0,0,1,1,0,0,0,0,0
070a3904,86,61,9,5,7,3,1,4,2,1,0,1,0,0
07750704,2,2,0,0,0,0,0,0,0,0,0,0,0,0
08511d65,29,23,1,1,2,1,1,5,4,0,0,1,0,0
0959c2a2,22,20,0,1,0,0,1,1,1,0,0,0,0,0
09a9e921,44,33,0,6,4,1,0,4,1,0,1,1,1,0
0a0cc13c,13,6,0,2,1,3,1,3,1,0,1,1,0,0
0a447501,10,6,0,2,0,2,0,1,0,0,0,0,1,0
0ac94a23,66,52,0,5,4,3,2,5,2,0,1,0,1,1
0ae4e09a,37,23,0,2,5,7,0,2,0,0,1,0,1,0
0b90bb97,35,28,0,3,2,2,0,5,4,0,1,0,0,0
0c2ac3cb,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0c3f7197,6,6,0,0,0,0,0,1,1,0,0,0,0,0
0ef89a37,91,68,6,9,6,1,1,7,6,0,0,1,0,0
0f0aa5b4,12,11,0,1,0,0,0,1,1,0,0,0,0,0
0f134faf,4,3,0,0,0,0,1,0,0,0,0,0,0,0
1001ae82,59,49,4,5,1,0,0,5,5,0,0,0,0,0
112521d1,12,11,1,0,0,0,0,0,0,0,0,0,0,0
1163de29,6,4,0,1,1,0,0,2,1,0,0,1,0,0
1232e1dc,5,2,0,0,2,0,1,0,0,0,0,0,0,0
129af0db,25,11,0,4,0,9,1,4,2,0,1,0,1,0
129dd8e7,5,4,1,0,0,0,0,1,1,0,0,0,0,0
12c50af5,3,2,0,1,0,0,0,0,0,0,0,0,0,0
13b0c150,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13e0eb29,10,5,3,2,0,0,0,0,0,0,0,0,0,0
148d4105,4,3,0,0,0,1,0,1,1,0,0,0,0,0
1512328c,45,31,2,7,2,3,0,2,2,0,0,0,0,0
1519a888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633fc8a,14,9,1,0,3,0,1,0,0,0,0,0,0,0
167c1bb0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
16e9d0ea,77,61,4,6,3,2,1,6,6,0,0,0,0,0
174651c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174f09a6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17a1299d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17d9e354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840e36d,2,1,1,0,0,0,0,0,0,0,0,0,0,0
18dc8533,6,6,0,0,0,0,0,0,0,0,0,0,0,0
19709006,91,52,21,6,6,6,0,9,3,3,1,1,1,0
19b776e9,25,18,0,2,3,2,0,2,1,0,0,1,0,0
1a1609ab,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1a317a1b,13,7,4,1,0,1,0,1,1,0,0,0,0,0
1b17ed86,79,46,23,2,3,3,2,6,3,2,0,0,0,1
1bda5842,82,63,0,7,4,6,2,8,7,0,0,1,0,0
1d1691ad,35,27,0,2,0,6,0,5,3,0,0,0,2,0
1d5f96d9,7,4,0,1,2,0,0,0,0,0,0,0,0,0
1daec722,68,58,0,1,4,1,4,7,5,0,1,0,0,1
1e1bea09,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1f079188,100,72,10,9,3,4,2,6,5,0,1,0,0,0
1f54ed90,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1fb1c435,84,62,1,6,7,7,1,14,12,1,0,0,0,1
1fe0492d,55,38,3,0,6,8,0,3,2,0,0,1,0,0
1fe67e86,3,3,0,0,0,0,0,0,0,0,0,0,0,0
200e89e1,15,11,0,3,0,0,1,2,2,0,0,0,0,0
20b9f052,6,5,1,0,0,0,0,0,0,0,0,0,0,0
220c11f1,49,24,1,4,5,15,0,8,3,0,2,0,3,0
228b0d9d,17,12,0,4,1,0,0,0,0,0,0,0,0,0
2306bfde,68,38,22,2,4,2,0,4,1,3,0,0,0,0
23fffc06,1,1,0,0,0,0,0,0,0,0,0,0,0,0
240d3a0b,23,22,0,0,0,0,1,4,4,0,0,0,0,0
244f57b9,137,68,49,10,4,4,2,13,6,6,1,0,0,0
248c409d,9,8,0,0,1,0,0,0,0,0,0,0,0,0
24f59bb2,36,27,0,5,1,2,1,4,4,0,0,0,0,0
253a06b9,54,36,0,3,6,9,0,8,5,0,0,2,1,0
25c72b36,11,11,0,0,0,0,0,2,2,0,0,0,0,0
2683eda7,11,6,0,2,1,1,1,2,0,0,0,0,1,1
26f2473f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274ab13c,2,2,0,0,0,0,0,0,0,0,0,0,0,0
27a013f7,11,10,0,0,1,0,0,0,0,0,0,0,0,0
27d0a506,49,37,2,2,3,4,1,7,5,1,0,1,0,0
293211e1,19,14,0,0,3,2,0,1,1,0,0,0,0,0
2946f9a1,14,9,2,1,1,0,1,0,0,0,0,0,0,0
2973d8ff,15,11,0,0,4,0,0,0,0,0,0,0,0,0
29b61deb,50,38,0,4,3,5,0,4,4,0,0,0,0,0
29e48848,12,8,2,1,0,0,1,0,0,0,0,0,0,0
2a0c8ba4,143,76,51,5,2,6,3,11,5,5,0,0,1,0
2a8c9f98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b15a82a,5,4,0,0,0,1,0,0,0,0,0,0,0,0
2bee98fd,61,45,4,4,5,2,1,6,3,0,1,2,0,0
2e23c66b,18,8,0,1,3,5,1,3,1,0,0,1,1,0
2e8fc160,4,3,1,0,0,0,0,0,0,0,0,0,0,0
2ef16f06,11,10,1,0,0,0,0,3,3,0,0,0,0,0
3024e383,92,59,25,4,2,1,1,5,4,1,0,0,0,0
3061e1ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30672832,2,1,0,0,1,0,0,0,0,0,0,0,0,0
307fcd26,2,1,1,0,0,0,0,0,0,0,0,0,0,0
31223bcf,45,23,17,0,1,1,3,1,1,0,0,0,0,0
32974271,40,21,0,6,4,9,0,3,1,0,0,0,2,0
32c0491f,28,21,1,3,1,2,0,2,2,0,0,0,0,0
335039a2,9,5,1,2,1,0,0,1,1,0,0,0,0,0
3353737a,29,28,0,0,1,0,0,3,3,0,0,0,0,0
335fa267,52,44,3,0,1,4,0,10,8,1,0,0,1,0
355c883a,22,21,0,1,0,0,0,1,1,0,0,0,0,0
35f6db55,40,26,0,4,6,2,2,2,2,0,0,0,0,0
36d5469c,49,29,8,7,5,0,0,4,1,0,2,1,0,0
375a669e,5,3,0,1,0,1,0,0,0,0,0,0,0,0
379652be,70,58,3,2,1,5,1,7,5,0,0,0,1,1
37e103f8,5,1,0,0,0,3,1,1,0,0,0,0,1,0
37f1cf47,40,30,4,2,1,3,0,3,3,0,0,0,0,0
37f96552,35,25,4,3,2,1,0,1,1,0,0,0,0,0
38699c72,18,8,0,2,5,3,0,4,0,0,0,3,1,0
3902e91b,43,37,0,0,1,3,2,4,3,0,0,0,1,0
3aa4a3be,37,20,0,3,3,10,1,2,1,0,0,0,1,0
3c05c659,13,10,2,0,0,1,0,3,1,1,0,0,1,0
3c7bc9bd,43,37,4,1,0,1,0,4,4,0,0,0,0,0
3cb6f224,18,12,0,1,3,1,1,4,4,0,0,0,0,0
3d7e48ce,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3e1858af,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e4f735d,68,37,21,4,3,2,1,6,5,1,0,0,0,0
3e5a168c,2,1,0,0,0,1,0,0,0,0,0,0,0,0
3e96f3e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ecc11d8,10,8,0,0,2,0,0,0,0,0,0,0,0,0
3ee0dd59,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3eed9821,11,11,0,0,0,0,0,3,3,0,0,0,0,0
3ef0fa48,11,5,0,2,1,3,0,2,1,0,0,0,1,0
3effaa34,67,53,0,5,3,6,0,6,3,0,0,1,2,0
3f10bd22,87,78,2,5,2,0,0,12,11,0,0,1,0,0
3f79a1c8,38,29,0,0,6,3,0,5,4,0,0,1,0,0
3fc45c73,15,10,0,0,1,3,1,1,0,0,0,0,1,0
407feb71,21,11,0,7,0,3,0,3,1,0,2,0,0,0
418f8f61,100,59,32,3,0,2,4,6,2,3,0,0,1,0
41b3069f,24,20,1,0,3,0,0,2,1,0,0,1,0,0
41c12f75,20,13,0,2,1,4,0,2,1,0,0,0,1,0
42276181,52,42,0,2,2,4,2,6,4,0,0,1,1,0
4242011c,18,16,0,0,2,0,0,2,1,0,0,1,0,0
42dcf26d,25,20,1,0,1,1,2,3,2,0,0,0,0,1
43f71e77,87,63,0,11,7,5,1,12,8,0,3,1,0,0
4442fbcd,7,7,0,0,0,0,0,2,2,0,0,0,0,0
44e07fac,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45af8a54,67,48,5,7,2,5,0,10,7,0,0,0,3,0
45e17712,28,17,0,7,1,3,0,3,1,0,2,0,0,0
45e304c8,27,21,4,0,0,2,0,2,2,0,0,0,0,0
4601e194,84,76,3,1,0,3,1,13,12,0,0,0,1,0
46166b49,4,3,0,0,1,0,0,0,0,0,0,0,0,0
467bae22,72,57,1,3,2,7,2,9,9,0,0,0,0,0
46e07328,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4737cebe,69,33,19,7,4,5,1,7,5,0,1,0,1,0
474ecac8,14,12,1,0,1,0,0,3,2,0,0,1,0,0
487d9b09,12,12,0,0,0,0,0,1,1,0,0,0,0,0
48b3dd60,30,25,2,0,0,3,0,2,1,0,0,0,1,0
48e89655,31,18,3,2,1,6,1,0,0,0,0,0,0,0
4958bfb2,60,53,1,3,2,1,0,5,3,0,0,1,1,0
49ea92be,35,26,0,5,2,1,1,7,6,0,0,0,1,0
4a478107,116,67,0,23,8,17,1,17,7,0,5,1,4,0
4a537185,20,11,0,4,3,1,1,1,0,0,0,1,0,0
4a895384,17,11,1,0,4,0,1,0,0,0,0,0,0,0
4accb7e0,30,24,2,1,2,1,0,1,1,0,0,0,0,0
4acd733a,18,11,2,1,0,4,0,1,1,0,0,0,0,0
4b5e7e90,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4b803b3c,8,8,0,0,0,0,0,0,0,0,0,0,0,0
