id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
65d62814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293211e1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
073b1b37,34,24,4,3,1,2,0,0,0,0,0,0,0,0,Matches
355c883a,25,18,2,3,0,2,0,3,3,0,0,0,0,0,Matches
18abe173,12,7,2,1,2,0,0,2,2,0,0,0,0,0,Matches
4601e194,51,50,1,0,0,0,0,6,6,0,0,0,0,0,Matches
4bd414c1,19,17,0,0,1,1,0,1,1,0,0,0,0,0,Matches
a7a9d95a,17,15,0,0,1,1,0,2,1,0,0,0,1,0,Matches
036bba5f,51,31,7,4,3,6,0,4,4,0,0,0,0,0,Matches
46166b49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
6c811eb7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Matches
6c811eb7,17,17,0,0,0,0,0,0,0,0,0,0,0,0,Matches
88d91621,9,6,0,1,1,0,1,0,0,0,0,0,0,0,Matches
8875b8c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
3ecc11d8,21,17,1,1,0,2,0,1,1,0,0,0,0,0,Matches
9260926b,3,1,0,0,1,0,1,0,0,0,0,0,0,0,Matches
f3b1d9a2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
b35db3f6,20,16,0,1,0,3,0,2,1,0,0,0,1,0,Matches
3024e383,64,39,14,2,5,2,2,6,4,1,0,1,0,0,Matches
011d8c56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dbe519cf,19,17,1,0,0,0,1,0,0,0,0,0,0,0,Matches
3e4f735d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
c93231dc,2,1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
58afe001,49,28,7,2,6,5,1,4,3,1,0,0,0,0,Matches
27a013f7,15,10,0,1,3,0,1,4,2,0,0,2,0,0,Matches
2bef2bca,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Matches
850c0a0d,23,18,2,1,2,0,0,1,0,0,1,0,0,0,Matches
2f965a72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
fdd60087,23,19,2,0,1,1,0,2,2,0,0,0,0,0,Matches
46e07328,18,11,1,0,1,5,0,3,2,0,0,0,1,0,Matches
46e07328,14,9,2,2,0,1,0,0,0,0,0,0,0,0,Matches
9f0ea33f,4,2,2,0,0,0,0,1,1,0,0,0,0,0,Matches
45af8a54,11,8,0,2,1,0,0,1,1,0,0,0,0,0,Matches
7dcf86f6,109,78,1,10,7,11,2,12,6,0,4,0,2,0,Matches
5d5219b1,19,12,0,2,0,5,0,3,1,0,0,0,2,0,Matches
12eda7be,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
253a06b9,47,29,0,5,5,7,1,6,3,0,1,0,2,0,Matches
53ddba36,7,5,0,1,0,1,0,2,1,0,1,0,0,0,Matches
70d8e84c,13,10,1,0,1,1,0,0,0,0,0,0,0,0,Matches
0cc474e7,22,13,1,0,3,3,2,1,1,0,0,0,0,0,Matches
bfd381b3,28,25,0,0,0,2,1,1,1,0,0,0,0,0,Matches
09a9e921,15,9,0,3,1,1,1,2,1,0,0,0,1,0,Matches
518f2234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
a58bb1e1,36,22,2,5,4,3,0,7,6,0,0,1,0,0,Matches
1fe67e86,4,3,1,0,0,0,0,0,0,0,0,0,0,0,Matches
fa937f7a,132,79,43,2,2,5,1,11,6,3,1,0,1,0,Matches
c010b898,6,4,1,0,0,1,0,1,1,0,0,0,0,0,Matches
cac2537b,78,46,10,11,8,3,0,8,3,0,2,2,1,0,Matches
aad53e64,11,8,0,1,2,0,0,2,2,0,0,0,0,0,Matches
487d9b09,20,17,1,2,0,0,0,4,3,0,1,0,0,0,Matches
200e89e1,19,16,0,3,0,0,0,1,1,0,0,0,0,0,Matches
b742cc0d,17,13,0,2,2,0,0,2,1,0,0,1,0,0,Matches
e61bdd69,16,12,0,1,1,0,2,3,2,0,0,0,0,1,Matches
ed5c5fa3,35,30,3,0,2,0,0,0,0,0,0,0,0,0,Matches
74dc806c,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Matches
70d74ece,121,102,0,12,5,2,0,17,15,0,2,0,0,0,Matches
b6e50615,58,45,3,2,6,1,1,4,2,0,0,2,0,0,Matches
04a65a8f,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
d166c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
697295b1,12,10,0,0,0,1,1,0,0,0,0,0,0,0,Matches
967f34d3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
9ab48bde,43,33,6,1,2,0,1,3,2,0,0,1,0,0,Matches
d2ed99b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
f6798fc3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,Matches
605873e1,10,7,1,0,1,0,1,1,1,0,0,0,0,0,Matches
fd771f95,12,4,0,4,2,2,0,1,0,0,0,1,0,0,Matches
fd771f95,47,29,0,5,7,6,0,5,5,0,0,0,0,0,Matches
3e016e5a,8,4,0,2,1,1,0,1,1,0,0,0,0,0,Matches
4accb7e0,55,42,0,2,4,5,2,4,2,0,0,1,1,0,Matches
3d688b46,22,18,1,0,1,2,0,3,3,0,0,0,0,0,Matches
7b5ab7f2,26,20,3,0,1,2,0,1,0,1,0,0,0,0,Matches
7b5ab7f2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8f3565b3,53,28,2,3,11,8,1,7,4,0,2,0,1,0,Matches
40449bbd,4,3,0,0,1,0,0,0,0,0,0,0,0,0,Matches
45e304c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
f631c17f,18,12,0,5,1,0,0,3,2,0,1,0,0,0,Matches
5ab0ea87,61,55,0,0,0,1,5,9,8,0,0,0,0,1,Matches
f3112790,37,28,4,1,2,2,0,2,1,0,0,0,1,0,Matches
e7ab4179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
e7ab4179,5,3,2,0,0,0,0,0,0,0,0,0,0,0,Matches
206b11c5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
69cbc8b6,6,3,2,0,1,0,0,0,0,0,0,0,0,0,Matches
69cbc8b6,15,11,4,0,0,0,0,1,0,1,0,0,0,0,Matches
41b3069f,5,3,1,0,0,1,0,0,0,0,0,0,0,0,Matches
6922f806,44,24,0,3,7,10,0,7,5,0,0,1,1,0,Matches
b2d03887,24,18,4,1,0,1,0,3,1,2,0,0,0,0,Matches
873619c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61220da2,143,98,28,9,2,5,1,15,11,3,0,0,1,0,Matches
bd3b9a9f,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Matches
06983922,20,9,0,3,4,4,0,1,1,0,0,0,0,0,Matches
a6de370d,155,109,32,7,4,3,0,14,9,4,0,1,0,0,Matches
37f1cf47,63,47,9,4,1,2,0,5,5,0,0,0,0,0,Matches
b92b456a,17,13,0,3,1,0,0,3,1,0,1,1,0,0,Matches
b4a014b1,18,14,0,1,1,0,2,2,2,0,0,0,0,0,Matches
de39485a,25,10,4,5,1,5,0,6,1,1,1,0,3,0,Matches
e1deea75,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8f898ba8,30,22,0,0,6,1,1,3,2,0,0,0,1,0,Matches
4958bfb2,85,72,6,3,2,2,0,8,5,2,0,0,1,0,Matches
dee86451,17,14,0,2,0,0,1,0,0,0,0,0,0,0,Matches
4d224fe8,68,53,1,3,5,1,5,7,5,0,1,0,0,1,Matches
e2e9c250,148,96,39,5,6,1,1,20,14,5,0,1,0,0,Matches
37f04799,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Matches
c4b8bcf4,28,16,0,1,4,6,1,2,1,0,0,0,1,0,Matches
4207e578,6,5,0,0,1,0,0,0,0,0,0,0,0,0,Matches
873ce3a2,11,7,0,2,0,2,0,4,1,0,2,0,1,0,Matches
7f203b54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
0ac94a23,25,17,0,2,1,3,2,3,3,0,0,0,0,0,Matches
b8a642fc,105,70,0,16,3,13,3,12,5,0,3,1,3,0,Matches
81a606fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
04ac8285,2,1,1,0,0,0,0,1,1,0,0,0,0,0,Matches
9dfdbdeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
33a61a52,29,19,9,0,0,1,0,3,3,0,0,0,0,0,Matches
6d8f8441,20,16,1,2,0,1,0,0,0,0,0,0,0,0,Matches
85dace26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
a6951bf8,25,20,0,1,1,2,1,2,0,0,0,1,1,0,Matches
0e7ccfc4,13,7,3,1,1,1,0,0,0,0,0,0,0,0,Matches
49ea92be,36,31,1,1,2,1,0,6,6,0,0,0,0,0,Matches
01eb744d,70,53,1,8,4,4,0,11,9,0,2,0,0,0,Matches
46bd3a5b,22,14,3,1,1,2,1,1,1,0,0,0,0,0,Matches
c78b352d,5,3,2,0,0,0,0,1,0,1,0,0,0,0,Matches
31a1288d,4,3,0,0,1,0,0,0,0,0,0,0,0,0,Matches
a190d597,31,22,0,1,4,3,1,7,5,0,1,1,0,0,Matches
808d48f3,19,16,1,0,0,2,0,0,0,0,0,0,0,0,Matches
545e2f01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1840e36d,2,1,0,0,1,0,0,1,0,0,0,1,0,0,Matches
3c05c659,15,11,1,0,1,2,0,0,0,0,0,0,0,0,Matches
71b47ab9,37,23,0,7,3,4,0,6,3,0,1,1,1,0,Matches
1daec722,111,85,6,4,3,9,4,11,9,0,0,0,1,1,Matches
75751c99,7,4,3,0,0,0,0,1,0,1,0,0,0,0,Matches
eac044ad,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
070a3904,84,58,15,3,5,2,1,4,4,0,0,0,0,0,Matches
b19db005,14,8,2,3,0,1,0,2,1,0,1,0,0,0,Matches
2e5e846d,5,4,0,0,1,0,0,2,1,0,0,1,0,0,Matches
d2110326,7,7,0,0,0,0,0,1,1,0,0,0,0,0,Matches
407feb71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
3624ce4c,52,36,15,0,1,0,0,6,4,1,0,1,0,0,Matches
7329018e,33,26,1,0,2,0,4,1,1,0,0,0,0,0,Matches
a4971d84,13,9,2,0,2,0,0,1,0,0,0,1,0,0,Matches
3594a357,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
ac295d9e,10,4,5,0,1,0,0,0,0,0,0,0,0,0,Matches
c9cb972b,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
93090f69,12,10,1,0,0,1,0,1,1,0,0,0,0,0,Matches
aa0ac32d,4,3,0,0,1,0,0,1,1,0,0,0,0,0,Matches
1fe0492d,40,23,6,0,4,6,1,7,2,2,0,1,2,0,Matches
37e103f8,7,2,0,0,0,5,0,1,0,0,0,0,1,0,Matches
f7dc2ae5,15,12,1,0,1,1,0,3,2,0,0,1,0,0,Matches
fd47b4f2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
db8f0eba,42,23,6,4,2,7,0,3,3,0,0,0,0,0,Matches
df8b52a5,59,47,2,1,3,5,1,7,5,0,0,1,1,0,Matches
04e17fd5,30,16,0,4,5,3,2,6,3,0,1,1,0,1,Matches
04e17fd5,6,4,0,0,0,1,1,0,0,0,0,0,0,0,Matches
bb4b1242,30,19,0,2,5,4,0,6,4,0,0,1,1,0,Matches
aec0fb6f,17,14,2,0,0,1,0,0,0,0,0,0,0,0,Matches
3f79a1c8,28,18,0,3,1,4,2,4,2,0,0,0,2,0,Matches
67669ce7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
b0616e3d,12,9,0,1,2,0,0,1,0,0,0,1,0,0,Matches
4242011c,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
ced26057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
d38fdf53,84,66,9,6,2,0,1,8,6,1,0,1,0,0,Matches
b579e83d,8,7,0,0,1,0,0,1,1,0,0,0,0,0,Matches
b037bd4f,14,5,9,0,0,0,0,1,1,0,0,0,0,0,Matches
4a895384,7,5,0,0,0,2,0,0,0,0,0,0,0,0,Matches
283c7121,52,40,0,2,6,2,2,3,2,0,0,1,0,0,Matches
af245161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79135368,20,12,8,0,0,0,0,0,0,0,0,0,0,0,Matches
904cd50d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
0ba976e4,39,26,2,6,2,3,0,3,1,0,2,0,0,0,Matches
38126309,49,40,1,2,0,6,0,5,4,0,0,0,1,0,Matches
89151b16,15,13,0,0,2,0,0,4,3,0,0,1,0,0,Matches
874d7a32,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
bece776f,132,70,4,29,12,13,4,10,5,0,1,1,3,0,Matches
51a3c4c8,14,9,0,0,5,0,0,2,0,0,0,2,0,0,Matches
8aafd64f,55,35,2,4,6,8,0,4,2,1,0,0,1,0,Matches
