id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
cadd666a,Dickson Abiama,ng NGA,FW,Greuther Fürth,22,1998,8.1,246,6,24,108,115,23,246,20,7,35.0,13,65.0,131,629,266,14,5,6,29,10,160,38,Matches
dc38e3bc,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,23,1998,2.9,117,1,7,46,65,17,117,11,6,54.5,5,45.5,72,450,176,8,5,3,16,9,97,29,Matches
2b09d998,Tyler Adams,us USA,MF,RB Leipzig,22,1999,15.0,1062,28,184,739,150,10,1062,23,13,56.5,10,43.5,607,2825,1319,20,21,3,20,9,750,23,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,28,1993,3.7,149,2,17,72,63,9,149,12,6,50.0,6,50.0,89,547,224,9,3,0,12,5,95,26,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",Leverkusen,21,2000,14.0,729,9,116,347,282,57,729,37,21,56.8,16,43.2,456,2836,1731,51,29,15,47,18,531,105,Matches
a6c58494,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,19,2002,0.7,38,0,5,27,6,0,38,0,0,,0,,33,120,57,0,0,0,3,0,31,1,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,26,1995,25.1,2195,198,963,1182,65,21,2195,9,8,88.9,1,11.1,1517,7984,4478,18,12,0,8,1,1649,8,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,26,1995,17.0,1139,54,364,525,257,34,1139,47,21,44.7,26,55.3,567,2745,1419,36,17,11,30,9,628,40,Matches
834d0be5,Lucas Alario,ar ARG,FW,Leverkusen,28,1992,7.3,261,6,17,113,134,43,260,14,12,85.7,2,14.3,153,635,245,6,5,3,30,13,200,44,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,24,1996,4.1,277,1,44,155,81,6,277,12,3,25.0,9,75.0,183,1290,575,17,15,1,9,9,208,29,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Köln,30,1991,14.0,397,14,26,162,211,67,397,15,6,40.0,9,60.0,199,748,221,10,4,2,53,19,304,86,Matches
6ea23758,Andrés Andrade Cedeño,pa PAN,DF,Arminia,22,1998,11.6,686,66,269,305,116,12,686,18,9,50.0,9,50.0,293,1614,864,18,9,2,15,7,290,15,Matches
3724baa1,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,22,1998,3.9,215,14,91,93,37,2,215,9,4,44.4,5,55.6,88,755,449,11,6,0,7,3,104,10,Matches
e0b113a7,Robert Andrich,de GER,MF,Leverkusen,26,1994,20.2,1216,66,329,727,170,26,1216,14,13,92.9,1,7.1,592,2502,1261,19,14,2,13,9,745,27,Matches
30941e96,Angeliño,es ESP,DF,RB Leipzig,24,1997,25.5,1708,46,401,703,617,60,1708,19,14,73.7,5,26.3,782,2986,1429,35,21,11,30,19,1039,177,Matches
5e66fa06,Waldemar Anton,de GER,DF,Stuttgart,25,1996,28.8,2152,295,1116,969,95,34,2152,22,17,77.3,5,22.7,1356,7662,3975,26,14,0,25,13,1405,12,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,27,1994,12.6,430,4,40,150,246,46,430,32,13,40.6,19,59.4,237,1673,772,35,16,13,51,18,273,85,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,32,1989,17.5,1281,32,322,814,152,14,1281,9,7,77.8,2,22.2,675,2342,915,6,12,0,22,8,830,14,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,27,1994,33.3,2158,104,510,1276,397,5,2158,14,12,85.7,2,14.3,1104,4711,2079,18,28,2,31,17,1267,24,Matches
13ddc856,Takuma Asano,jp JPN,"FW,MF",Bochum,26,1994,17.9,580,6,67,248,285,56,580,36,20,55.6,16,44.4,371,2795,1284,48,26,16,60,19,396,109,Matches
