id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,"MF,DF",Hellas Verona,26-274,1996,0.9,11,22,50.0,129,76,7,10,70.0,3,8,37.5,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,25-160,1997,18.3,253,369,68.6,3600,905,149,193,77.2,74,117,63.2,17,24,70.8,3,2.9,1.9,+0.1,26,12,11,1,40,Matches
771a2cfe,Christian Acella,it ITA,MF,Cremonese,20-247,2002,0.2,8,8,100.0,119,2,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Inter,35-029,1988,16.8,850,969,87.7,15980,4939,305,337,90.5,438,481,91.1,90,122,73.8,1,0.6,0.7,+0.4,9,50,8,2,64,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Milan,22-225,2000,1.4,43,65,66.2,780,233,20,25,80.0,14,20,70.0,7,13,53.8,0,0.1,0.1,-0.1,1,5,2,0,9,Matches
f9c927de,Michel Aebischer,ch SUI,"FW,MF",Bologna,26-064,1997,9.6,319,389,82.0,4875,1459,172,192,89.6,114,133,85.7,22,37,59.5,0,0.4,0.3,-0.4,9,23,1,0,26,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,20-051,2003,6.7,109,144,75.7,1376,139,73,87,83.9,25,33,75.8,3,5,60.0,0,0.2,0.2,-0.2,3,3,0,0,6,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,24-117,1998,19.0,397,550,72.2,5922,2017,222,270,82.2,128,167,76.6,24,41,58.5,1,1.9,1.8,-0.9,19,46,23,2,84,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,26-154,1996,8.4,352,475,74.1,5934,2333,182,199,91.5,115,154,74.7,44,82,53.7,1,1.7,1.7,-0.7,10,27,12,8,39,Matches
d810c13b,Emanuel Aiwum,at AUT,DF,Cremonese,22-076,2000,13.4,465,604,77.0,7881,2842,214,239,89.5,209,258,81.0,32,77,41.6,0,0.4,0.7,-0.4,4,38,7,1,40,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,30-151,1992,8.5,205,261,78.5,2798,1091,110,131,84.0,65,76,85.5,9,16,56.3,0,0.5,0.3,-0.5,3,18,4,1,23,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,30-164,1992,14.7,844,1047,80.6,13187,4591,470,517,90.9,285,337,84.6,63,133,47.4,3,3.0,2.9,0.0,32,95,29,0,130,Matches
ab472696,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,21-296,2001,3.5,58,72,80.6,830,156,36,44,81.8,12,16,75.0,6,7,85.7,1,0.3,0.1,+0.7,1,4,2,0,6,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Spezia,25-031,1998,15.7,463,615,75.3,7643,3232,230,267,86.1,190,246,77.2,31,65,47.7,1,1.4,0.8,-0.4,9,41,8,4,54,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Hellas Verona,21-067,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Sampdoria,21-067,2002,12.8,470,604,77.8,7977,3141,205,237,86.5,227,268,84.7,31,69,44.9,1,0.6,0.2,+0.4,2,20,3,1,34,Matches
10b9fa99,Ethan Ampadu,wls WAL,"DF,MF",Spezia,22-178,2000,19.1,710,917,77.4,13690,5806,263,313,84.0,354,409,86.6,84,161,52.2,1,0.9,0.7,+0.1,9,79,11,4,91,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Fiorentina,26-202,1996,16.4,957,1086,88.1,19315,5322,318,358,88.8,475,507,93.7,150,187,80.2,0,0.6,1.3,-0.6,10,125,17,8,139,Matches
9f1893b9,Felipe Anderson,br BRA,FW,Lazio,29-330,1993,21.4,670,877,76.4,9651,2091,410,483,84.9,208,265,78.5,33,59,55.9,2,3.8,3.2,-1.8,31,39,27,3,77,Matches
38d9ce53,Janis Antiste,fr FRA,FW,Sassuolo,20-205,2002,0.6,13,18,72.2,159,43,8,11,72.7,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
108fe016,Marcos Antônio,br BRA,MF,Lazio,22-271,2000,3.5,184,206,89.3,2643,697,111,119,93.3,52,60,86.7,12,16,75.0,0,0.0,0.1,0.0,0,19,1,0,14,Matches
8f68aa41,Valentin Antov,bg BUL,DF,Monza,22-122,2000,1.9,92,111,82.9,1648,862,42,49,85.7,39,44,88.6,10,16,62.5,0,0.0,0.0,0.0,1,9,2,0,9,Matches
00459419,Marko Arnautović,at AUT,FW,Bologna,33-326,1989,13.5,260,367,70.8,3700,657,146,189,77.2,84,107,78.5,11,20,55.0,0,1.7,1.4,-1.7,19,13,12,1,28,Matches
963a328b,Tolgay Arslan,de GER,MF,Udinese,32-207,1990,10.1,351,440,79.8,6445,1971,157,182,86.3,125,147,85.0,54,77,70.1,0,1.1,1.3,-1.1,11,32,16,2,58,Matches
a820e429,Arthur,br BRA,FW,Fiorentina,24-320,1998,9.3,127,179,70.9,1628,297,85,107,79.4,23,28,82.1,8,11,72.7,1,0.6,0.6,+0.4,10,2,6,0,14,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Cremonese,26-014,1997,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41,Matches
a69cc629,Kristoffer Askildsen,no NOR,MF,Lecce,22-061,2001,6.9,144,228,63.2,2650,940,67,93,72.0,47,71,66.2,22,43,51.2,0,0.3,0.3,-0.3,6,19,2,0,21,Matches
0fdcef0e,Kristjan Asllani,al ALB,MF,Inter,21-002,2002,3.3,196,226,86.7,3610,816,94,97,96.9,68,73,93.2,30,47,63.8,0,0.3,0.3,-0.3,2,12,1,0,10,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,26-052,1997,25.0,616,919,67.0,19283,14199,88,88,100.0,250,252,99.2,277,571,48.5,0,0.0,0.1,0.0,0,16,0,0,0,Matches
3cd3b384,Tommaso Augello,it ITA,DF,Sampdoria,28-193,1994,21.2,807,1135,71.1,14048,6027,370,422,87.7,348,478,72.8,74,147,50.3,2,1.6,2.3,+0.4,24,54,31,21,75,Matches
2200181e,Kaan Ayhan,tr TUR,DF,Sassuolo,28-121,1994,6.1,288,332,86.7,6000,1702,84,87,96.6,154,167,92.2,48,72,66.7,0,0.0,0.0,0.0,0,20,0,0,15,Matches
dfd24c07,Jaime Báez,uy URU,DF,Cremonese,27-320,1995,1.1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,0.3,-0.1,2,7,2,2,4,Matches
f42d6c13,Nedim Bajrami,al ALB,"MF,FW",Empoli,24-011,1999,10.5,260,348,74.7,3968,1323,149,182,81.9,79,96,82.3,20,43,46.5,1,1.2,0.7,-0.2,15,19,6,0,29,Matches
f42d6c13,Nedim Bajrami,al ALB,FW,Sassuolo,24-011,1999,3.2,77,110,70.0,1140,218,39,48,81.3,32,41,78.0,3,12,25.0,0,0.5,0.7,-0.5,2,3,2,0,13,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,28-206,1994,0.4,15,17,88.2,273,93,4,4,100.0,10,12,83.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
102e2599,Tommaso Baldanzi,it ITA,MF,Empoli,19-353,2003,11.1,334,404,82.7,4731,1119,183,202,90.6,115,129,89.1,13,27,48.1,0,0.9,0.9,-0.9,15,23,13,1,45,Matches
f449640d,Fodé Ballo-Touré,sn SEN,DF,Milan,26-067,1997,2.2,103,118,87.3,1741,566,46,48,95.8,47,53,88.7,9,13,69.2,0,0.1,0.2,-0.1,1,8,5,3,11,Matches
8a6de8c7,Lameck Banda,zm ZAM,"FW,MF",Lecce,22-041,2001,13.0,190,294,64.6,2522,605,116,150,77.3,54,83,65.1,11,23,47.8,1,1.0,0.7,0.0,9,14,6,1,19,Matches
d44360be,Filippo Bandinelli,it ITA,MF,Empoli,27-347,1995,18.4,562,761,73.9,9240,2878,274,317,86.4,218,270,80.7,46,97,47.4,0,2.3,2.0,-2.3,26,43,27,17,75,Matches
01efac19,Antonín Barák,cz CZE,MF,Hellas Verona,28-098,1994,0.3,11,14,78.6,140,24,7,10,70.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
01efac19,Antonín Barák,cz CZE,MF,Fiorentina,28-098,1994,12.7,376,461,81.6,5785,1342,202,224,90.2,133,161,82.6,27,39,69.2,0,1.4,0.8,-1.4,16,46,10,2,54,Matches
32ebfe1e,Andrea Barberis,it ITA,MF,Monza,29-090,1993,3.5,133,158,84.2,2154,599,64,72,88.9,60,70,85.7,7,10,70.0,1,0.3,0.2,+0.7,3,14,1,1,13,Matches
6928979a,Nicolò Barella,it ITA,MF,Inter,26-032,1997,21.6,915,1132,80.8,14615,4539,491,554,88.6,334,396,84.3,65,118,55.1,6,4.2,3.2,+1.8,35,99,34,8,132,Matches
6caffe81,Enzo Barrenechea,ar ARG,MF,Juventus,21-293,2001,0.8,35,43,81.4,521,136,17,18,94.4,16,18,88.9,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,2,Matches
e5bf73f3,Musa Barrow,gm GAM,"FW,MF",Bologna,24-117,1998,11.6,270,401,67.3,4797,1225,137,160,85.6,78,114,68.4,42,88,47.7,2,2.6,1.9,-0.6,23,19,10,7,21,Matches
5a08ee41,Federico Baschirotto,it ITA,DF,Lecce,26-172,1996,24.0,664,913,72.7,14408,5293,171,201,85.1,368,447,82.3,116,234,49.6,0,0.3,0.3,-0.3,4,54,3,1,60,Matches
80556f08,Toma Bašić,hr CRO,MF,Lazio,26-106,1996,4.4,161,222,72.5,2334,446,76,93,81.7,69,80,86.3,5,23,21.7,0,0.3,0.3,-0.3,5,9,4,2,14,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Inter,23-332,1999,18.1,994,1188,83.7,20045,7181,339,374,90.6,496,547,90.7,147,227,64.8,2,1.6,2.0,+0.4,10,91,21,6,111,Matches
1ac232b8,Simone Bastoni,it ITA,"MF,DF",Spezia,26-126,1996,10.5,281,469,59.9,4709,1739,142,168,84.5,100,165,60.6,32,90,35.6,2,0.9,1.1,+1.1,15,24,9,6,24,Matches
78e6bf2c,Brian Bayeye,fr FRA,DF,Torino,22-254,2000,0.6,29,46,63.0,472,262,14,16,87.5,11,16,68.8,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
19e4eab9,Rodrigo Becão,br BRA,DF,Udinese,27-051,1996,18.7,733,945,77.6,13974,5855,278,315,88.3,360,426,84.5,85,160,53.1,1,0.5,0.8,+0.5,8,56,3,2,66,Matches
e892c325,Julius Beck,dk DEN,MF,Spezia,17-318,2005,0.1,5,5,100.0,116,29,0,0,,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
e3756e72,Raoul Bellanova,it ITA,"DF,MF",Inter,22-298,2000,1.8,86,115,74.8,1406,312,47,54,87.0,28,40,70.0,8,14,57.1,0,0.1,0.2,-0.1,1,2,1,1,4,Matches
d705ba44,Andrea Belotti,it ITA,FW,Roma,29-081,1993,6.1,96,144,66.7,1271,226,53,69,76.8,25,38,65.8,5,6,83.3,0,0.7,0.2,-0.7,8,4,2,0,5,Matches
0000acda,Marco Benassi,it ITA,DF,Fiorentina,28-184,1994,1.0,91,105,86.7,2107,426,32,32,100.0,33,41,80.5,26,31,83.9,0,0.1,0.1,-0.1,1,11,1,0,9,Matches
0000acda,Marco Benassi,it ITA,MF,Cremonese,28-184,1994,6.1,140,196,71.4,2556,678,59,71,83.1,65,84,77.4,14,30,46.7,0,0.6,0.4,-0.6,7,7,3,2,15,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,Milan,25-100,1997,16.4,898,1039,86.4,16167,4563,385,416,92.5,357,389,91.8,122,180,67.8,1,2.5,2.4,-1.5,37,92,21,3,102,Matches
53a0e358,Domenico Berardi,it ITA,FW,Sassuolo,28-222,1994,11.3,335,496,67.5,6397,1757,150,190,78.9,126,180,70.0,49,86,57.0,4,2.6,2.4,+1.4,22,21,29,4,67,Matches
61b3978f,Bartosz Bereszyński,pl POL,DF,Sampdoria,30-242,1992,13.3,471,644,73.1,6989,3219,286,316,90.5,143,210,68.1,28,73,38.4,0,0.1,0.3,-0.1,3,32,10,3,44,Matches
ed5c0319,Beto,gw GNB,FW,Udinese,25-039,1998,17.0,145,229,63.3,1845,224,99,137,72.3,29,49,59.2,6,11,54.5,1,1.9,1.5,-0.9,18,7,3,0,9,Matches
b3a20f18,Matteo Bianchetti,it ITA,DF,Cremonese,29-359,1993,16.8,503,651,77.3,9764,4191,177,206,85.9,267,308,86.7,51,118,43.2,0,0.3,0.4,-0.3,4,33,6,1,33,Matches
d65cf468,Alessandro Bianco,it ITA,MF,Fiorentina,20-161,2002,1.2,46,54,85.2,826,125,20,24,83.3,20,24,83.3,5,5,100.0,0,0.0,0.0,0.0,1,9,1,0,6,Matches
6fdac234,Jaka Bijol,si SVN,DF,Udinese,24-034,1999,18.4,652,772,84.5,14058,5362,161,184,87.5,392,424,92.5,92,143,64.3,1,0.9,1.2,+0.1,6,30,2,1,38,Matches
9e1577aa,Cristiano Biraghi,it ITA,DF,Fiorentina,30-191,1992,20.0,1009,1407,71.7,18923,7331,428,483,88.6,435,553,78.7,131,311,42.1,2,4.2,4.5,-2.2,60,86,29,19,116,Matches
204ac005,Samuele Birindelli,it ITA,DF,Monza,23-235,1999,11.6,415,579,71.7,7151,2116,196,233,84.1,179,238,75.2,34,82,41.5,1,1.8,1.1,-0.8,15,22,13,9,31,Matches
79370f8c,Kristijan Bistrović,hr CRO,MF,Lecce,24-336,1998,5.1,101,140,72.1,1867,682,45,52,86.5,35,48,72.9,16,25,64.0,0,0.4,0.5,-0.4,6,10,2,1,16,Matches
c69ef855,Alexis Blin,fr FRA,"MF,DF",Lecce,26-176,1996,16.1,508,631,80.5,8290,2537,247,287,86.1,195,238,81.9,41,63,65.1,0,0.4,0.5,-0.4,8,60,9,2,65,Matches
fe012aca,Jeremie Boga,ci CIV,"MF,FW",Atalanta,26-067,1997,6.1,266,333,79.9,4148,1078,150,178,84.3,69,83,83.1,29,43,67.4,5,2.2,2.2,+2.8,28,16,17,4,37,Matches
c83c203f,Emil Bohinen,no NOR,MF,Salernitana,23-364,1999,3.9,169,194,87.1,2323,596,99,108,91.7,53,61,86.9,7,11,63.6,0,0.3,0.1,-0.3,5,12,4,1,14,Matches
d995ed27,Giacomo Bonaventura,it ITA,MF,Fiorentina,33-201,1989,17.2,631,761,82.9,9876,2218,331,371,89.2,223,256,87.1,46,74,62.2,0,1.7,2.0,-1.7,22,45,23,4,80,Matches
bf57eaab,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,25-294,1997,11.7,244,327,74.6,4331,860,122,149,81.9,80,101,79.2,35,47,74.5,1,1.1,0.7,-0.1,8,28,6,0,40,Matches
0def2376,Warren Bondo,fr FRA,MF,Monza,19-177,2003,0.7,45,51,88.2,720,106,24,26,92.3,20,22,90.9,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,5,Matches
fb77bfef,Kevin Bonifazi,it ITA,DF,Bologna,26-296,1996,4.6,215,251,85.7,4622,1533,64,71,90.1,109,120,90.8,41,57,71.9,0,0.0,0.0,0.0,1,14,0,0,12,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,Juventus,35-314,1987,7.2,342,399,85.7,7372,2859,94,101,93.1,194,212,91.5,53,83,63.9,0,0.2,0.2,-0.2,3,27,3,0,22,Matches
3d13d9e4,Erik Botheim,no NOR,FW,Salernitana,23-060,2000,3.9,54,86,62.8,707,146,28,41,68.3,17,26,65.4,2,3,66.7,1,1.3,0.3,-0.3,6,4,2,0,11,Matches
0d077b88,Mehdi Bourabia,ma MAR,MF,Spezia,31-216,1991,22.3,738,963,76.6,11751,3865,371,438,84.7,293,356,82.3,54,109,49.5,2,3.1,3.0,-1.1,26,74,24,8,82,Matches
ae94a6c5,Edoardo Bove,it ITA,MF,Roma,20-299,2002,3.2,75,96,78.1,1147,181,40,50,80.0,27,33,81.8,6,7,85.7,0,0.1,0.0,-0.1,1,1,1,0,6,Matches
c609e90e,Jayden Braaf,nl NED,"MF,FW",Hellas Verona,20-192,2002,1.6,22,31,71.0,257,54,17,19,89.5,2,3,66.7,0,2,0.0,0,0.1,0.1,-0.1,1,1,0,0,2,Matches
8bbe2df5,Domagoj Bradarić,hr CRO,DF,Salernitana,23-091,1999,15.1,514,684,75.1,8287,2714,275,317,86.8,191,241,79.3,37,92,40.2,1,1.5,1.2,-0.5,11,24,14,8,36,Matches
d4a2533d,Josip Brekalo,hr CRO,FW,Fiorentina,24-261,1998,0.2,14,19,73.7,227,114,6,8,75.0,8,10,80.0,0,0,,0,0.2,0.1,-0.2,3,1,2,1,3,Matches
5fd5ed86,Gleison Bremer,br BRA,DF,Juventus,25-358,1997,20.5,1038,1162,89.3,19951,6124,358,385,93.0,561,601,93.3,111,159,69.8,1,1.0,0.2,0.0,6,18,1,0,23,Matches
