id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
01b8a2b2,0,0,0,2.0,1.0,5,9,26,6,7,15,0,0,821.6,216.3,0.0
04ac8285,0,0,0,1.1,1.1,6,11,34,6,4,10,2,0,982.6,190.0,0.0
0ef05b3e,0,1,0,6.5,-1.5,17,43,71,11,19,24,0,4,2648.3,853.1,71.6
10072610,0,0,0,1.1,-0.9,5,8,40,5,4,3,0,5,908.0,156.0,123.5
110338ae,0,0,0,5.3,-0.7,26,59,51,6,32,51,4,0,2106.3,2006.4,0.0
1840e36d,0,1,0,8.8,-3.2,26,88,170,43,58,65,3,3,6137.0,2453.4,40.5
1bebde9d,0,0,0,0.0,0.0,0,0,10,3,5,12,0,0,222.0,138.0,0.0
1ddbb0da,0,0,0,2.7,-0.3,14,54,93,20,25,48,5,1,3301.5,1292.5,8.1
1e26e376,0,0,0,2.2,0.2,14,37,39,5,15,24,0,2,1696.5,916.5,29.6
22a94b80,0,0,0,1.2,0.2,13,28,32,5,8,14,1,0,1424.0,443.2,0.0
2bea06e0,0,1,1,3.7,0.7,11,26,51,13,16,18,1,3,1667.7,700.8,52.5
2f061b36,0,1,0,0.8,-0.2,7,17,9,0,8,8,0,0,540.0,518.4,0.0
2f965a72,0,1,0,9.0,0.0,25,54,135,36,66,127,10,11,3496.5,2554.2,150.7
32e7ce92,1,1,1,14.0,-1.0,44,215,336,53,95,164,12,13,12667.2,4769.0,179.4
34c3b935,0,1,0,14.9,3.9,85,186,374,58,63,127,10,6,13538.8,2677.5,81.0
3bb7b8b4,0,0,0,12.9,2.9,29,64,263,43,46,67,5,13,7022.1,1863.0,208.0
42ec696a,0,0,0,13.0,3.0,29,106,125,14,40,97,3,3,5800.0,2128.0,35.7
50310821,0,0,0,2.5,0.5,12,28,33,10,22,31,2,0,1329.9,913.0,0.0
56bf1cc0,0,3,1,13.9,0.9,39,145,170,29,61,103,9,2,6885.0,3513.6,17.4
58bc7d18,0,0,0,3.1,0.1,7,17,45,13,10,21,2,1,1341.0,399.0,11.1
5f0241b2,0,3,0,10.1,-2.9,34,81,122,36,53,72,2,6,4123.6,2475.1,96.6
62ba5881,0,0,0,2.3,-0.7,6,12,21,2,6,3,0,0,760.2,322.2,0.0
6f51e382,0,3,0,8.8,2.8,28,81,250,40,61,94,3,7,7075.0,2684.0,123.2
79b0d6a0,1,1,2,7.9,0.9,48,122,156,16,42,72,3,4,6224.4,2083.2,41.2
7a2e46a8,1,2,2,18.8,1.8,65,121,324,66,79,115,4,25,10108.8,3254.8,490.0
7b456af7,0,2,0,9.9,-0.1,34,128,192,45,70,93,6,15,6988.8,3234.0,270.0
7ba6d84e,0,1,0,7.3,4.3,50,126,147,22,56,68,1,3,5938.8,3024.0,38.7
7d3e7da6,0,0,0,13.3,1.3,56,139,294,55,64,96,2,13,9819.6,2547.2,211.9
834b5c4c,1,0,0,7.3,-1.7,31,76,63,8,37,36,0,3,2866.5,2086.8,44.1
8778c910,0,0,0,0.2,0.2,3,4,21,1,3,3,0,1,588.0,87.9,18.5
8f62b6ee,0,0,0,10.9,2.9,48,119,194,40,52,108,4,8,7372.0,2568.8,131.2
8f8c6934,0,0,1,2.0,1.0,17,32,54,10,26,39,2,2,1603.8,1110.2,20.0
903b6e8b,0,1,0,10.0,-2.0,22,66,121,18,37,57,1,3,3726.8,1968.4,50.1
972d595a,0,2,0,10.5,-0.5,32,64,88,24,34,55,4,2,3484.8,1846.2,25.4
9d12e142,0,0,0,12.8,-0.2,13,65,220,42,34,56,6,8,6776.0,1475.6,123.2
af245161,0,0,1,9.3,1.3,58,160,157,18,65,100,9,7,7002.2,3705.0,93.8
b15780e3,0,2,2,16.8,0.8,39,114,198,34,55,92,2,4,7029.0,2271.5,54.0
b7e7937d,0,0,0,6.0,-3.0,8,27,51,11,18,30,1,4,1769.7,698.4,77.6
bc1f61c9,0,1,0,16.8,0.8,51,127,138,33,78,137,3,2,5285.4,4024.8,20.2
bcb2ccd8,0,3,0,7.8,-3.2,35,90,174,32,41,81,2,7,5916.0,2095.1,106.4
bcf5058a,1,0,1,4.7,0.7,19,50,66,14,25,32,0,11,2230.8,1395.0,213.4
c8a88acd,1,1,1,11.1,2.1,27,85,96,15,44,87,5,2,4262.4,2222.0,20.6
d7ffd345,0,1,0,7.2,-2.8,31,70,62,13,29,59,0,5,2876.8,1969.1,64.0
e358587b,0,3,0,9.1,-1.9,24,46,153,36,33,48,0,3,4146.3,1237.5,32.1
e40d028b,1,0,1,11.1,1.1,42,98,166,29,77,106,1,7,5610.8,3472.7,102.2
ecada4fc,0,2,1,15.5,3.5,34,100,191,53,60,163,6,6,6780.5,2910.0,66.6
ee8508c0,0,1,1,4.6,1.6,22,72,79,16,46,57,2,2,2907.2,2327.6,33.4
f619413f,0,0,0,3.8,-1.2,3,12,20,0,6,4,0,1,668.0,294.0,16.7
f6db3bd5,0,0,1,4.9,-1.1,13,46,70,13,21,37,2,1,2786.0,869.4,13.7
ffc1c226,0,3,0,8.5,-4.5,22,103,152,24,47,51,3,4,5380.8,2641.4,48.8
