id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
01b8a2b2,0,1,0,7.5,1.5,15,25,144,40,54,84,3,7,3715.2,1528.2,106.4
03df04ff,0,1,1,9.6,-0.4,16,47,130,35,57,93,2,10,3718.0,1960.8,147.0
04ac8285,0,1,0,12.3,1.3,38,105,143,28,59,113,2,3,5205.2,2849.7,48.6
10072610,0,0,0,1.2,-0.8,3,7,41,7,8,15,0,3,1057.8,168.8,51.9
179d2851,0,0,1,10.7,1.7,52,108,218,35,48,29,1,17,7782.6,1881.6,357.0
1840e36d,0,0,0,12.1,1.1,15,46,185,38,43,64,5,10,4958.0,1350.2,140.0
27d902c8,0,0,0,6.0,-3.0,9,31,56,12,30,45,3,5,1719.2,1161.0,94.0
28d596a0,0,1,2,7.3,0.3,32,61,131,25,45,61,4,9,4126.5,1971.0,154.8
2f965a72,0,0,0,1.4,0.4,6,15,48,8,11,17,0,1,1564.8,306.9,23.5
2fabebc0,0,0,1,7.5,1.5,45,76,107,21,32,95,2,1,4173.0,1398.4,11.1
34c3b935,0,0,0,14.1,1.1,27,70,194,52,51,78,4,3,6305.0,1810.5,37.5
3bb7b8b4,0,0,0,7.6,0.6,36,80,225,30,29,45,4,20,7335.0,1305.0,428.0
4e034598,0,1,0,2.2,0.2,6,24,15,1,16,17,0,0,693.0,899.2,0.0
58f077c0,0,1,0,16.6,3.6,48,140,120,20,61,84,2,3,5460.0,3867.4,28.5
5c07e176,0,0,0,3.0,-1.0,10,37,39,9,34,41,2,0,1345.5,1655.8,0.0
5e8936be,0,3,0,18.9,-1.1,41,122,132,23,71,118,3,4,5280.0,3273.1,43.2
5f0241b2,0,0,0,0.1,0.1,2,9,44,10,13,24,0,0,1042.8,384.8,0.0
63d17038,0,1,0,7.0,2.0,17,56,88,19,42,56,2,2,3000.8,1852.2,25.8
6f51e382,0,0,0,15.7,2.7,21,51,222,42,57,84,3,4,6149.4,1442.1,44.4
74419746,0,0,0,9.8,0.8,24,48,178,36,46,59,2,3,4752.6,1656.0,33.6
7a2e46a8,0,2,0,6.1,2.1,13,26,145,28,28,41,2,17,3755.5,764.4,350.2
82b1198a,0,1,0,2.9,-1.1,4,9,51,6,11,12,1,1,1346.4,144.1,12.3
86dd77d1,0,0,0,0.1,0.1,0,2,2,0,0,0,0,0,125.0,0.0,0.0
8778c910,0,0,1,9.0,2.0,37,77,428,58,57,90,2,31,11770.0,1379.4,731.6
8a6ab963,0,0,0,2.1,0.1,10,29,50,14,15,45,2,1,1940.0,573.0,13.7
8f62b6ee,0,0,0,9.4,-3.6,17,32,63,12,27,47,0,1,2104.2,845.1,8.4
903b6e8b,0,3,0,12.3,-1.7,25,110,165,38,45,97,7,1,6352.5,2475.0,9.8
9413b19f,0,2,0,5.9,1.9,34,65,116,15,66,110,5,3,3294.4,2488.2,32.1
9d12e142,0,1,0,14.7,3.7,15,79,197,41,40,77,4,9,6698.0,1692.0,144.0
a179d516,0,0,0,6.3,-0.7,11,26,56,13,24,32,1,2,1814.4,878.4,28.6
a2abe631,0,0,0,18.0,4.0,63,165,210,35,54,76,5,3,8505.0,3105.0,45.3
a3b0ed18,0,0,2,8.7,1.7,44,96,104,29,58,108,6,3,4149.6,2656.4,40.2
a9dc785c,0,0,0,1.6,0.6,5,16,40,11,10,19,0,0,1248.0,339.0,0.0
ac4003af,0,0,0,5.7,0.7,13,33,36,8,19,26,2,0,1396.8,1067.8,0.0
ad3389d5,0,0,0,8.4,-0.6,39,103,233,26,32,49,3,9,8294.8,1212.8,161.1
bcb2ccd8,0,0,0,15.0,3.0,43,104,299,49,67,125,6,15,9358.7,2224.4,328.5
c56ee8f7,0,0,0,14.3,-1.7,47,114,175,21,51,85,2,9,6527.5,2391.9,138.6
c9cb972b,0,0,0,3.5,-0.5,18,52,51,5,22,38,0,2,2116.5,1298.0,19.6
d436eb94,0,1,0,10.7,-1.3,45,99,137,19,59,82,3,7,5000.5,2607.8,106.4
dc29b608,0,0,0,0.3,0.3,0,1,8,2,2,5,1,0,184.0,37.0,0.0
e40d028b,0,0,0,0.2,0.2,4,9,28,8,11,21,1,0,798.0,256.3,0.0
e9c0c1b2,0,1,0,11.0,5.0,26,102,176,28,49,62,4,7,6265.6,2170.7,97.3
ecada4fc,0,0,0,9.6,3.6,30,96,202,40,72,109,4,3,6504.4,2433.6,33.3
ee8508c0,1,0,1,8.5,0.5,66,159,155,30,79,164,3,3,6262.0,4289.7,33.9
f00de885,0,1,0,12.4,-1.6,47,133,240,56,91,173,11,4,8256.0,3712.8,48.4
f0f7f62f,0,0,0,14.7,1.7,27,73,131,20,35,72,1,9,4558.8,2002.0,137.7
f5dfc256,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
f76e6b4e,0,0,0,6.3,-1.7,18,32,84,15,15,25,2,2,2679.6,511.5,29.6
f9e0c603,0,0,0,3.3,-0.7,6,14,23,2,6,10,0,0,848.7,244.8,0.0
fcb38f57,0,2,1,12.1,-0.9,23,93,138,28,35,85,4,8,5492.4,1918.0,124.8
