id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
01b8a2b2,0,2,1,8.4,-0.6,16,44,138,33,47,108,5,5,4181.4,1297.2,67.0
03df04ff,1,2,1,20.3,4.3,54,153,265,50,92,152,4,5,9752.0,3670.8,68.0
08f5afaa,0,0,0,7.0,1.0,9,29,118,29,33,70,3,9,2914.6,933.9,134.1
11c7fa75,1,2,0,4.5,-1.5,17,40,119,9,11,25,4,1,3665.2,325.6,7.9
11d8aff0,0,0,0,0.5,0.5,7,23,27,2,4,13,3,2,1366.2,247.2,30.4
1840e36d,0,1,0,18.6,4.6,43,160,435,74,61,155,8,12,13659.0,3074.4,192.0
1e064bfb,0,0,0,0.7,0.7,7,19,24,3,8,11,0,0,960.0,435.2,0.0
28d596a0,0,0,0,3.7,0.7,3,10,21,1,8,17,0,0,699.3,224.8,0.0
2edbd8d5,0,2,0,2.5,-0.5,3,11,16,4,16,23,0,1,668.8,462.4,10.5
2fabebc0,0,1,0,3.6,-0.4,5,8,22,5,11,23,3,0,657.8,317.9,0.0
33887998,0,0,0,5.4,-1.6,10,36,176,42,48,59,1,9,4576.0,1228.8,195.3
3392603d,0,0,1,7.1,2.1,20,47,211,16,30,53,0,3,5865.8,732.0,51.9
34c3b935,0,0,0,2.0,0.0,8,12,72,11,14,33,2,1,1670.4,375.2,9.9
3bb7b8b4,0,0,1,9.7,-3.3,33,75,272,37,51,77,1,14,7860.8,1836.0,282.8
3e1550ee,0,0,0,0.8,0.8,0,0,2,0,3,2,0,0,26.0,54.9,0.0
3f034750,0,0,0,4.1,0.1,27,103,128,27,45,94,6,1,5132.8,2430.0,9.8
41f0b196,0,1,1,7.9,-0.1,6,17,83,17,13,37,0,3,2158.0,210.6,52.2
42130443,0,0,0,2.1,0.1,0,1,24,5,2,9,1,2,516.0,46.0,22.6
4c62d0c8,0,0,0,0.3,0.3,2,6,17,3,3,7,0,0,535.5,92.1,0.0
52b3c895,0,3,0,15.0,-2.0,28,67,108,26,44,61,5,11,3639.6,2068.0,257.4
55b93ae0,1,1,0,7.9,-0.1,35,78,99,11,68,99,1,0,3722.4,2679.2,0.0
625c144a,0,0,1,14.0,-1.0,57,222,384,51,124,215,10,22,13708.8,5716.4,338.8
65d62814,0,2,0,9.7,-3.3,25,90,213,38,33,86,8,3,6943.8,1102.2,34.2
6f51e382,0,0,0,8.4,-0.6,19,43,183,25,36,36,4,5,4995.9,1065.6,74.0
728e9b2e,0,0,0,3.0,-1.0,3,10,33,7,5,9,2,0,920.7,101.0,0.0
74419746,1,2,0,5.2,-1.8,17,41,238,45,24,81,2,3,5997.6,619.2,36.6
7a2e46a8,0,2,0,14.5,0.5,39,84,434,74,54,99,7,18,11544.4,1782.0,327.6
7ba6d84e,0,2,0,8.3,-0.7,25,65,108,17,62,76,0,4,3823.2,2442.8,80.0
7d3e7da6,0,0,0,1.2,0.2,1,2,30,7,2,7,0,3,645.0,21.0,46.8
8778c910,0,0,0,6.7,0.7,40,65,321,43,44,65,3,23,8795.4,1104.4,531.3
93fffbcf,0,1,1,10.4,0.4,56,149,248,26,32,72,6,12,10118.4,1408.0,235.2
a04e2dd2,0,2,0,9.1,1.1,19,68,67,12,37,59,0,0,2780.5,1983.2,0.0
a111cf41,0,3,0,12.0,-1.0,22,58,134,28,33,61,2,7,4073.6,1828.2,125.3
a6de6361,0,0,0,0.0,0.0,1,4,6,3,5,7,0,0,181.8,181.0,0.0
a9107589,0,0,0,7.8,1.8,8,28,43,8,27,30,1,3,1384.6,1185.3,47.4
b056e3da,0,0,0,2.3,0.3,15,24,72,20,26,34,1,1,2116.8,787.8,8.8
b583aef5,0,0,0,1.7,-0.3,13,23,31,5,12,14,2,2,1122.2,572.4,40.0
b8798a46,0,1,0,5.2,-0.8,19,42,63,16,38,69,2,2,2072.7,1364.2,20.6
bcb2ccd8,0,3,1,10.4,-2.6,19,48,166,23,18,52,2,6,4946.8,334.8,109.2
c89e8aae,0,0,0,2.0,0.0,4,15,33,6,9,18,0,1,1092.3,423.9,18.3
cd59b9df,0,0,1,7.9,-2.1,23,42,143,17,36,65,2,6,4004.0,1080.0,94.8
d436eb94,0,0,0,20.4,0.4,53,98,176,19,47,43,4,13,6230.4,1710.8,214.5
db401046,1,2,0,8.6,0.6,37,87,142,24,47,80,2,2,5069.4,2303.0,29.6
e1d4f20d,0,0,0,0.9,-0.1,0,1,2,2,2,1,0,0,54.0,68.0,0.0
e5a76dfe,0,0,0,0.7,0.0,1,10,23,7,6,11,1,6,793.5,220.2,125.4
e9c0c1b2,0,0,0,3.1,1.1,1,9,45,5,11,18,0,3,1008.0,350.9,60.6
eb2b33aa,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ecada4fc,0,0,0,6.2,1.2,6,20,85,19,21,44,1,2,2227.0,480.9,21.2
ee8508c0,0,1,0,13.3,3.3,45,178,194,36,96,116,9,7,8031.6,4310.4,92.4
f5dfc256,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
f6798fc3,0,0,0,6.0,1.0,25,57,156,26,32,45,4,3,5070.0,1017.6,40.2
f7b10c66,0,0,0,7.4,1.4,14,38,72,6,14,25,4,1,2714.4,358.4,13.2
fcb38f57,0,1,1,5.4,-0.6,8,42,95,22,22,65,3,3,3097.0,1119.8,46.2
ff74841d,1,1,0,11.5,-2.5,32,97,177,35,55,103,5,10,6248.1,2508.0,173.0
