id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
42ec696a,6,0,0,2,0,10.8,4.8,43,132,126,22,52,95,3,3,6211.8,3250.0,35.1
7a2e46a8,12,0,1,2,1,15.1,4.1,48,125,361,76,84,127,3,9,10721.7,3477.6,156.6
2f965a72,6,1,0,0,0,4.5,-1.5,8,11,68,11,18,32,1,1,1536.8,550.8,8.1
34e38ddf,1,0,0,0,0,0.4,-0.6,10,20,20,1,10,18,0,1,866.0,534.0,11.4
f7b10c66,10,1,0,0,0,8.9,-1.1,36,94,114,20,36,58,1,2,4434.6,2192.4,33.0
c2e41cfb,13,2,1,3,0,15.2,2.2,66,145,155,16,54,116,5,2,6897.5,2646.0,21.2
47064058,14,0,1,1,0,15.7,1.7,37,85,165,28,55,68,2,8,5115.0,2376.0,152.8
b7e7937d,10,1,0,1,0,9.2,-0.8,16,31,85,17,34,53,2,3,2439.5,1091.4,36.0
5e8936be,17,1,2,1,0,18.7,1.7,47,136,155,25,66,99,4,6,6727.0,3471.6,84.6
e40d028b,6,3,0,0,0,6.0,0.0,14,49,91,16,36,55,1,0,2648.1,1638.0,0.0
9d12e142,6,0,0,1,0,7.2,1.2,26,75,192,37,42,84,0,5,6355.2,1654.8,73.0
1ddbb0da,15,3,0,2,0,13.8,-1.2,64,160,295,29,75,136,3,11,10413.5,3405.0,172.7
04ac8285,1,0,0,0,0,2.8,1.8,4,7,33,11,5,9,0,0,1009.8,176.0,0.0
1840e36d,8,0,1,0,0,9.7,1.7,37,86,134,35,44,52,1,6,5118.8,2160.4,97.2
c9cb972b,1,0,0,0,0,1.2,0.2,5,10,17,3,7,17,0,0,533.8,284.2,0.0
3bb7b8b4,12,3,0,1,0,10.1,-1.9,26,52,237,37,48,69,6,18,6138.3,1977.6,331.2
1e43fad8,14,2,1,1,0,12.0,-2.0,24,74,119,24,38,45,0,1,4355.4,1698.6,11.1
