id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
63d17038,1,0,0,1,0,0.8,-0.2,0,3,26,6,2,14,2,4,642.2,93.0,67.2
7ba6d84e,9,0,0,1,1,9.3,1.3,52,116,139,32,72,111,4,2,5323.7,3765.6,20.2
4d3e9033,3,0,0,0,0,3.0,0.0,3,6,15,1,4,5,0,1,450.0,124.0,16.5
74419746,7,0,0,0,0,8.5,1.5,25,54,159,43,42,81,5,3,4245.3,1646.4,36.0
2e7ff968,0,0,0,0,0,0.0,0.0,1,3,27,4,4,15,1,1,691.2,127.2,13.3
3f65d5ce,0,0,0,0,0,1.8,1.8,20,65,69,17,28,44,2,1,2849.7,1523.2,10.1
f4eb377b,9,1,0,2,0,7.8,-1.2,50,100,110,24,46,76,0,2,4521.0,2424.2,26.6
cd1b2304,7,1,0,1,0,7.0,0.0,9,38,59,16,12,34,3,0,2129.9,493.2,0.0
099b9c78,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4a6914ff,5,0,0,1,0,4.1,-0.9,16,40,49,16,27,37,1,2,1891.4,1393.2,28.0
8f62b6ee,15,1,0,2,0,13.5,-1.5,65,147,304,46,81,99,2,7,9819.2,3450.6,92.4
f00de885,13,1,0,1,0,14.7,1.7,37,113,162,27,67,96,1,8,5977.8,3283.0,123.2
a3b0ed18,12,2,1,3,0,8.0,-4.0,43,111,140,31,41,93,10,2,5572.0,2037.7,20.8
30223b33,3,0,0,0,0,3.0,0.0,8,19,43,7,14,22,1,3,1079.3,687.4,57.0
a2abe631,8,1,0,1,1,9.2,2.2,42,107,174,24,48,74,10,7,6472.8,2227.2,96.6
ecada4fc,2,0,0,0,0,1.6,-0.4,10,16,53,11,15,27,2,4,1537.0,652.5,65.6
a9dc785c,5,3,0,0,0,6.9,1.9,27,64,73,25,41,93,5,2,2825.1,1976.2,22.8
8778c910,8,1,0,1,0,8.4,0.4,43,102,293,47,50,80,1,9,8819.3,1825.0,161.1
afb0c500,0,0,0,0,0,0.5,0.5,9,24,37,7,14,14,2,2,1383.8,653.8,26.0
ee8508c0,9,1,0,0,0,7.8,-1.2,37,107,102,9,60,110,0,0,3876.0,3384.0,0.0
e7ee38c3,9,1,1,1,0,12.1,3.1,31,92,165,45,56,89,4,3,5593.5,2721.6,35.1
e9c0c1b2,13,1,0,2,0,18.1,5.1,40,177,303,49,85,142,6,7,10605.0,4063.0,88.2
82b1198a,5,0,0,0,1,6.6,2.6,30,75,173,28,41,67,4,10,5553.3,1771.2,160.0
6bd05d38,3,0,0,0,0,3.8,0.8,2,22,28,11,10,13,1,1,1223.6,601.0,12.8
34c3b935,16,2,0,2,0,11.8,-4.2,37,92,186,44,58,80,5,5,6100.8,2354.8,68.5
1e26e376,2,0,0,0,1,1.3,0.3,9,18,21,4,11,13,0,0,785.4,537.9,0.0
f6db3bd5,3,0,0,0,0,2.4,-0.6,2,7,7,0,4,1,1,1,403.2,117.2,14.3
01b8a2b2,9,1,1,2,1,9.6,1.6,74,134,213,36,71,113,3,9,7646.7,3294.4,139.5
6f51e382,9,0,0,2,0,9.6,0.6,53,102,304,60,74,136,7,8,8968.0,2908.2,96.8
03df04ff,11,0,0,3,0,13.5,2.5,41,94,151,19,32,47,1,7,5768.2,1350.4,128.8
1bebde9d,3,0,0,1,0,2.6,-0.4,5,11,38,12,18,20,2,0,1014.6,599.4,0.0
0e61c46b,2,0,0,0,0,2.2,0.2,27,55,57,9,20,44,0,0,2565.0,1170.0,0.0
cc1a0c57,13,0,1,0,0,13.1,0.1,63,134,126,21,72,119,3,2,5329.8,4154.4,20.4
