id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
9aa186b2,23,1674,18,19,16,4,10,0,13,28,-15,16.2,22.9,-6.7,0,0,0,0
9aacb284,20,985,10,11,4,9,11,1,11,17,-6,10.8,15.8,-4.9,0,0,0,0
9c318325,20,1193,13,12,10,8,6,1,27,16,11,22.2,16.5,5.8,0,0,0,0
9c74fa25,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
9c94165b,11,790,8,8,7,3,10,2,14,2,12,12.4,6.7,5.7,0,0,0,0
9d107085,35,3002,33,34,30,1,1,1,36,50,-14,31.9,51.7,-19.8,0,0,0,0
9d597f08,2,32,0,0,0,2,10,0,0,1,-1,0.3,1.1,-0.8,0,0,0,0
9dab6e3b,3,270,3,3,3,0,26,0,3,7,-4,2.6,4.8,-2.1,270,3,3,3
9dbb75ca,32,2202,24,26,10,6,1,1,51,28,23,46.9,27.4,19.5,0,0,0,0
9e525177,7,627,7,7,6,0,7,1,10,10,0,9.7,10.2,-0.5,0,0,0,0
9e53837d,3,180,2,2,1,1,13,1,0,7,-7,1.3,4.8,-3.5,0,0,0,0
9e5c080a,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
9f472354,30,1582,17,15,5,15,3,1,18,28,-10,20.5,24.0,-3.6,0,0,0,0
9f736ed2,32,1995,22,22,8,10,3,1,27,33,-6,23.2,32.2,-9.0,0,0,0,0
9fa0a0b8,1,71,0,1,0,0,2,0,0,1,-1,0.2,0.6,-0.4,0,0,0,0
9feb8f24,36,3139,34,36,33,0,1,0,30,55,-25,33.6,52.2,-18.6,0,0,0,0
a0666d3e,15,990,11,11,2,4,2,0,13,16,-3,12.1,12.1,0.1,0,0,0,0
a1232f4e,13,1001,11,11,11,2,5,2,24,6,18,17.9,11.9,6.0,0,0,0,0
a179d516,3,270,3,3,3,0,35,1,6,4,2,4.2,2.9,1.3,270,3,3,3
a1d5bd30,35,1813,20,17,7,18,2,2,34,16,18,29.1,19.3,9.8,0,0,0,0
a32204c9,4,71,0,0,0,4,6,0,1,3,-2,1.0,1.4,-0.4,0,0,0,0
a350680b,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0
a36d4785,3,25,0,0,0,3,9,2,0,0,0,0.0,0.7,-0.6,0,0,0,0
a39bb753,34,2422,26,28,11,6,1,1,43,27,16,40.8,23.8,17.0,0,0,0,0
a3b03921,2,82,0,1,0,1,3,0,1,2,-1,1.0,0.6,0.5,0,0,0,0
a3f1897f,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
a440d8ca,6,438,4,5,3,1,7,1,7,8,-1,5.4,7.4,-2.0,0,0,0,0
a498e276,24,1834,20,20,16,4,5,1,23,31,-8,21.1,27.2,-6.1,0,0,0,0
a53649b7,3,20,0,0,0,3,8,0,0,1,-1,0.3,0.4,-0.1,0,0,0,0
a634b9d2,2,180,2,2,2,0,11,0,2,3,-1,2.0,2.2,-0.2,0,0,0,0
a65ce836,26,2091,23,24,19,2,3,2,56,29,27,46.5,23.7,22.8,0,0,0,0
a67a09fb,25,1921,21,21,20,4,11,1,34,35,-1,28.0,29.1,-1.1,0,0,0,0
a681b7b7,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
