id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
00242715,2,160,1,2,0,0,0,1,2,-1,1.5,3.2,-1.7,0,0,0,0
007414dd,15,541,6,5,0,10,1,4,9,-5,6.6,6.8,-0.2,0,0,0,0
00b77ecf,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
00f0482f,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
012c975a,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
01962d0d,15,212,2,1,0,14,2,6,3,3,3.7,2.7,1.0,0,0,0,0
01c3aff5,6,465,5,5,2,1,0,3,6,-3,4.3,6.0,-1.6,0,0,0,0
01ce9e70,20,1119,12,12,8,8,5,10,33,-23,8.7,22.8,-14.1,0,0,0,0
01e5f06e,6,147,1,0,0,6,15,4,4,0,3.3,2.7,0.7,0,0,0,0
0284bd0d,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
02b29014,16,756,8,8,6,8,4,5,13,-8,10.4,12.9,-2.6,0,0,0,0
0313a347,25,2152,23,24,23,1,0,29,37,-8,27.6,36.2,-8.5,0,0,0,0
0420d84f,18,1277,14,15,8,3,7,12,18,-6,16.2,22.4,-6.2,0,0,0,0
0442183b,19,1476,16,17,13,2,2,13,22,-9,14.3,23.8,-9.5,0,0,0,0
049a888d,5,182,2,2,0,3,1,1,1,0,3.5,2.2,1.4,0,0,0,0
04eb7d82,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
0562b7f1,22,1124,12,12,2,10,2,12,15,-3,12.3,16.7,-4.4,0,0,0,0
05e8ca6d,6,49,0,0,0,6,8,0,1,-1,0.2,0.4,-0.1,0,0,0,0
06df8256,6,540,6,6,6,0,2,3,2,1,8.6,5.8,2.8,0,0,0,0
07802f7f,24,1069,11,10,4,14,1,12,18,-6,17.1,17.4,-0.3,0,0,0,0
089667a5,13,584,6,6,3,7,2,5,14,-9,6.7,13.7,-7.0,0,0,0,0
08eb3b58,2,16,0,0,0,2,1,0,1,-1,0.2,0.3,-0.1,0,0,0,0
0a3d6d2b,8,357,4,3,3,5,8,2,9,-7,2.9,9.3,-6.4,0,0,0,0
0a6cb1b1,5,450,5,5,5,0,0,8,8,0,7.4,9.0,-1.6,0,0,0,0
0b33f6ad,21,1889,21,21,20,0,2,17,38,-21,19.7,26.3,-6.5,0,0,0,0
0bdda685,1,23,0,0,0,1,1,0,1,-1,0.4,0.4,0.0,0,0,0,0
0cd31129,25,2061,22,23,15,2,0,19,38,-19,23.3,35.1,-11.7,0,0,0,0
0d85a4e8,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,0,0
0db5d2c8,13,745,8,8,6,5,7,12,12,0,12.8,13.3,-0.5,0,0,0,0
0ef89a37,20,788,8,7,1,13,1,9,9,0,9.2,8.4,0.9,0,0,0,0
0f134faf,24,1855,20,24,9,0,0,33,28,5,27.7,25.2,2.6,0,0,0,0
0f7533cd,25,1968,21,24,10,1,0,31,29,2,26.7,35.9,-9.2,0,0,0,0
10a10454,10,304,3,2,0,8,6,5,4,1,5.1,5.8,-0.6,0,0,0,0
10b9fa99,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
10d221cd,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,0,0
10ec4169,1,8,0,0,0,1,4,0,0,0,0.0,0.2,-0.2,0,0,0,0
1137759d,5,77,0,0,0,5,7,0,2,-2,0.8,1.7,-1.0,0,0,0,0
1148323a,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
114bbdee,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
119b9a8e,7,556,6,6,6,1,9,12,7,5,13.2,6.0,7.2,0,0,0,0
11f54bd5,6,110,1,0,0,6,9,0,2,-2,1.4,2.4,-1.0,0,0,0,0
11ff3d56,15,746,8,10,4,5,8,5,16,-11,5.8,12.3,-6.5,0,0,0,0
1265a93a,11,850,9,10,8,1,0,13,11,2,11.3,10.1,1.2,0,0,0,0
130e085a,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
132a82f1,7,567,6,5,5,2,0,9,10,-1,6.1,7.1,-1.0,0,0,0,0
1544f145,22,1498,16,18,6,4,0,21,25,-4,19.2,25.8,-6.5,0,0,0,0
1598599e,13,545,6,5,1,8,8,9,8,1,9.5,9.7,-0.1,0,0,0,0
15ab5a2b,19,716,8,6,4,13,6,20,9,11,15.8,9.2,6.5,0,0,0,0
15ea812b,26,2340,26,26,26,0,0,19,38,-19,28.4,42.6,-14.2,0,0,0,0
15f24fe7,1,45,0,1,0,0,0,1,0,1,0.6,0.6,0.0,0,0,0,0
15f3ec41,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
16264a81,22,1909,21,21,18,1,0,40,25,15,36.1,23.5,12.6,0,0,0,0
169fd162,17,690,7,9,1,8,2,8,9,-1,7.2,8.6,-1.4,0,0,0,0
16e9d0ea,7,423,4,3,1,4,0,8,4,4,6.1,6.5,-0.4,0,0,0,0
172e52d8,7,515,5,6,5,1,2,13,10,3,7.4,7.5,-0.1,0,0,0,0
17695062,7,108,1,0,0,7,4,1,2,-1,2.1,1.4,0.8,0,0,0,0
1780bb4a,12,903,10,11,3,1,2,18,17,1,14.1,11.8,2.2,0,0,0,0
17850779,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
178ae8f8,9,406,4,4,0,5,0,6,4,2,8.4,6.1,2.3,0,0,0,0
17acc2ed,2,180,2,2,2,0,24,2,2,0,2.7,2.1,0.6,180,2,2,2
18b999f4,12,713,7,9,1,3,0,13,9,4,10.6,11.2,-0.6,0,0,0,0
1900032e,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,0
190163f3,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
1961b2aa,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
1971591f,8,568,6,7,1,1,0,10,6,4,11.2,8.1,3.1,0,0,0,0
197640fd,24,2085,23,23,21,1,1,34,38,-4,28.0,38.0,-10.0,0,0,0,0
1a4ef233,17,1365,15,15,14,2,6,18,23,-5,16.2,23.7,-7.5,0,0,0,0
1b4f1169,11,484,5,5,2,6,12,5,5,0,6.6,4.7,1.8000000000000005,0,0,0,0
1b804500,1,1,0,0,0,1,10,0,0,0,0.1,0.0,0.1,0,0,0,0
1b84dbe1,19,1264,14,16,9,3,0,17,24,-7,13.4,23.3,-10.0,0,0,0,0
1bf33a9a,16,609,6,6,0,10,1,8,8,0,8.3,8.4,-0.1,0,0,0,0
1c7012b8,25,2250,25,25,25,0,0,23,33,-10,31.3,30.0,1.4,0,0,0,0
1d5cab82,6,213,2,2,0,4,0,5,4,1,4.2,2.8,1.4,0,0,0,0
1daec722,20,1345,14,17,8,3,1,14,16,-2,17.0,21.7,-4.7,0,0,0,0
1e159d70,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,0,0
1ecb65be,7,261,2,2,0,5,9,1,5,-4,3.7,4.4,-0.7,0,0,0,0
1f44ac21,25,2022,22,24,15,1,0,62,22,40,49.0,18.3,30.7,0,0,0,0
1fb1c435,18,1296,14,17,5,1,0,18,24,-6,18.8,22.2,-3.4,0,0,0,0
2093823e,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
20b104bc,24,2043,22,24,20,0,0,23,44,-21,19.4,38.2,-18.8,0,0,0,0
21166ff4,2,79,0,1,0,1,14,0,1,-1,0.2,1.2,-1.1,0,0,0,0
2140e999,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
21512407,24,2107,23,24,20,0,0,33,15,18,37.0,22.1,14.8,0,0,0,0
215f3907,13,388,4,2,0,11,8,8,6,2,7.7,4.5,3.2,0,0,0,0
21a66f6a,26,2325,25,26,23,0,0,46,35,11,36.5,29.4,7.0,0,0,0,0
21a866b7,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
22f6ed2c,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
230f0471,13,988,11,11,9,2,0,7,17,-10,10.9,18.1,-7.2,0,0,0,0
2389cdc2,21,1470,16,16,12,5,1,21,26,-5,20.0,21.8,-1.9,0,0,0,0
2411c7f7,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
24f59bb2,9,569,6,5,4,4,9,2,8,-6,5.9,8.1,-2.2,0,0,0,0
2500cef9,24,1075,11,11,1,13,0,19,12,7,19.2,13.9,5.3,0,0,0,0
254147d4,12,578,6,6,2,6,9,5,11,-6,5.6,7.1,-1.5,0,0,0,0
2628fd2b,24,2160,24,24,24,0,2,36,32,4,30.0,40.6,-10.6,2160,24,24,24
26ce2263,20,1045,11,12,2,8,5,8,23,-15,9.0,19.1,-10.2,0,0,0,0
26d3b5be,5,102,1,1,0,4,4,1,3,-2,1.5,2.4,-0.8,0,0,0,0
26f6dca8,7,150,1,1,0,6,18,1,3,-2,2.0,2.0,0.1,0,0,0,0
27d0a506,3,156,1,2,0,1,2,1,3,-2,2.3,1.7,0.6,0,0,0,0
282679b4,14,280,3,0,0,14,2,5,5,0,6.3,4.5,1.8,0,0,0,0
282f75f3,23,2069,23,23,22,0,0,43,29,14,39.4,26.8,12.6,0,0,0,0
28300a16,1,90,1,1,1,0,22,4,0,4,3.5,0.3,3.2,90,1,1,1
2886c9b5,13,439,4,4,0,9,2,7,6,1,6.2,5.0,1.2,0,0,0,0
288e1e13,9,785,8,8,7,1,2,10,12,-2,11.8,12.0,-0.2,0,0,0,0
289601e6,23,2008,22,23,22,0,0,33,25,8,29.6,33.3,-3.6,0,0,0,0
28b40c9c,26,2337,26,26,25,0,0,38,34,4,32.6,42.7,-10.1,0,0,0,0
28d596a0,17,1485,16,17,16,0,6,15,13,2,20.7,18.6,2.1,1485,17,17,16
2928dca2,22,1970,21,22,21,0,3,15,28,-13,22.2,35.2,-13.0,0,0,0,0
2944f86f,12,442,4,4,0,8,4,7,8,-1,6.5,8.7,-2.2,0,0,0,0
2964fd20,4,160,1,2,0,2,3,1,1,0,2.1,2.7,-0.5,0,0,0,0
2afc7272,20,1506,16,17,13,3,0,17,35,-18,12.8,27.8,-15.1,0,0,0,0
2b09d998,23,2066,23,23,22,0,0,26,34,-8,29.2,30.5,-1.3,0,0,0,0
2b16cb1a,16,755,8,7,2,9,1,12,10,2,12.1,10.4,1.7,0,0,0,0
2b471f99,7,417,4,6,2,1,0,4,7,-3,3.6,8.6,-4.9,0,0,0,0
2b622f01,10,113,1,0,0,10,3,4,2,2,2.8,0.7,2.1,0,0,0,0
2bd83368,20,1260,14,13,7,7,1,11,14,-3,15.5,19.8,-4.3,0,0,0,0
2c44a35d,12,428,4,3,0,9,8,3,13,-10,4.4,8.4,-3.9,0,0,0,0
2c6835e5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
2ce2508a,11,293,3,2,1,9,13,4,3,1,3.2,4.9,-1.7,0,0,0,0
2e4f5f03,22,1682,18,19,12,3,1,36,20,16,35.1,24.2,10.9,0,0,0,0
2f90f6b8,19,693,7,6,2,13,2,10,7,3,14.1,10.6,3.4,0,0,0,0
2f965a72,4,219,2,1,1,3,18,4,6,-2,3.2,6.0,-2.8,219,4,1,2
2f9e4435,6,486,5,6,3,0,0,6,9,-3,6.9,10.8,-3.9,0,0,0,0
2fba6108,16,426,4,5,0,11,8,8,2,6,9.4,4.7,4.7,0,0,0,0
30d4a2e5,25,2138,23,25,22,0,0,17,35,-18,25.7,39.6,-13.9,0,0,0,0
30db8574,4,21,0,0,0,4,3,1,0,1,0.3,0.3,0.0,0,0,0,0
31c69ef1,18,1279,14,14,12,4,4,41,11,30,29.5,11.1,18.5,0,0,0,0
328f7d51,19,1094,12,11,3,8,3,12,20,-8,12.5,14.1,-1.6,0,0,0,0
32e7ce92,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,0
32e8417f,10,439,4,5,0,5,10,11,3,8,11.0,5.7,5.4,0,0,0,0
32e9d210,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
32f60ed8,24,2006,22,23,18,1,0,20,37,-17,25.5,32.9,-7.2,0,0,0,0
3312f911,24,1790,19,21,10,3,0,20,25,-5,19.5,26.9,-7.4,0,0,0,0
33887998,9,765,8,8,8,1,4,9,12,-3,9.1,12.2,-3.1,765,9,8,8
339fe0e8,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,0,0
35141f4c,21,1698,18,20,15,1,3,18,43,-25,17.1,33.2,-16.2,0,0,0,0
3515d404,25,2250,25,25,25,0,0,20,41,-21,24.0,33.4,-9.3,0,0,0,0
3544641e,17,415,4,3,0,14,6,3,6,-3,3.6,7.7,-4.1,0,0,0,0
35e413f1,26,1994,22,24,11,2,0,51,17,34,42.1,20.6,21.4,0,0,0,0
36c2ca73,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,0,0
3727dd3c,7,299,3,3,1,4,3,3,5,-2,2.2,5.8,-3.6,0,0,0,0
3766178e,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
384d58d9,6,338,3,4,1,2,7,4,3,1,4.8,4.9,0.0,0,0,0,0
387e1d35,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
38c7feef,8,314,3,4,0,4,4,5,6,-1,7.0,5.7,1.3,0,0,0,0
38ceb24a,24,1628,18,20,5,4,1,31,29,2,27.0,23.0,4.0,0,0,0,0
3925dbd6,20,1723,19,20,12,0,0,29,23,6,26.8,28.5,-1.7,0,0,0,0
39769cff,15,1178,13,13,9,2,9,18,22,-4,17.3,19.1,-1.8,0,0,0,0
3a233281,24,1482,16,19,4,5,0,20,29,-9,21.3,29.5,-8.3,0,0,0,0
3a686640,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
3a949a25,1,67,0,0,0,1,13,0,0,0,1.7,1.1,0.6,67,1,0,0
3b57a494,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
3b8674e6,18,1500,16,17,10,1,0,33,24,9,26.4,19.5,6.9,0,0,0,0
3bb7b8b4,26,2340,26,26,26,0,0,66,25,41,54.1,21.3,32.7,2340,26,26,26
3e1550ee,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
3e5e4e63,12,957,10,11,8,1,7,7,21,-14,10.5,14.9,-4.5,0,0,0,0
3e80e04e,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
3e9e06cb,14,1260,14,14,14,0,1,16,18,-2,15.8,19.0,-3.2,0,0,0,0
3ea50f67,23,1921,21,23,16,0,0,31,33,-2,26.9,35.4,-8.5,0,0,0,0
3eb22ec9,24,1706,19,19,13,5,2,46,20,26,36.2,17.3,18.9,0,0,0,0
3f70db80,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,0,0
3f847d95,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,0,0
3fe6bd8c,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,0
4115ce4e,10,709,7,8,6,2,13,4,13,-9,8.0,11.6,-3.7,0,0,0,0
414184f7,4,59,0,0,0,4,1,1,2,-1,0.5,2.2,-1.7,0,0,0,0
41e7ef1c,3,135,1,2,1,1,6,0,4,-4,1.1,4.4,-3.3,0,0,0,0
41f08ac8,10,321,3,3,0,7,9,10,4,6,7.1,4.1,3.0,0,0,0,0
420d7c7d,18,1064,11,11,10,7,2,10,18,-8,13.9,17.3,-3.4,0,0,0,0
422862ea,4,12,0,1,0,3,10,0,0,0,0.1,0.4,-0.3,0,0,0,0
