id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
0f9b8301,17.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2515040a,17.0,14.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
7615f332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2b1bed19,36.0,31.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Matches
10f0fdd3,45.0,28.0,4.0,5.0,3.0,5.0,0.0,9.0,5.0,0.0,0.0,1.0,3.0,0.0,Matches
c05d65d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
74dc806c,81.0,37.0,21.0,13.0,5.0,4.0,1.0,8.0,3.0,3.0,1.0,0.0,1.0,0.0,Matches
1f6298f2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
942b4f90,95.0,70.0,0.0,9.0,10.0,5.0,1.0,16.0,12.0,0.0,0.0,3.0,1.0,0.0,Matches
90c99c5c,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
bef0a7ac,30.0,22.0,0.0,2.0,3.0,3.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,Matches
8a2248b4,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
f5b6fb78,34.0,27.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
b6047994,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2ab14aaa,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
fbf76716,51.0,26.0,17.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches
6fbde63a,16.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
d5575935,57.0,48.0,8.0,0.0,0.0,0.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,Matches
28dabd43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
433dc9a2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
380a15e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
4e9957ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
de40e38c,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
47c609d5,14.0,10.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Matches
6191093d,84.0,54.0,4.0,13.0,7.0,4.0,2.0,10.0,6.0,0.0,2.0,0.0,2.0,0.0,Matches
7d937aa1,44.0,29.0,5.0,3.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Matches
6c8ddd52,38.0,27.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,Matches
6c8ddd52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
f6496133,58.0,33.0,12.0,2.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,Matches
ccce7025,21.0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
0b0cbe5b,81.0,46.0,3.0,15.0,11.0,4.0,2.0,11.0,7.0,0.0,1.0,2.0,1.0,0.0,Matches
