id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
00242715,16,13,1,0,0,1,1,1,1,0,0,0,0,0
0049d544,40,22,2,8,2,5,1,3,1,0,1,0,1,0
0515a4cb,18,15,2,0,1,0,0,0,0,0,0,0,0,0
06f33dc8,39,25,0,4,2,8,0,2,1,0,0,0,1,0
06f46837,10,6,1,0,2,1,0,1,0,0,0,1,0,0
070a3904,3,1,0,0,0,0,2,0,0,0,0,0,0,0
07296190,21,15,2,1,1,1,1,1,1,0,0,0,0,0
083525e5,15,13,1,0,1,0,0,4,3,0,0,1,0,0
086d7db3,67,42,1,3,9,11,1,4,1,0,1,0,2,0
0984c5d5,18,16,0,1,0,1,0,2,2,0,0,0,0,0
0b4d8274,76,36,20,7,6,7,0,12,5,2,3,1,1,0
0d2158d5,35,30,0,1,3,1,0,3,2,0,0,1,0,0
0d57f1c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e12089d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e96a5e1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0eb03d5b,8,7,0,0,0,1,0,1,1,0,0,0,0,0
0eeafda5,15,12,0,1,2,0,0,3,3,0,0,0,0,0
0f52f925,103,47,42,6,6,1,1,3,2,1,0,0,0,0
0fe7f7bc,54,43,1,5,2,3,0,6,5,0,0,1,0,0
1040e783,25,20,4,0,1,0,0,4,4,0,0,0,0,0
1061c207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10650926,2,2,0,0,0,0,0,1,1,0,0,0,0,0
10efd0e1,128,85,28,3,5,7,0,14,9,2,0,1,2,0
11ced928,38,22,0,3,5,7,1,5,2,0,0,1,2,0
1232e1dc,14,11,0,1,1,1,0,2,2,0,0,0,0,0
1251f42e,39,21,13,0,1,3,1,6,3,1,0,0,1,1
13203c45,64,40,5,14,1,4,0,9,6,0,1,1,1,0
13c44fc5,33,20,3,1,0,6,3,4,1,0,0,0,3,0
1467af0d,73,61,5,1,0,4,2,12,12,0,0,0,0,0
148e136f,127,87,9,12,4,11,4,13,11,1,1,0,0,0
15285503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598599e,12,12,0,0,0,0,0,2,2,0,0,0,0,0
15a21c79,1,1,0,0,0,0,0,1,1,0,0,0,0,0
15e1afd5,25,17,7,0,0,1,0,3,3,0,0,0,0,0
166a981d,6,4,1,1,0,0,0,0,0,0,0,0,0,0
16714a62,15,9,4,0,1,1,0,1,0,0,0,1,0,0
167d5018,13,9,2,0,1,0,1,2,1,0,0,1,0,0
176674ab,64,35,1,12,3,13,0,8,2,0,2,1,3,0
17f29fb0,16,9,0,3,3,1,0,1,0,0,0,1,0,0
19cda00b,123,78,25,9,6,4,1,12,8,2,1,0,0,1
1a4b9094,67,46,10,3,5,2,1,6,4,0,1,0,1,0
1a6f2a66,9,7,0,1,0,1,0,0,0,0,0,0,0,0
1a992676,79,64,5,4,3,0,3,19,15,1,1,2,0,0
1ac3b888,44,28,0,2,5,7,2,3,1,0,0,0,2,0
1ad8cb67,21,15,2,0,1,1,2,3,3,0,0,0,0,0
