id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
0118c54c,28,27,0,0,1,0,0,4,3,0,0,1,0,0
03bd0bf4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0515a4cb,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0557ff4f,41,23,0,5,4,7,2,1,0,0,0,0,1,0
05816e19,66,51,4,3,3,5,0,6,5,0,0,1,0,0
0589c701,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0630eb63,19,11,1,3,2,1,1,1,1,0,0,0,0,0
0670ee51,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06c48679,15,12,0,1,0,2,0,0,0,0,0,0,0,0
06df8256,14,11,1,0,0,1,1,2,1,0,0,0,1,0
06f33dc8,37,24,0,1,1,11,0,2,1,0,0,0,1,0
07a821e4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
08082af0,8,7,0,0,0,0,1,0,0,0,0,0,0,0
083525e5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
095e4199,50,33,3,11,2,1,0,6,4,0,2,0,0,0
0984c5d5,25,18,2,0,1,2,2,0,0,0,0,0,0,0
09f24df6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a63446f,16,13,2,1,0,0,0,0,0,0,0,0,0,0
0a89e877,45,32,2,4,0,4,3,4,1,0,1,0,2,0
0aa874f4,34,29,0,1,2,2,0,5,4,0,0,1,0,0
0b0cbe5b,75,48,2,14,7,3,1,8,4,0,0,0,3,1
0b4d8274,57,40,6,6,3,2,0,7,5,0,1,0,1,0
0bd57eb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0be95d34,53,34,5,6,5,3,0,6,4,1,0,1,0,0
0c291a1a,14,5,2,1,0,6,0,1,1,0,0,0,0,0
0d2158d5,36,32,1,1,2,0,0,1,1,0,0,0,0,0
0e12089d,2,0,2,0,0,0,0,1,0,1,0,0,0,0
0e6bc38c,29,21,1,4,2,0,1,2,2,0,0,0,0,0
0eb03d5b,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0ee664db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eeafda5,4,3,1,0,0,0,0,1,1,0,0,0,0,0
0f4c0bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f52f925,96,58,29,1,1,6,1,7,4,2,0,1,0,0
0f8418aa,68,58,0,2,5,1,2,6,5,0,0,1,0,0
0fb21da9,3,2,1,0,0,0,0,0,0,0,0,0,0,0
0fe7f7bc,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1040e783,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10650926,16,16,0,0,0,0,0,1,1,0,0,0,0,0
11ced928,37,20,0,2,11,4,0,5,2,0,0,2,1,0
132a82f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132bb875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467af0d,84,76,2,3,0,2,1,7,6,1,0,0,0,0
148e136f,137,101,6,4,13,8,5,17,12,0,0,2,3,0
15e1afd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15e99107,4,3,0,1,0,0,0,0,0,0,0,0,0,0
16324e1d,21,17,1,0,3,0,0,3,3,0,0,0,0,0
166a981d,6,3,2,1,0,0,0,2,2,0,0,0,0,0
16714a62,11,8,0,0,1,2,0,0,0,0,0,0,0,0
167d5018,7,6,0,0,1,0,0,0,0,0,0,0,0,0
171bf11d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176674ab,11,3,0,2,2,4,0,0,0,0,0,0,0,0
17f29fb0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
19053e31,20,12,1,3,2,2,0,0,0,0,0,0,0,0
19a12bed,14,12,0,1,1,0,0,2,2,0,0,0,0,0
19cda00b,103,69,15,9,6,4,0,26,15,4,4,2,1,0
19f8e480,41,37,1,2,0,0,1,6,5,0,1,0,0,0
1a4b9094,70,54,4,5,3,3,1,7,3,2,0,2,0,0
1a6f2a66,13,8,2,1,1,1,0,1,0,1,0,0,0,0
1a992676,92,70,9,7,5,1,0,15,14,1,0,0,0,0
1ad8cb67,20,14,1,2,1,2,0,3,2,0,0,0,1,0
1b82f8df,27,23,0,0,0,1,3,3,3,0,0,0,0,0
1bfb6fef,5,4,1,0,0,0,0,1,0,1,0,0,0,0
1c344204,18,16,0,0,2,0,0,2,2,0,0,0,0,0
1d2d5cc8,5,4,1,0,0,0,0,2,1,1,0,0,0,0
1ec7e1c5,20,20,0,0,0,0,0,3,3,0,0,0,0,0
1ef37668,28,17,7,0,2,1,1,2,1,1,0,0,0,0
1f8c7aa9,29,24,0,2,1,2,0,1,1,0,0,0,0,0
20094685,88,68,18,0,1,1,0,7,6,1,0,0,0,0
2054d037,40,28,0,3,1,7,1,8,4,0,0,1,3,0
20730eae,25,18,0,2,1,3,1,6,5,0,1,0,0,0
20e73fac,69,48,13,0,3,2,3,11,6,2,0,3,0,0
22721b88,53,41,5,2,3,0,2,3,3,0,0,0,0,0
22a62523,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22bfb57e,30,23,0,2,3,1,1,1,1,0,0,0,0,0
23593121,25,22,3,0,0,0,0,3,2,1,0,0,0,0
2384dbed,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23c63b7f,30,17,0,6,4,3,0,2,1,0,0,0,1,0
242b350c,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434f24a,8,6,2,0,0,0,0,0,0,0,0,0,0,0
