id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
00891164,9,8,0,0,1,0,0,1,0,0,0,1,0,0
00a8d210,91,51,35,1,1,1,2,9,5,4,0,0,0,0
01870104,22,10,0,4,5,2,1,1,0,0,0,1,0,0
01becd60,8,4,0,0,3,1,0,1,0,0,0,1,0,0
01fd01e8,9,8,0,0,1,0,0,0,0,0,0,0,0,0
02bcaf8e,19,16,2,0,0,1,0,2,2,0,0,0,0,0
032f894e,12,10,1,0,1,0,0,1,0,0,0,1,0,0
03e91055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0400dd2f,13,9,2,2,0,0,0,3,3,0,0,0,0,0
04ac78d2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
04bb2b06,26,21,0,2,3,0,0,1,1,0,0,0,0,0
0512a60a,11,9,0,1,1,0,0,1,1,0,0,0,0,0
061266cd,5,5,0,0,0,0,0,0,0,0,0,0,0,0
065dc209,37,27,0,8,1,1,0,6,4,0,2,0,0,0
06c48679,31,25,0,2,0,2,2,5,5,0,0,0,0,0
06df8256,4,2,0,0,2,0,0,0,0,0,0,0,0,0
07ace8c3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0810b6df,2,1,1,0,0,0,0,0,0,0,0,0,0,0
08511d65,14,11,0,0,2,1,0,1,1,0,0,0,0,0
08f5afaa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
095e4199,44,28,7,6,2,1,0,5,5,0,0,0,0,0
0a63446f,16,12,1,1,1,0,1,0,0,0,0,0,0,0
0af4dcf0,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0b2c9aec,24,16,2,2,2,1,1,3,1,0,0,1,1,0
0b4d8274,32,16,7,2,3,4,0,5,3,0,0,1,1,0
0b4f388a,59,40,0,6,6,6,1,8,4,0,1,2,1,0
0be95d34,38,23,9,1,3,1,1,8,4,2,1,0,1,0
0bfca6a1,42,19,17,2,2,2,0,2,1,1,0,0,0,0
