id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
00844823,26,19,0,0,6,0,1,1,0,0,0,1,0,0
00a6485f,38,31,4,0,0,3,0,2,2,0,0,0,0,0
012c38ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016ff750,55,39,9,3,1,2,1,9,6,2,1,0,0,0
0174ba21,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01c3aff5,21,19,1,0,0,0,1,1,1,0,0,0,0,0
01e5f06e,2,1,1,0,0,0,0,0,0,0,0,0,0,0
03bd0bf4,30,24,0,0,5,1,0,4,2,0,0,2,0,0
042e8a49,69,52,0,10,3,4,0,7,4,0,2,0,1,0
048a1cbc,17,15,1,1,0,0,0,2,2,0,0,0,0,0
04c11885,43,28,0,4,3,8,0,5,3,0,1,1,0,0
05439de2,53,44,4,1,3,0,1,4,4,0,0,0,0,0
05d548d8,39,36,0,0,2,0,1,3,2,0,0,1,0,0
061e8e23,40,22,1,3,8,4,2,7,3,0,0,4,0,0
070ec0b1,23,21,0,0,1,0,1,2,2,0,0,0,0,0
080440a4,21,18,0,0,2,0,1,1,1,0,0,0,0,0
088ca1bd,51,27,18,1,3,2,0,0,0,0,0,0,0,0
09586899,99,66,14,2,7,9,1,14,10,2,0,1,1,0
096a77c4,12,8,1,2,1,0,0,0,0,0,0,0,0,0
0a1cb833,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0a89e877,37,28,3,1,3,2,0,4,3,0,1,0,0,0
0b4f388a,27,10,0,5,2,8,2,6,2,0,0,0,3,1
0cf778df,4,2,0,1,0,1,0,0,0,0,0,0,0,0
0d55d942,12,6,6,0,0,0,0,0,0,0,0,0,0,0
0d8a37c2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0dabaf14,13,10,2,0,1,0,0,0,0,0,0,0,0,0
0eb5720b,7,3,1,0,0,1,2,1,0,0,0,0,0,1
0f26fd24,34,15,0,11,2,4,2,8,2,0,4,0,1,1
0fbecd11,63,48,1,3,6,2,3,5,4,0,1,0,0,0
1025db8e,24,17,3,1,1,1,1,0,0,0,0,0,0,0
106bca06,15,12,0,1,1,1,0,1,0,0,0,0,1,0
11dbba47,36,27,0,1,1,5,2,4,2,0,0,0,2,0
11fd2b75,20,20,0,0,0,0,0,2,2,0,0,0,0,0
1238a3f9,51,25,0,7,7,10,2,10,3,0,1,1,4,1
125cb9fe,2,1,0,0,1,0,0,0,0,0,0,0,0,0
126cf855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13ddc856,21,19,0,1,1,0,0,1,1,0,0,0,0,0
140afefb,32,19,10,1,1,1,0,5,3,1,1,0,0,0
15413fa5,47,35,1,2,3,3,3,4,3,0,0,0,1,0
15b287da,2,2,0,0,0,0,0,0,0,0,0,0,0,0
15ea94de,12,10,0,1,1,0,0,4,2,0,1,1,0,0
16b8fabd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16daec92,51,28,4,4,4,5,6,5,2,0,1,0,1,1
17370b95,19,14,0,0,4,0,1,4,3,0,0,1,0,0
17376543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17780d2b,2,2,0,0,0,0,0,1,1,0,0,0,0,0
1900032e,17,16,0,0,1,0,0,1,1,0,0,0,0,0
1ae836b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bcca8b8,42,25,16,0,1,0,0,6,3,3,0,0,0,0
1bf33a9a,78,54,0,12,4,5,3,10,7,0,2,1,0,0
1c08a3c8,14,10,0,0,1,3,0,2,2,0,0,0,0,0
1cd87320,64,47,9,2,3,3,0,4,3,0,0,0,1,0
1d8e9add,33,30,2,0,0,1,0,5,5,0,0,0,0,0
1e43fad8,7,5,2,0,0,0,0,1,1,0,0,0,0,0
20030c06,13,12,1,0,0,0,0,0,0,0,0,0,0,0
2042d931,35,30,0,0,2,3,0,6,6,0,0,0,0,0
21166ff4,8,7,0,0,0,1,0,0,0,0,0,0,0,0
22051fbe,47,34,7,1,0,5,0,3,3,0,0,0,0,0
226008f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
