id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Köln,29-298,1993,21,3,576,6.4,1,2,3,1,0,0,3,0,3.3,3.3,0.8,4.1,10,21,52,0.16,0.31,0.47,0.16,0.47,0.52,0.12,0.64,0.52,0.64,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",Dortmund,21-058,2002,16,12,799,8.9,3,2,5,3,0,0,5,0,2.5,2.5,2.0,4.5,21,27,79,0.34,0.23,0.56,0.34,0.56,0.28,0.23,0.51,0.28,0.51,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",Leverkusen,22-311,2000,16,8,840,9.3,2,2,4,2,0,0,1,1,2.3,2.3,1.1,3.5,29,30,79,0.21,0.21,0.43,0.21,0.43,0.25,0.12,0.37,0.25,0.37,Matches
cb6d81b3,Felix Agu,de GER,"DF,FW",Werder Bremen,23-171,1999,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.22,0.07,0.22,Matches
a6c58494,Naouirou Ahamada,fr FRA,MF,Stuttgart,20-353,2002,17,17,1398,15.5,2,2,4,2,0,0,4,1,0.8,0.8,1.2,2.1,43,56,54,0.13,0.13,0.26,0.13,0.26,0.05,0.08,0.13,0.05,0.13,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Mainz 05,29-020,1994,8,7,557,6.2,2,1,3,2,0,0,1,0,1.7,1.7,1.0,2.6,3,13,46,0.32,0.16,0.48,0.32,0.48,0.27,0.15,0.42,0.27,0.42,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27-332,1995,20,13,1291,14.3,0,0,0,0,0,0,8,0,0.6,0.6,0.5,1.2,15,67,23,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
834d0be5,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,30-160,1992,16,2,271,3.0,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,2,7,13,0.33,0.00,0.33,0.33,0.33,0.42,0.01,0.43,0.42,0.43,Matches
00f518d8,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21-242,2001,10,0,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,10,12,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.26,0.07,0.26,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,Schalke 04,30-017,1993,4,2,159,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
cd682b6b,Lukáš Ambros,cz CZE,MF,Wolfsburg,18-285,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,26-141,1996,19,6,721,8.0,3,1,4,3,0,0,3,0,0.8,0.8,0.8,1.6,22,39,26,0.37,0.12,0.50,0.37,0.50,0.10,0.10,0.20,0.10,0.20,Matches
