id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
00242715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007414dd,18,11,0,3,0,4,0,0,0,0,0,0,0,0
01962d0d,4,4,0,0,0,0,0,2,2,0,0,0,0,0
01c3aff5,8,8,0,0,0,0,0,0,0,0,0,0,0,0
01ce9e70,16,12,0,1,0,3,0,2,2,0,0,0,0,0
01e5f06e,3,2,1,0,0,0,0,1,1,0,0,0,0,0
02b29014,21,17,0,3,1,0,0,0,0,0,0,0,0,0
0313a347,7,7,0,0,0,0,0,1,1,0,0,0,0,0
0420d84f,13,10,0,1,1,1,0,1,1,0,0,0,0,0
0442183b,16,14,1,0,0,1,0,0,0,0,0,0,0,0
049a888d,5,2,0,1,0,2,0,0,0,0,0,0,0,0
0562b7f1,31,22,0,1,7,1,0,3,3,0,0,0,0,0
05e8ca6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06df8256,11,10,0,0,0,0,1,0,0,0,0,0,0,0
07802f7f,18,14,0,2,2,0,0,2,1,0,1,0,0,0
089667a5,21,14,0,1,1,3,2,0,0,0,0,0,0,0
08eb3b58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a3d6d2b,2,1,0,0,1,0,0,0,0,0,0,0,0,0
0a6cb1b1,3,3,0,0,0,0,0,1,1,0,0,0,0,0
0b33f6ad,23,16,5,1,1,0,0,2,1,1,0,0,0,0
0bdda685,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0cd31129,41,27,0,3,7,3,1,8,3,0,1,3,1,0
0db5d2c8,3,2,1,0,0,0,0,1,0,1,0,0,0,0
0ef89a37,24,19,1,3,1,0,0,0,0,0,0,0,0,0
0f134faf,68,30,31,1,3,2,1,9,5,2,0,1,0,1
0f7533cd,44,27,1,3,4,7,2,3,1,0,0,1,0,1
10a10454,8,6,2,0,0,0,0,2,1,1,0,0,0,0
10ec4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137759d,3,2,0,0,0,1,0,0,0,0,0,0,0,0
119b9a8e,12,11,0,0,1,0,0,0,0,0,0,0,0,0
11f54bd5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
11ff3d56,7,6,0,0,0,0,1,0,0,0,0,0,0,0
1265a93a,27,21,4,1,1,0,0,2,2,0,0,0,0,0
132a82f1,6,5,0,0,0,0,1,0,0,0,0,0,0,0
1544f145,43,36,0,1,1,4,1,3,2,0,0,0,1,0
1598599e,7,5,0,0,0,0,2,0,0,0,0,0,0,0
15ab5a2b,25,20,0,1,3,1,0,0,0,0,0,0,0,0
15ea812b,16,13,0,0,2,0,1,1,1,0,0,0,0,0
15f24fe7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16264a81,51,48,0,1,2,0,0,3,3,0,0,0,0,0
169fd162,17,15,0,1,0,1,0,1,1,0,0,0,0,0
16e9d0ea,10,10,0,0,0,0,0,1,1,0,0,0,0,0
172e52d8,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17695062,8,5,1,0,2,0,0,1,1,0,0,0,0,0
1780bb4a,8,5,0,0,2,1,0,1,0,0,0,1,0,0
178ae8f8,15,10,0,2,2,1,0,2,2,0,0,0,0,0
17acc2ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18b999f4,21,16,0,0,2,3,0,5,4,0,0,1,0,0
1971591f,19,12,0,2,2,1,2,2,2,0,0,0,0,0
197640fd,31,28,1,0,1,0,1,3,2,0,0,1,0,0
1a4ef233,14,14,0,0,0,0,0,1,1,0,0,0,0,0
1b4f1169,6,5,0,0,0,1,0,0,0,0,0,0,0,0
1b804500,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1b84dbe1,23,19,3,0,0,1,0,0,0,0,0,0,0,0
1bf33a9a,20,18,0,0,2,0,0,3,3,0,0,0,0,0
1c7012b8,74,64,3,1,1,2,3,4,4,0,0,0,0,0
1d5cab82,7,6,0,1,0,0,0,2,1,0,1,0,0,0
