id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
00f0482f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01226327,2,2,0,0,0,0,0,0,0,0,0,0,0,0
01962d0d,26,16,0,4,1,5,0,6,2,0,2,0,2,0
02b29014,57,50,0,3,3,0,1,7,5,0,1,1,0,0
0313a347,13,11,0,0,2,0,0,0,0,0,0,0,0,0
0420d84f,47,37,3,2,2,3,0,5,3,0,0,0,2,0
0442183b,12,10,2,0,0,0,0,2,2,0,0,0,0,0
0562b7f1,51,33,0,8,9,0,1,4,2,0,1,1,0,0
05e8ca6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0745b37d,63,40,0,8,3,12,0,4,3,0,0,0,1,0
076bb352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07802f7f,32,25,0,2,4,1,0,9,9,0,0,0,0,0
099e666f,21,16,2,2,1,0,0,2,2,0,0,0,0,0
0b33f6ad,34,29,1,0,3,0,1,5,3,0,0,1,0,1
0d4ceb32,14,13,0,0,0,1,0,3,3,0,0,0,0,0
0db5d2c8,7,3,3,0,1,0,0,0,0,0,0,0,0,0
0ef89a37,62,47,4,3,6,2,0,8,6,0,1,1,0,0
0f134faf,66,43,19,0,2,0,2,3,2,1,0,0,0,0
0f933743,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1000a059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101da2b5,30,23,0,0,4,3,0,4,4,0,0,0,0,0
111c3236,6,5,0,0,0,0,1,0,0,0,0,0,0,0
112c495e,22,18,1,1,0,2,0,2,2,0,0,0,0,0
1137759d,37,29,3,3,2,0,0,5,3,1,0,1,0,0
119b9a8e,40,34,0,1,4,1,0,6,3,0,0,2,1,0
11ff3d56,30,24,0,4,0,1,1,3,3,0,0,0,0,0
1265a93a,88,69,7,4,5,3,0,11,9,1,1,0,0,0
132a82f1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1544f145,75,55,0,7,2,9,2,6,5,0,0,1,0,0
1598599e,5,5,0,0,0,0,0,3,3,0,0,0,0,0
15ea812b,28,24,1,0,2,0,1,2,2,0,0,0,0,0
15f3ec41,55,41,0,6,3,5,0,6,2,0,2,0,2,0
16264a81,13,10,0,1,1,0,1,3,3,0,0,0,0,0
169fd162,37,26,0,5,2,3,1,2,1,0,1,0,0,0
172e52d8,14,7,0,0,6,1,0,4,1,0,0,2,1,0
17695062,67,52,4,5,4,2,0,6,5,1,0,0,0,0
1770bd68,22,7,9,1,0,4,1,1,0,1,0,0,0,0
17734ea0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178ae8f8,98,63,0,12,9,13,1,13,7,0,2,2,2,0
17d45fb2,6,5,1,0,0,0,0,0,0,0,0,0,0,0
18b896d6,45,38,0,0,4,2,1,9,6,0,0,1,2,0
1900032e,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1961b2aa,21,14,0,5,1,1,0,3,2,0,1,0,0,0
197640fd,27,25,2,0,0,0,0,1,1,0,0,0,0,0
19a12bed,18,16,0,1,1,0,0,0,0,0,0,0,0,0
19a9cb70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19e50035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19f4d211,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1a4ef233,18,18,0,0,0,0,0,1,1,0,0,0,0,0
1b4f1169,39,36,0,0,1,1,1,0,0,0,0,0,0,0
1b84dbe1,88,60,23,3,0,2,0,8,5,2,0,0,1,0
1bf33a9a,36,24,0,1,4,6,1,5,4,0,0,1,0,0
1bf811d4,11,6,1,1,2,1,0,2,0,0,0,1,1,0
1c0eea98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c7012b8,78,67,0,5,3,0,3,9,9,0,0,0,0,0
1cb49278,9,8,0,1,0,0,0,0,0,0,0,0,0,0
1d5cab82,26,18,0,2,3,3,0,7,6,0,0,0,1,0
