id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
00242715,10,1,1,49,10,2,0,3,0
00242b75,5,0,0,64,47,0,0,2,0
00844823,3,0,0,17,8,0,0,0,1
00963611,5,0,0,23,17,1,0,1,0
009a4f60,2,0,0,10,12,1,0,0,0
016ff750,3,0,0,7,13,3,0,0,0
01834aa0,3,0,0,24,9,2,0,2,0
02760e49,0,0,0,3,6,0,0,0,0
028e70b9,0,0,0,2,1,1,0,0,0
042e8a49,1,0,0,12,34,7,1,0,0
048a1cbc,1,0,0,10,12,2,0,0,0
05439de2,4,0,0,19,10,0,0,0,0
054849d2,2,0,0,11,11,0,0,1,0
056d2d95,9,0,0,31,11,2,1,0,0
05ba9d7c,2,0,0,32,18,10,0,0,0
05d548d8,6,0,0,27,15,7,0,0,0
05f99a4a,0,0,0,26,43,2,2,0,0
061e8e23,3,0,0,16,12,5,0,0,0
0630eb63,1,0,0,6,5,4,0,0,0
070ec0b1,1,0,0,11,6,1,0,0,0
080440a4,4,0,0,33,35,0,2,1,1
08593525,3,0,0,42,45,0,0,0,0
088ca1bd,4,0,0,17,17,0,0,0,0
096a77c4,0,0,0,0,1,1,0,0,0
0a1cb833,2,0,0,2,3,0,0,1,0
0a3d6d2b,1,0,0,6,5,0,0,0,0
0a89e877,3,0,0,8,12,0,0,0,0
0b4f388a,4,0,0,34,54,11,3,0,0
0b7dae21,3,0,0,15,4,0,0,1,0
0c61c77c,4,1,1,34,31,20,0,0,0
0cddeaa7,0,0,0,6,2,0,0,0,0
0d55d942,0,0,0,0,5,0,0,0,0
0d8a37c2,0,0,0,0,0,0,0,0,0
0da32a38,1,0,0,8,7,0,0,0,0
0e0102eb,0,0,0,0,0,0,0,0,0
0e6bc38c,2,0,0,5,9,9,0,0,0
0fbecd11,4,0,0,35,24,0,0,0,0
1025db8e,9,0,0,26,7,3,0,0,1
106bca06,0,0,0,12,13,4,0,0,0
11bc43f4,0,0,0,0,0,0,0,0,0
11d8aff0,0,0,0,0,0,0,0,0,0
11fd2b75,6,0,0,26,9,0,0,0,0
1238a3f9,4,0,0,21,27,9,0,0,0
13203c45,0,0,0,10,15,0,0,0,0
14a7af33,8,1,1,25,16,0,0,0,0
15413fa5,3,0,0,32,43,4,0,1,0
15b287da,3,0,0,41,30,7,1,0,0
15f24fe7,1,0,0,31,35,3,1,0,0
15fd5593,1,0,0,6,4,0,0,0,0
169fd162,2,0,0,12,11,2,0,0,0
16b4260e,0,0,0,2,2,0,0,0,0
16daec92,5,0,0,13,7,0,0,0,0
17376543,3,0,0,0,3,0,0,0,0
17780d2b,4,0,0,18,27,0,0,0,0
17f3620a,4,0,0,44,21,19,0,0,0
18a9efe4,0,0,0,15,7,1,0,0,0
19a967ab,0,0,0,3,2,0,0,0,0
1a1033a1,0,0,0,8,6,4,0,0,0
1a4b9094,1,0,0,11,7,0,0,0,0
1a5d7cb9,7,0,0,32,18,2,0,1,0
1a83027b,0,0,0,9,13,2,0,0,0
1ae836b1,4,0,0,22,49,1,0,0,0
1b6d8083,0,0,0,2,1,0,0,0,0
1bc432b7,3,0,0,21,16,8,0,0,0
1be390b3,0,0,0,3,2,0,0,0,0
1c08a3c8,0,0,0,4,0,0,0,0,0
1cbe4984,7,1,0,27,32,0,0,1,0
1d8e9add,6,0,0,22,13,0,0,2,0
1df0c0b9,4,0,0,21,19,1,0,0,0
1e43fad8,2,0,0,0,4,0,0,0,0
1f2d714c,2,0,0,7,5,0,0,0,0
1f44ac21,2,0,0,20,22,16,0,0,0
1fc4f3d1,0,0,0,1,0,0,0,0,0
1fda91b3,1,0,0,5,10,0,0,1,0
20030c06,4,0,0,16,15,3,1,0,0
217c93a1,0,0,0,6,3,0,0,0,0
220ace7e,2,0,0,17,21,6,1,0,0
228f73ae,5,0,0,38,26,6,0,0,0
22919e97,2,0,0,5,8,3,0,0,0
229cd98a,0,0,0,15,22,9,0,0,0
234204f4,0,0,0,0,1,0,0,0,0
2374aaca,5,0,0,13,33,7,1,0,0
2590ddf7,0,0,0,1,0,0,0,0,0
25ab9c9c,3,0,0,17,20,2,0,0,0
25f50295,3,0,0,11,8,0,0,2,0
2696b6a9,1,0,0,13,14,0,0,1,0
271b8617,4,0,0,44,29,5,1,1,0
2723ce5d,0,0,0,0,0,0,0,0,0
27270af4,0,0,0,0,1,0,0,0,0
277c49ed,5,0,0,25,27,0,0,0,0
27d2618c,0,0,0,1,1,0,0,1,0
2903a856,1,0,0,19,19,9,0,0,0
2a29eb9b,2,0,0,18,10,1,0,2,0
2a6cd437,2,1,1,12,2,0,0,0,0
2b09d998,3,0,0,29,29,2,0,0,0
2b114be3,2,0,0,14,21,6,1,0,0
2b5527c4,0,0,0,0,0,0,0,0,0
2b7c56b4,1,0,0,14,17,0,2,0,0
2b83fa49,6,0,0,15,22,0,0,0,0
2c0558b8,0,0,0,12,21,2,0,0,0
2c44a35d,0,0,0,15,5,7,0,0,0
2d61d13a,6,1,1,21,7,1,0,3,0
2db2fd7b,6,0,0,23,10,1,0,0,0
2e7ff968,1,0,0,0,2,0,0,0,0
2f3e911a,0,0,0,4,0,0,0,0,0
2f7fec15,0,0,0,0,0,0,0,0,0
2ff76adc,3,0,0,29,14,1,0,1,0
302527b2,4,0,0,16,35,3,0,0,0
30941e96,2,0,0,22,27,7,0,0,0
30c220c3,0,0,0,2,3,0,0,0,0
3189f61a,2,0,0,11,3,0,0,0,0
32e7ce92,0,0,0,0,0,0,0,0,0
33144cc5,0,0,0,2,1,1,0,0,0
33340bd6,0,0,0,0,0,0,0,0,0
33b554b7,8,0,0,32,29,1,0,0,0
34a0f5ff,0,0,0,7,11,1,0,0,0
34b54da7,1,0,0,3,3,0,0,0,0
34e12499,4,1,1,23,25,0,0,1,1
34e4343c,1,0,0,1,6,3,0,1,0
35d64857,5,0,0,30,13,0,0,2,1
36a3ff67,1,0,0,27,34,10,3,0,0
36a59ba4,9,0,0,23,38,1,0,2,0
378825c7,7,0,0,34,30,2,0,2,0
37998008,0,0,0,1,0,0,0,0,0
37f606f0,4,1,0,15,9,0,0,1,0
384d58d9,5,0,0,23,12,0,0,0,0
38ac43d3,1,0,0,7,4,0,0,0,0
3935e52e,5,0,0,19,13,2,0,1,0
3a233281,6,0,0,24,43,15,0,0,0
3bb625ac,1,0,0,7,5,1,0,0,0
3c4b7820,2,0,0,8,6,1,0,0,0
3c6089ab,0,0,0,22,22,14,1,0,0
3cd9e95a,0,0,0,0,1,0,0,0,0
3eb0f2df,5,1,0,27,27,2,0,0,0
3eeb80e0,0,0,0,7,2,1,0,0,0
3effaa34,1,0,0,18,34,28,3,0,0
3f2d59fe,1,0,0,8,12,2,0,0,1
3f65898c,3,0,0,26,43,6,0,0,0
3f7cd8f1,0,0,0,0,1,0,0,0,0
4114f306,0,0,0,0,1,0,0,0,0
41bff4fa,0,0,0,10,4,0,0,0,0
420c18a1,1,1,0,1,1,0,0,0,0
437f2b00,6,0,0,70,53,1,2,0,0
441197b8,10,0,0,33,31,0,0,0,0
442b56fa,1,0,0,34,44,10,0,0,0
4468ec10,0,0,0,4,5,1,0,0,0
4567a0b4,2,0,0,23,14,7,0,0,0
45a03961,3,0,0,18,22,0,0,1,0
463503e2,0,0,0,2,0,0,0,0,0
47064058,1,0,0,0,6,0,0,0,0
48035304,1,0,0,13,14,1,0,0,0
49296448,4,0,0,19,43,0,0,0,0
493924a7,7,0,0,43,20,0,0,0,0
496aeede,5,0,0,32,20,0,0,0,0
4aea5077,2,0,0,29,21,1,1,2,0
4b6dd263,0,0,0,0,0,0,0,0,0
4c3a6744,2,0,0,14,14,7,0,0,0
4c6facae,6,0,0,40,40,2,0,0,0
4ccd8957,0,1,0,1,0,1,0,0,0
4d8cd038,2,0,0,13,8,3,0,0,0
4e204552,0,0,0,2,0,2,0,0,0
4e3a947f,2,0,0,4,7,0,0,0,0
4f16405e,1,0,0,15,13,15,1,0,0
4fa7cb9b,0,0,0,7,2,3,0,0,0
5042e5c2,2,0,0,12,11,4,0,1,0
50871bcc,0,0,0,6,7,6,0,1,0
50e6dc35,2,0,0,8,8,13,1,0,0
526ea7cc,6,0,0,21,24,0,0,3,0
53070b63,0,0,0,0,0,0,0,0,0
53e07d0b,1,0,0,18,13,5,0,0,0
53eeaf6a,4,0,0,38,29,3,0,0,0
541127d5,2,0,0,16,17,0,0,0,0
543ddcaf,1,0,0,9,9,0,0,0,0
54b4dc4e,2,0,0,44,26,0,0,0,0
54e4866f,2,0,0,11,18,2,0,0,0
555d5edd,5,0,0,21,26,4,0,0,0
5569bf9a,5,0,0,27,39,0,0,0,0
56413b1f,4,0,0,31,25,0,0,0,0
565bf0da,5,1,1,9,6,1,0,0,0
5722eced,0,0,0,0,0,0,0,0,0
5723931e,0,0,0,1,3,0,0,0,0
5762be5c,3,0,0,15,16,0,0,1,0
57d88cf9,6,1,1,40,52,1,0,1,0
582a5247,1,0,0,15,14,0,1,1,0
58450270,1,0,0,3,1,0,0,0,0
5853ac44,1,1,0,4,4,0,0,0,0
58a2e9f6,4,1,1,19,18,1,0,1,0
58ce23e5,2,0,0,4,15,2,0,0,0
5939baa2,5,0,0,21,17,2,0,0,0
59a48c59,0,0,0,0,0,0,0,0,0
59e4b92e,5,0,0,23,19,1,0,1,0
5c4bf6ba,2,0,0,0,5,0,0,0,0
5c899683,0,0,0,4,6,1,0,0,0
5d4f7d61,4,0,0,29,22,6,1,0,0
5d8e331f,11,0,0,70,34,0,1,2,0
5db45ee5,0,0,0,1,1,0,0,0,0
5ddb8f9f,2,0,0,7,4,1,0,0,0
5dfc6ad5,4,0,0,16,20,0,0,0,0
5e22e2a4,5,0,0,32,26,1,0,0,1
5e66fa06,3,0,0,24,34,1,0,1,0
5ea8ef20,5,0,0,23,47,0,2,0,0
5ed9b537,2,0,0,13,15,0,0,1,0
5fd5e542,1,0,0,12,8,1,0,0,0
603cb947,2,0,0,2,42,9,0,0,0
610aa1e9,1,0,0,4,3,0,0,0,0
614eca9b,1,0,0,5,15,5,0,0,0
6190474d,0,0,0,11,12,1,0,0,0
626fab5f,6,1,1,13,12,1,0,2,1
62ab9184,3,0,0,36,26,5,0,0,0
62c7067a,0,0,0,5,12,1,0,0,0
62f94e47,0,0,0,1,0,0,0,0,0
635f2732,5,0,0,28,38,1,0,0,0
63b9cc6d,0,0,0,3,9,2,1,0,0
652d4c37,1,1,0,12,16,1,0,0,0
66385c46,0,0,0,7,5,4,0,0,0
677da306,5,0,0,23,25,0,0,1,1
68635c10,2,0,0,5,1,0,0,0,0
68829001,9,0,0,15,15,1,0,0,0
69374ff5,1,0,0,11,13,0,0,0,0
699fb8db,3,0,0,16,6,0,0,0,0
6aa3e78b,4,0,0,35,4,8,0,0,0
6b21b7b5,0,0,0,3,4,1,0,0,0
6b8887c2,0,0,0,4,0,0,0,0,0
6bd5cd5d,4,0,0,36,13,5,0,1,0
6c6a3300,0,0,0,15,21,4,0,1,0
6ca598d5,0,0,0,1,0,0,0,0,0
6cafd68d,1,0,0,4,7,0,0,1,0
6ce43701,0,0,0,8,8,4,0,0,0
6e44569a,1,0,0,5,1,0,0,0,0
6ec6fde0,1,0,0,15,16,0,0,0,0
