id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
01040647,2,0,0,10,12,1,0.0,0.0,0
b96b595c,9,1,1,31,24,2,0.0,0.0,0
7005ac66,0,0,0,0,0,0,0.0,0.0,0
8bc8829a,2,0,0,17,8,0,0.0,0.0,0
46fa7204,4,0,0,20,32,2,0.0,0.0,0
fdf4b948,9,0,0,31,12,0,0.0,0.0,0
5294a83f,5,0,0,19,36,2,0.0,0.0,0
585a73a8,3,0,0,20,9,1,0.0,0.0,0
35b4bc62,0,0,0,0,0,0,0.0,0.0,0
5a2cb25d,7,0,0,59,44,0,0.0,0.0,0
ca241ad3,0,0,0,1,1,0,0.0,0.0,0
326d09ef,0,0,0,0,0,0,0.0,0.0,0
0e0e4422,0,0,0,0,0,0,0.0,0.0,0
f5409698,0,0,0,0,1,0,0.0,0.0,0
bbafc0c4,1,0,0,24,22,0,0.0,1.0,0
8f68aa41,1,0,0,2,2,0,0.0,0.0,0
2f7407fa,0,0,0,1,0,0,0.0,0.0,0
963a328b,9,0,0,38,45,0,0.0,1.0,0
089550f5,0,0,0,0,4,0,0.0,0.0,0
a69cc629,2,0,0,3,1,0,0.0,0.0,0
649b01d8,0,0,0,0,6,0,0.0,0.0,0
3cd3b384,2,1,0,13,25,2,0.0,0.0,0
2200181e,3,0,0,8,2,0,0.0,0.0,0
e8c930bb,7,0,0,34,32,1,1.0,0.0,0
59bf127b,6,1,1,36,52,1,1.0,0.0,0
509a4ccb,4,1,0,32,35,4,1.0,1.0,0
348bafd4,1,0,0,1,0,0,0.0,0.0,0
0821331c,4,0,0,13,7,1,0.0,0.0,0
0821331c,6,0,0,16,8,0,0.0,0.0,0
01efac19,5,1,0,60,17,4,0.0,1.0,0
c010b898,8,0,0,27,10,1,0.0,0.0,1
6928979a,5,0,0,43,53,2,0.0,1.0,0
6a189491,0,0,0,1,0,1,0.0,1.0,0
e5bf73f3,0,0,0,17,32,11,0.0,0.0,0
6029a945,1,0,0,4,1,0,0.0,1.0,0
ea06dd97,2,0,0,6,9,0,0.0,0.0,0
75b86fb3,6,0,0,40,28,0,0.0,0.0,0
1ac232b8,7,0,0,35,27,2,0.0,1.0,0
c01c66d9,0,0,0,1,4,0,0.0,0.0,0
19e4eab9,5,0,0,50,47,0,0.0,1.0,0
d3d758d8,3,1,1,28,21,0,1.0,0.0,0
d705ba44,4,0,0,58,135,21,3.0,1.0,0
a128b07e,2,0,0,12,16,1,0.0,0.0,0
db092d3b,4,0,0,20,30,0,1.0,1.0,0
3b8674e6,8,1,1,45,27,2,0.0,0.0,0
ec1f737d,0,0,0,0,0,0,0.0,0.0,0
53a0e358,4,0,0,43,59,2,1.0,0.0,0
dc1c2fce,0,0,0,2,3,1,0.0,0.0,0
61b3978f,2,0,0,28,28,0,0.0,0.0,0
ee93c1a9,3,0,0,13,17,2,0.0,0.0,0
4b520f96,0,0,0,0,0,0,0.0,0.0,0
88895312,1,0,0,16,6,3,0.0,0.0,0
9e1577aa,8,0,0,27,23,4,0.0,0.0,0
64cd167d,2,0,0,16,7,0,0.0,0.0,0
fe012aca,0,0,0,9,35,9,0.0,0.0,0
d995ed27,5,0,0,39,41,7,1.0,0.0,0
bf57eaab,2,0,0,11,19,4,0.0,0.0,0
bf57eaab,0,0,0,3,2,0,0.0,0.0,0
fb77bfef,4,0,0,26,14,0,0.0,2.0,0
52ec54d0,4,0,0,21,16,3,0.0,2.0,0
0d077b88,2,0,0,15,6,0,0.0,1.0,0
ae94a6c5,0,0,0,0,0,0,0.0,0.0,0
c609e90e,0,0,0,2,1,0,0.0,0.0,0
5fd5ed86,2,0,0,30,16,0,1.0,1.0,0
33b8d077,9,1,1,34,13,0,0.0,0.0,0
e947ee4a,7,0,0,27,22,1,0.0,0.0,0
d60099bc,3,0,0,11,16,1,0.0,0.0,0
e40d028b,0,0,0,0,1,0,0.0,0.0,0
4ae67f27,4,0,0,17,11,1,0.0,0.0,0
7b082ec2,3,0,0,23,8,1,0.0,2.0,0
e94d79e3,4,0,0,19,18,0,0.0,1.0,0
93b891d1,5,0,0,25,17,8,0.0,0.0,0
34bb6fbd,0,0,0,0,0,0,0.0,0.0,0
34bb6fbd,0,0,0,0,0,0,0.0,0.0,0
2146785a,7,0,0,31,36,3,1.0,0.0,1
aded8e6f,2,0,0,6,2,0,0.0,0.0,0
ac7e640b,1,0,0,3,1,0,0.0,0.0,0
226008f1,6,1,1,20,25,1,0.0,0.0,0
cd0fa27b,4,0,0,29,43,4,1.0,0.0,0
22ca11f1,2,0,0,10,2,0,0.0,1.0,0
78841da9,0,0,0,6,12,0,0.0,0.0,0
543d9d2b,0,0,0,0,0,0,0.0,0.0,0
356c9002,1,0,0,15,29,10,1.0,0.0,0
174944a3,0,0,0,1,0,0,0.0,0.0,0
54e53b7e,4,1,0,23,55,8,1.0,0.0,0
5bd72174,1,0,0,16,32,19,3.0,0.0,0
f7e2af2c,2,0,0,11,6,0,0.0,0.0,0
099a2de5,0,0,0,2,2,0,0.0,0.0,0
96960855,2,0,0,10,8,0,0.0,0.0,0
130a7a3f,5,0,0,25,30,4,1.0,0.0,0
0728bebe,8,1,0,41,63,1,0.0,1.0,0
ba3d3bea,4,0,0,9,4,0,0.0,1.0,0
d9624b51,8,0,0,47,33,1,0.0,0.0,0
d9624b51,2,0,0,5,3,0,0.0,1.0,1
7d50454d,3,0,0,15,13,1,0.0,0.0,0
1079c685,1,0,0,18,15,1,0.0,0.0,0
ae7058f9,11,1,1,32,32,0,0.0,1.0,0
e85fb9b8,4,0,0,19,15,1,1.0,3.0,1
b0f7e36c,0,0,0,2,3,2,0.0,0.0,0
b0f7e36c,3,1,0,30,36,11,2.0,0.0,0
c316607a,6,0,0,31,14,1,0.0,0.0,1
ae64d449,5,1,1,27,18,0,1.0,0.0,0
3f1107d5,0,0,0,0,0,0,0.0,0.0,0
bf356094,1,0,0,13,18,7,0.0,0.0,0
8b95acda,6,0,0,34,23,1,0.0,0.0,0
72be9309,0,0,0,0,0,0,0.0,0.0,0
04df29a5,0,0,0,1,0,3,0.0,0.0,0
8cabdc1e,1,0,0,2,5,0,0.0,0.0,0
8fef5412,0,0,0,2,1,0,0.0,0.0,0
8fef5412,3,0,0,15,8,0,0.0,0.0,0
e66ebabb,1,0,0,0,7,0,0.0,0.0,0
c693347d,4,0,0,36,48,15,1.0,0.0,0
45b9b619,3,1,1,24,52,4,3.0,0.0,0
c803c92a,0,0,0,1,0,0,0.0,0.0,0
4fa7cb9b,0,0,0,0,0,0,0.0,0.0,0
18736214,2,0,0,0,0,0,0.0,0.0,0
c976160c,0,0,0,3,1,1,0.0,0.0,0
f554e29b,1,0,0,2,5,0,0.0,2.0,0
4dea2f2c,0,0,0,0,0,0,0.0,0.0,0
35dd6d80,6,0,0,23,26,0,0.0,1.0,0
16657b95,8,0,0,31,13,4,0.0,0.0,1
8c964914,0,0,0,2,1,0,0.0,0.0,0
0ab1f153,9,1,0,33,65,3,2.0,0.0,0
ae5b04fe,4,0,0,15,6,0,0.0,0.0,0
a4fe8cda,0,0,0,8,3,0,0.0,0.0,0
3e092724,2,0,0,6,7,0,0.0,0.0,0
7ba1f1ef,2,0,0,11,4,0,0.0,0.0,0
44eb9093,2,0,0,11,11,0,0.0,0.0,0
c53083ad,5,0,0,17,19,1,0.0,0.0,0
d9565625,5,0,0,25,4,2,0.0,0.0,0
215f3907,3,0,0,26,28,3,0.0,1.0,0
94b2001f,6,0,0,25,20,2,0.0,0.0,0
263b855a,1,0,0,1,0,0,0.0,0.0,0
cf043a33,2,0,0,3,3,0,0.0,0.0,0
96e0490d,4,0,0,21,16,2,1.0,1.0,0
96e0490d,1,0,0,3,3,0,0.0,0.0,0
16bb656a,9,0,0,39,8,2,0.0,0.0,0
952a03fe,1,0,0,11,3,3,0.0,0.0,0
162efffd,5,2,1,33,125,1,0.0,1.0,0
ae4e2852,0,0,0,1,0,0,0.0,0.0,0
e74f0e59,4,0,0,42,18,1,0.0,0.0,0
854ee61a,1,0,0,14,20,5,0.0,0.0,0
7f267d66,1,0,0,6,5,0,0.0,0.0,0
7f267d66,2,0,0,12,3,0,0.0,0.0,0
081b6080,0,0,0,0,0,0,0.0,0.0,0
b0243215,0,0,0,1,2,0,0.0,0.0,0
e3cceee6,1,0,0,11,1,2,0.0,1.0,0
dc3fa3b5,6,0,0,33,28,1,0.0,0.0,0
5832ebfe,0,0,0,0,2,0,0.0,0.0,0
d97f2e8d,2,0,0,17,8,1,0.0,0.0,1
d97f2e8d,0,0,0,5,2,2,0.0,0.0,0
d97f2e8d,0,0,0,5,1,0,0.0,0.0,0
2990c466,0,0,0,2,2,0,0.0,0.0,0
13c8e5f6,0,0,0,1,0,0,0.0,0.0,0
d7d32194,5,0,0,39,37,22,0.0,0.0,0
39583cfd,0,0,0,7,6,11,1.0,0.0,0
e921b9db,0,0,0,1,3,0,0.0,0.0,0
ef94dc2f,1,0,0,16,20,6,0.0,0.0,0
ef94dc2f,1,0,0,5,15,0,1.0,0.0,0
230a2fac,11,0,0,49,60,3,1.0,1.0,0
e0ce7038,0,0,0,0,1,0,0.0,0.0,0
5048486b,1,0,0,13,17,2,0.0,0.0,0
9dc96f10,1,0,0,1,2,0,0.0,0.0,0
c3a847c7,0,0,0,0,0,0,0.0,0.0,0
bf309d24,4,1,1,17,4,0,0.0,0.0,0
407feb71,2,0,0,14,29,0,1.0,0.0,0
3a35db3d,1,0,0,5,0,1,0.0,0.0,0
0a3065c8,7,1,1,32,15,1,0.0,1.0,0
