id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
005ca692,260,250,10,6,2,2,5,0,4,0,2,0,226,0,5
00672021,124,121,3,1,2,0,1,1,1,0,0,0,113,0,1
0174ba21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0193a8bf,60,58,2,0,0,1,4,0,0,0,0,0,45,0,1
01a49bd2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01b8a2b2,285,185,99,28,0,1,0,0,0,0,0,0,220,1,0
01c3aff5,166,140,26,2,1,0,2,23,0,0,0,0,94,0,7
01e5f06e,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
01eb744d,141,139,2,0,1,0,2,1,0,0,0,0,100,0,6
02c15616,113,112,1,1,0,1,0,0,0,0,0,0,105,0,3
032f894e,82,78,4,0,0,2,0,2,0,0,0,0,74,0,0
0331786b,53,39,14,0,0,1,6,14,0,0,0,0,31,0,2
0375723e,14,12,1,0,0,0,0,1,0,0,0,0,10,1,1
03bd0bf4,207,197,8,8,0,2,0,0,0,0,0,0,171,2,0
03df04ff,183,130,53,21,0,1,0,0,0,0,0,0,127,0,0
042d286e,137,122,14,0,1,2,3,0,0,0,0,0,94,1,6
042e8a49,47,47,0,0,0,0,0,0,0,0,0,0,38,0,2
048a1cbc,257,239,18,3,0,1,14,1,14,5,4,2,224,0,3
04ac8285,38,32,6,1,0,0,0,0,0,0,0,0,31,0,0
0534149c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05439de2,445,371,71,4,0,2,18,64,3,1,2,0,359,3,8
05a84d52,153,146,7,0,0,1,9,5,0,0,0,0,104,0,3
05d548d8,459,443,16,16,2,5,0,0,0,0,0,0,402,0,0
061e8e23,40,39,0,0,1,0,1,0,0,0,0,0,29,1,3
06df8256,130,129,1,1,0,3,0,0,0,0,0,0,120,0,2
075fe5a3,103,101,2,2,0,1,0,0,0,0,0,0,82,0,0
07750704,73,72,1,0,1,0,1,1,0,0,0,0,62,0,1
07ab6542,24,22,1,0,0,0,0,0,0,0,0,0,14,1,2
08511d65,322,313,6,6,0,9,0,0,0,0,0,0,291,3,1
089550f5,311,266,44,5,2,1,12,39,0,0,0,0,258,1,4
08aa17d0,190,166,23,2,1,1,5,21,0,0,0,0,161,1,3
09586899,144,127,17,3,0,1,6,9,5,4,0,0,109,0,1
0959c2a2,136,132,4,3,0,7,2,1,0,0,0,0,125,0,3
099b9c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a6dbbf7,210,202,8,7,0,0,0,1,0,0,0,0,193,0,2
0a89e877,169,148,19,0,0,1,7,19,0,0,0,0,119,2,5
0ab1f153,218,199,17,3,0,4,4,14,0,0,0,0,194,2,3
0ac94a23,72,68,3,1,0,1,6,2,0,0,0,0,53,1,3
0acf0e1c,51,49,1,0,0,0,1,1,0,0,0,0,42,1,2
0aeeed3f,124,123,0,0,0,0,5,0,0,0,0,0,94,1,6
0b4f388a,59,58,0,0,1,0,3,0,0,0,0,0,38,1,4
0b5a292a,461,391,68,9,0,2,33,57,2,0,2,0,358,2,12
0b90bb97,76,70,6,2,0,0,3,2,0,0,0,0,57,0,2
0c2ac3cb,61,55,6,0,0,0,3,1,5,1,0,0,55,0,0
0d10333c,137,135,2,2,1,0,1,0,0,0,0,0,100,0,2
0d267745,388,382,6,5,0,1,0,1,0,0,0,0,356,0,1
0d82903c,512,449,62,7,1,1,31,55,0,0,0,0,432,1,12
0e100630,228,187,41,3,0,2,9,38,0,0,0,0,179,0,9
0e21fc3c,161,155,5,3,0,1,4,1,1,1,0,0,141,1,2
0e61c46b,77,43,34,14,0,0,0,0,0,0,0,0,48,0,0
0e6bc38c,22,20,1,0,0,0,0,0,0,0,0,0,16,1,0
0ef89a37,576,531,42,4,4,1,25,6,32,22,0,0,482,3,13
0f5e0b8a,207,163,42,7,0,1,7,35,0,0,0,0,141,2,8
0f888175,48,43,5,0,0,0,2,5,0,0,0,0,40,0,0
101da2b5,495,482,9,8,4,1,0,1,0,0,0,0,429,4,4
106bca06,168,136,32,2,0,0,10,30,0,0,0,0,133,0,6
111c3236,250,230,19,2,0,7,2,17,0,0,0,0,220,1,4
119b9a8e,845,810,33,14,0,21,4,19,0,0,0,0,778,2,4
11b9265b,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0
11fd2b75,139,136,3,3,0,4,0,0,0,0,0,0,114,0,1
129af0db,36,35,1,0,0,0,0,0,0,0,0,0,21,0,0
12c50af5,16,15,1,0,0,0,0,0,1,0,0,0,11,0,1
12e6d21a,56,56,0,0,0,1,1,0,0,0,0,0,41,0,1
13ac19de,159,135,23,9,0,1,15,6,8,3,3,0,114,1,4
13c44fc5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0
1432d037,14,14,0,0,0,0,0,0,0,0,0,0,8,0,0
1453e3cf,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1467af0d,603,579,22,19,3,7,1,2,1,0,0,0,552,2,4
149895bf,154,144,8,2,1,0,13,2,4,3,1,0,120,2,5
14b8fcdf,133,125,8,7,1,0,0,1,0,0,0,0,110,0,0
14e8e9d7,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
15eb04ec,247,222,25,9,0,1,13,3,13,1,9,0,202,0,4
163bbd4a,79,71,7,0,0,0,1,0,0,0,0,0,53,1,4
16657b95,342,336,4,3,0,3,3,1,0,0,0,0,289,2,7
16b9d5cf,319,286,33,7,0,2,1,26,0,0,0,0,281,0,4
1840e36d,180,122,56,12,0,2,0,0,0,0,0,0,127,2,0
1880614f,186,175,11,1,1,3,25,0,10,6,0,2,122,0,9
19053e31,106,101,3,1,1,2,6,2,0,0,0,0,79,2,6
1971591f,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
19cda00b,398,371,25,6,2,6,35,6,13,5,3,0,320,2,8
19e4dca5,150,142,8,8,0,2,0,0,0,0,0,0,105,0,0
19e4eab9,236,228,7,7,0,1,0,0,0,0,0,0,195,1,0
1a2935f6,143,137,4,4,0,0,0,0,0,0,0,0,125,2,0
1a6b7ea4,195,192,3,1,1,1,0,2,0,0,0,0,161,0,0
1a6f2a66,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
1a992676,231,223,7,0,2,1,9,0,7,5,0,0,208,1,2
1adcf39e,268,238,30,7,1,1,3,23,0,0,0,0,228,0,3
1b7ec703,45,44,1,0,2,0,0,0,0,0,0,0,35,0,1
1bacc518,814,785,28,21,0,3,2,7,0,0,0,0,726,1,8
1bebde9d,56,34,22,4,0,0,0,0,0,0,0,0,49,0,0
1bf33a9a,256,242,12,2,1,1,16,1,9,1,8,0,202,2,14
1d1691ad,168,149,18,0,0,0,17,18,0,0,0,0,147,1,9
1d8e9add,240,236,2,2,0,2,0,0,0,0,0,0,219,2,0
1ddbb0da,370,263,107,32,0,1,0,0,0,0,0,0,252,0,0
1e26e376,32,19,13,2,0,0,0,0,0,0,0,0,20,0,0
1e43fad8,157,108,49,11,0,0,0,0,0,0,0,0,101,0,0
1f9328da,113,112,0,0,1,2,5,0,0,0,0,0,87,1,2
1fb1c435,156,148,4,1,0,0,5,0,0,0,0,0,124,4,3
21512407,491,387,102,17,1,4,45,65,20,7,12,0,365,2,4
21a66f6a,187,170,13,0,2,3,4,6,2,0,0,0,141,4,6
2319ebe3,109,105,3,3,0,0,0,0,0,0,0,0,78,1,2
2327c29e,27,27,0,0,0,0,6,0,0,0,0,0,14,0,1
2475dcc6,484,457,18,1,7,0,28,5,2,0,2,0,343,9,20
24b98f95,49,49,0,0,0,0,2,0,0,0,0,0,38,0,3
