id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
005ca692,212,205,7,5,2,1,3,0,2,0,2,0,194,0,1
00672021,114,110,4,4,0,0,1,0,0,0,0,0,95,0,1
0076ab7f,357,341,16,15,0,5,0,1,0,0,0,0,327,0,1
01204d46,23,23,0,0,0,0,0,0,0,0,0,0,15,0,0
012c975a,230,228,2,2,0,1,0,0,0,0,0,0,200,0,1
016ff750,115,108,7,1,0,0,7,6,0,0,0,0,92,0,1
0176f037,259,209,50,6,0,1,24,44,0,0,0,0,187,0,11
01b8a2b2,172,127,45,6,0,1,0,0,0,0,0,0,159,0,0
01c3aff5,175,172,2,0,0,1,0,2,0,0,0,0,142,1,4
01da7812,75,64,11,4,0,1,8,0,7,6,0,0,55,0,0
01eb744d,209,205,3,0,1,0,13,0,3,0,2,0,150,1,14
028e70b9,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
02c15616,305,282,22,2,0,1,12,17,1,0,0,0,240,1,12
02caf6e0,142,108,34,0,0,0,15,34,0,0,0,0,105,0,9
0331786b,121,85,36,4,0,3,10,32,0,0,0,0,82,0,2
03622183,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
038aa94a,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
042e8a49,252,249,2,0,0,0,31,2,0,0,0,0,189,1,14
048a1cbc,619,561,58,8,2,1,18,41,9,5,2,0,545,0,6
04e17fd5,57,45,12,0,0,0,1,1,0,0,0,0,42,0,2
05439de2,699,674,25,20,1,6,9,5,0,0,0,0,620,0,5
056269d7,231,220,11,8,0,0,4,3,0,0,0,0,212,0,3
05a84d52,114,110,3,0,0,0,7,0,0,0,0,0,72,1,7
05d548d8,598,579,16,14,0,2,1,2,0,0,0,0,520,3,4
0630eb63,22,21,1,0,0,0,1,0,0,0,0,0,15,0,1
06f33dc8,61,48,12,0,1,0,0,0,0,0,0,0,49,1,0
08511d65,381,373,8,6,0,17,0,2,0,0,0,0,346,0,3
0880e10b,38,25,13,2,0,0,0,0,0,0,0,0,35,0,0
08aa9cd1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
091c86e2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
0959c2a2,310,293,16,3,0,1,8,13,0,0,0,0,259,1,6
096a77c4,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0
0a3d6d2b,102,91,11,0,0,0,4,11,0,0,0,0,84,0,3
0a6dbbf7,57,56,1,1,0,0,0,0,0,0,0,0,45,0,1
0a721e85,56,55,1,0,0,0,3,0,0,0,0,0,37,0,1
0a89e877,86,75,11,0,0,0,2,11,0,0,0,0,61,0,2
0ab1f153,476,410,62,11,0,8,59,34,17,6,9,0,384,4,9
0b4f388a,84,76,8,0,0,1,0,0,0,0,0,0,67,0,1
0ba976e4,104,101,3,0,0,1,1,3,0,0,0,0,93,0,2
0be95d34,60,59,1,1,0,1,3,0,0,0,0,0,45,0,2
0c2ac3cb,106,103,3,2,0,0,2,0,1,0,0,0,91,0,1
0cadc46d,62,61,1,0,0,0,2,0,0,0,0,0,39,0,1
0d82903c,401,351,47,8,1,0,17,39,0,0,0,0,334,3,7
0d9b2d31,333,321,12,0,1,1,5,2,10,2,1,0,288,0,8
0e6bc38c,70,60,10,0,0,0,1,2,0,0,0,0,52,0,3
0eac2f24,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
0ef89a37,121,116,4,1,1,1,4,0,3,3,0,0,96,1,1
101da2b5,267,257,10,9,1,0,2,0,1,0,0,0,236,0,1
10549b49,76,67,8,0,0,1,3,0,0,0,0,0,51,1,0
108fe016,155,154,0,0,0,2,0,0,0,0,0,0,138,1,1
10fe831e,197,189,8,8,0,1,0,0,0,0,0,0,162,0,1
119b9a8e,309,305,3,2,0,2,0,1,0,0,0,0,290,1,0
1265a93a,377,315,61,6,0,1,37,49,6,2,2,1,298,1,5
129af0db,165,158,7,0,0,3,4,0,0,0,0,0,117,0,5
12aa7661,239,184,50,1,0,0,8,49,0,0,0,0,184,5,4
1394bf42,23,18,5,0,0,0,0,5,0,0,0,0,21,0,1
13ea2544,146,143,3,2,0,0,4,1,0,0,0,0,108,0,5
1467af0d,432,402,29,15,1,1,1,12,2,1,0,0,397,1,6
148e136f,134,121,13,6,1,0,5,0,4,0,2,0,111,0,4
14b8fcdf,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
14e05913,32,26,6,2,0,0,0,0,0,0,0,0,25,0,0
14e8fe86,277,270,7,7,0,2,0,0,0,0,0,0,260,0,2
15975a3c,114,80,34,3,0,0,11,25,5,0,2,0,68,0,2
15d0c248,98,94,4,2,0,0,0,2,0,0,0,0,89,0,0
15f3ec41,154,148,6,0,0,0,12,6,0,0,0,0,123,0,2
15fd5593,208,201,7,5,0,1,2,1,0,0,0,0,166,0,2
169fd162,21,20,1,0,0,0,2,0,0,0,0,0,13,0,0
16ceb862,72,69,3,0,0,0,0,1,0,0,0,0,55,0,2
17145c90,25,21,4,0,0,0,0,4,0,0,0,0,20,0,1
178ae8f8,202,198,2,0,0,0,5,0,0,0,0,0,147,2,10
17e3e467,255,237,18,10,0,9,5,2,6,0,2,0,232,0,2
1840e36d,455,350,105,20,0,0,0,0,0,0,0,0,366,0,0
18b896d6,630,613,12,12,1,8,0,0,0,0,0,0,544,5,3
19709006,151,141,8,8,1,3,10,0,0,0,0,0,126,2,5
19a967ab,24,24,0,0,0,0,2,0,0,0,0,0,13,0,2
19cda00b,358,311,43,11,4,6,42,11,21,9,6,0,249,4,13
1a2935f6,204,197,6,5,0,0,3,1,0,0,0,0,173,1,0
1a4b9094,176,155,21,2,0,0,15,19,0,0,0,0,148,0,2
1a799243,273,234,38,7,0,1,20,29,2,0,2,0,188,1,2
1a992676,109,106,3,1,0,0,5,0,2,2,0,0,88,0,3
1adcf39e,181,163,17,1,0,2,3,16,0,0,0,0,144,1,5
1bacc518,510,503,7,4,1,0,1,3,0,0,0,0,483,0,2
1bd5735a,162,129,33,1,0,1,0,32,0,0,0,0,119,0,3
1bf33a9a,167,165,1,1,0,0,6,0,0,0,0,0,130,1,6
1c07b06e,251,247,2,2,1,3,2,0,0,0,0,0,206,2,6
1c78737d,67,66,0,0,0,0,4,0,0,0,0,0,51,1,2
1c90cd29,93,89,4,4,0,0,0,0,0,0,0,0,85,0,0
1cb49278,404,391,13,11,1,1,0,2,0,0,0,0,358,0,3
1d1691ad,14,9,5,0,0,0,1,5,0,0,0,0,12,0,0
1d2d5cc8,247,189,58,20,0,0,0,0,0,0,0,0,172,0,0
1d5cab82,280,276,3,0,0,0,5,3,0,0,0,0,204,1,4
1dbfae2d,80,78,1,0,0,0,6,1,0,0,0,0,56,1,5
1e064bfb,39,33,6,1,0,0,0,0,0,0,0,0,34,0,0
1e1378e1,29,27,2,1,0,0,1,0,1,1,0,0,25,0,1
1e465e70,24,24,0,0,0,0,0,0,0,0,0,0,23,0,0
1ec7e1c5,333,329,4,3,0,1,0,1,0,0,0,0,284,0,0
1f3afdcb,281,271,9,5,0,0,0,4,0,0,0,0,246,1,2
1f44ac21,163,146,16,0,1,1,6,2,0,0,0,0,120,1,7
1f9328da,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
20030c06,203,194,8,4,0,0,3,4,0,0,0,0,169,1,0
2054d037,21,18,3,0,0,0,0,0,0,0,0,0,15,0,0
20df3aaf,69,69,0,0,0,0,0,0,0,0,0,0,58,0,2
20e73fac,250,213,37,9,0,6,33,1,21,11,10,0,198,0,7
21453b2e,4,3,1,1,0,0,0,0,0,0,0,0,3,0,0
21512407,473,380,91,4,0,2,34,78,9,1,8,0,360,2,12
22721b88,274,222,51,5,0,2,11,46,0,0,0,0,219,1,8
22798128,99,92,6,6,0,0,0,0,0,0,0,0,80,1,2
22aba139,23,21,2,2,0,4,0,0,0,0,0,0,15,0,2
24051310,351,260,91,9,0,0,19,82,0,0,0,0,250,0,4
2475dcc6,262,221,36,8,3,0,28,2,21,4,6,0,183,5,7
24f59bb2,230,212,18,2,0,0,4,16,0,0,0,0,212,0,2
