id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0076ab7f,328,309,19,16,0,6,0,2,0,0,0,0,296,0,2
009a4f60,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0
00f518d8,31,25,6,1,0,0,1,5,0,0,0,0,27,0,0
01b8a2b2,103,80,23,4,0,1,0,0,0,0,0,0,89,0,0
01c3aff5,152,145,5,0,0,0,3,5,0,0,0,0,115,2,6
01e5f06e,264,241,23,2,0,2,15,20,1,0,1,0,230,0,5
01eb744d,114,109,5,1,0,0,8,0,2,0,1,0,92,0,3
02c15616,117,108,7,0,0,0,3,7,0,0,0,0,98,2,5
032f894e,106,104,2,2,0,0,0,0,0,0,0,0,102,0,2
03998238,27,24,3,0,0,0,1,0,0,0,0,0,24,0,1
03df04ff,205,143,61,14,0,0,0,0,0,0,0,0,149,1,0
042e8a49,212,206,6,0,1,3,20,6,0,0,0,0,166,0,5
048a1cbc,311,248,63,11,0,0,10,48,4,0,3,0,253,0,5
049a888d,174,157,17,7,6,0,23,1,9,3,5,1,122,0,6
04e17fd5,28,20,8,0,0,0,2,0,0,0,0,0,19,0,1
04e531b6,78,78,0,0,0,0,0,0,0,0,0,0,70,0,0
05439de2,322,300,22,5,0,0,14,15,2,0,2,0,279,0,2
05d548d8,224,218,5,5,0,5,0,0,0,0,0,0,190,1,3
05e19d6a,185,180,5,4,0,1,6,1,0,0,0,0,160,0,3
0670ee51,132,126,6,6,0,0,0,0,0,0,0,0,114,0,0
06a1d642,139,124,15,1,0,0,5,4,0,0,0,0,111,0,9
08511d65,550,522,25,16,1,3,1,9,0,0,0,0,511,3,0
08990838,159,151,8,6,0,3,1,1,0,0,0,0,133,0,0
08f5afaa,239,176,62,16,0,0,0,0,0,0,0,0,198,1,0
08fe932d,84,82,2,2,0,0,0,0,0,0,0,0,81,0,0
0959c2a2,322,321,1,1,2,6,15,0,0,0,0,0,274,0,9
0a084b35,342,289,51,5,0,0,19,46,0,0,0,0,281,2,10
0a69de7b,153,153,0,0,0,1,1,0,0,0,0,0,124,0,1
0a6dbbf7,465,453,12,10,0,5,0,0,0,0,0,0,405,0,2
0a89e877,73,67,6,0,1,1,5,6,0,0,0,0,64,0,1
0ab1f153,281,235,45,11,0,12,24,29,5,1,3,0,234,1,5
0b5a292a,144,123,21,4,1,2,4,17,0,0,0,0,124,0,3
0ba976e4,105,102,3,0,0,0,4,1,2,2,0,0,90,0,1
0c7a48f8,308,285,23,7,0,0,6,13,0,0,0,0,251,0,8
0ca476cc,41,38,3,0,0,1,0,0,0,0,0,0,32,0,1
0d267745,449,439,9,7,0,11,0,2,0,0,0,0,407,1,3
0d4fd3a0,266,253,13,9,0,3,0,4,0,0,0,0,227,0,3
0d82903c,196,181,14,2,0,3,5,12,0,0,0,0,175,1,1
0d9b2d31,287,279,8,1,3,6,3,2,0,0,0,0,253,0,2
0db169ae,354,300,50,25,2,1,28,5,18,9,6,0,265,4,11
0df2b165,217,209,4,2,0,3,2,2,0,0,0,0,173,4,1
0e6bc38c,91,84,2,0,3,0,0,0,0,0,0,0,65,5,1
0f41e2ee,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0
0fdcef0e,74,60,12,5,0,0,8,0,7,3,3,0,59,2,2
10549b49,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
10745192,12,11,1,0,0,0,1,1,0,0,0,0,8,0,1
119b9a8e,255,252,3,0,0,1,0,3,0,0,0,0,240,0,1
121101a4,304,291,13,13,0,0,1,0,0,0,0,0,260,0,1
1265a93a,383,333,48,6,0,5,28,40,2,1,0,0,314,2,14
129af0db,59,53,6,0,0,0,2,0,0,0,0,0,39,0,3
12dcbdcc,49,43,6,0,0,1,1,6,0,0,0,0,34,0,2
12e7ac0a,15,13,2,0,0,0,1,0,0,0,0,0,12,0,0
132a82f1,123,116,7,6,0,0,1,1,0,0,0,0,106,0,1
1338e42b,44,39,5,0,0,0,1,5,0,0,0,0,34,0,1
1339039e,59,58,1,0,0,0,10,1,0,0,0,0,39,0,4
133faa84,164,162,2,2,0,1,0,0,0,0,0,0,141,0,1
13d23b29,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1
141b0bd2,208,184,24,2,0,1,4,22,0,0,0,0,171,0,3
1467af0d,690,641,47,44,1,2,1,3,0,0,0,0,639,2,6
148af9a8,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
14b8fcdf,55,55,0,0,0,0,1,0,0,0,0,0,48,0,0
15413fa5,291,281,10,10,1,4,1,0,0,0,0,0,249,0,4
15ab5a2b,95,91,4,0,2,0,2,0,0,0,0,0,79,0,2
15b287da,280,258,20,9,0,4,14,0,8,4,3,0,221,2,6
15ea94de,22,20,2,0,0,0,1,0,0,0,0,0,15,0,0
15f3ec41,215,198,13,5,2,4,11,2,5,3,0,0,173,4,3
15fd5593,66,65,1,1,0,0,1,0,0,0,0,0,59,0,1
162efffd,244,221,19,7,0,3,20,7,5,2,1,0,189,4,3
163bbd4a,60,57,3,0,0,0,0,0,0,0,0,0,35,0,1
16ceb862,151,137,12,1,1,1,2,0,0,0,0,0,95,2,7
17370b95,73,67,5,5,0,1,0,0,0,0,0,0,49,1,1
17458720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178ae8f8,80,78,1,0,0,0,2,0,0,0,0,0,64,1,2
1840e36d,201,165,35,4,0,0,0,0,0,0,0,0,173,1,1
184ad240,43,39,4,0,1,0,3,2,1,1,0,0,33,0,3
1880614f,97,78,18,6,0,4,7,6,6,1,0,1,80,1,1
18b896d6,287,280,7,4,0,5,0,1,0,0,0,0,267,0,1
18dd3219,67,64,3,2,0,3,1,0,0,0,0,0,61,0,0
1971591f,14,11,3,0,0,0,2,0,0,0,0,0,9,0,0
19a967ab,120,93,27,1,0,0,4,26,0,0,0,0,78,0,1
19cae58d,168,160,8,3,0,0,7,0,0,0,0,0,141,0,6
19cda00b,78,65,11,2,4,2,10,1,8,5,2,0,53,2,1
