id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1c529186,Ignazio Abate,it ITA,DF,Milan,31,1986,14.5,1070,67,342,579,156,11,1070,10,4,40.0,6,60.0,646,2673,1487,27,13,4,8,2,695,43,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,30,1988,36.8,2178,257,1019,1060,112,28,2178,11,9,81.8,2,18.2,1191,7946,4406,39,26,2,20,8,1306,17,Matches
d7403bd5,Afriyie Acquah,gh GHA,MF,Empoli,26,1992,16.8,901,22,132,474,315,29,901,35,27,77.1,8,22.9,623,4409,2387,58,45,9,32,21,690,76,Matches
ce5b170a,Claud Adjapong,it ITA,"MF,FW",Sassuolo,20,1998,3.0,147,5,29,62,59,8,147,14,6,42.9,8,57.1,71,399,168,6,4,4,12,6,79,19,Matches
06050480,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,24,1993,1.8,137,7,34,56,50,4,137,7,5,71.4,2,28.6,73,419,252,7,2,0,0,1,79,11,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,27,1990,1.8,53,4,10,31,12,2,53,2,0,0.0,2,100.0,25,106,25,2,2,0,4,2,32,5,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,21,1996,24.0,1497,63,382,699,444,35,1497,61,30,49.2,31,50.8,658,4369,2412,62,56,6,35,23,761,96,Matches
5294a83f,Luis Alberto,es ESP,"MF,FW",Lazio,25,1992,22.1,1747,11,137,817,821,51,1746,41,24,58.5,17,41.5,1056,6301,3855,100,112,13,48,43,1212,132,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Napoli,32,1985,19.0,1292,130,529,735,31,7,1292,2,1,50.0,1,50.0,758,3466,1959,4,4,0,5,2,889,2,Matches
cc700722,Allan,br BRA,MF,Napoli,27,1991,29.1,2582,70,466,1711,439,26,2582,64,41,64.1,23,35.9,1757,8379,4562,49,66,14,34,42,1876,45,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,36,1981,32.5,1564,277,898,601,75,28,1564,3,3,100.0,0,0.0,739,4057,2384,4,4,0,6,1,811,5,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Sampdoria,22,1996,32.0,2328,277,1033,1260,52,17,2328,16,15,93.8,1,6.3,1363,8170,5150,25,12,1,10,6,1585,3,Matches
13d820de,Marco Andreolli,it ITA,DF,Cagliari,32,1986,1.2,84,12,42,41,1,1,84,0,0,,0,,33,125,79,0,0,0,0,0,60,0,Matches
13d820de,Marco Andreolli,it ITA,DF,Chievo,32,1986,7.2,314,43,183,128,5,2,314,0,0,,0,,146,530,273,1,1,0,1,1,182,0,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,31,1986,20.1,1159,37,233,474,479,36,1159,80,53,66.3,27,33.8,632,5111,2846,96,60,9,48,33,660,108,Matches
43a2e16c,Mirco Antenucci,it ITA,FW,SPAL,33,1984,23.7,764,4,46,330,398,73,762,42,20,47.6,22,52.4,557,2886,996,41,26,14,77,45,611,172,Matches
40f0ed6c,Luca Antonelli,it ITA,DF,Empoli,31,1987,8.4,490,37,142,240,110,18,490,7,5,71.4,2,28.6,259,1496,937,26,20,4,12,4,277,28,Matches
0830a4f9,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,20,1998,0.6,45,3,11,30,5,0,45,1,1,100.0,0,0.0,25,124,83,0,2,0,0,5,28,0,Matches
eb823875,Joaquín Ardaiz,uy URU,FW,Frosinone,19,1999,0.2,5,0,0,3,2,0,5,1,1,100.0,0,0.0,2,3,3,0,0,0,0,1,3,0,Matches
68b78c2a,Lorenzo Ariaudo,it ITA,DF,Frosinone,29,1989,18.7,823,149,491,322,16,13,823,3,3,100.0,0,0.0,413,2524,1518,9,3,1,2,1,455,1,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,17,2001,0.4,27,1,9,14,4,0,27,0,0,,0,,14,111,98,0,1,0,0,1,18,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,Inter,29,1988,29.7,2475,77,588,1332,579,20,2475,65,40,61.5,25,38.5,1540,7411,4524,90,83,12,36,23,1761,153,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,21,1997,36.0,1253,1153,1247,6,0,0,1253,0,0,,0,,621,2902,1941,0,0,0,2,0,480,0,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Sassuolo,25,1993,16.5,514,29,47,219,256,74,512,21,10,47.6,11,52.4,316,1401,514,15,14,11,64,28,368,97,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Lazio,29,1989,12.7,1034,26,201,666,180,4,1034,37,29,78.4,8,21.6,552,2441,1216,19,13,3,10,9,703,12,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,23,1994,25.6,1679,74,358,1089,256,30,1679,84,60,71.4,24,28.6,1071,5565,2908,49,54,5,55,42,1126,45,Matches
509a4ccb,Keita Baldé,sn SEN,FW,Inter,23,1995,9.9,450,3,28,141,289,56,450,34,20,58.8,14,41.2,330,2327,1132,57,25,19,25,16,368,98,Matches
9be4ee80,Andrija Balić,hr CRO,"FW,MF",Udinese,20,1997,0.3,28,1,6,14,10,0,28,1,0,0.0,1,100.0,17,88,30,0,0,0,0,2,18,2,Matches
0821331c,Mattia Bani,it ITA,DF,Chievo,24,1993,29.0,1647,236,976,631,53,21,1647,2,1,50.0,1,50.0,781,3467,1997,4,6,1,14,7,927,11,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,23,1994,3.7,211,3,39,129,44,1,211,4,3,75.0,1,25.0,149,779,369,9,7,0,6,7,163,11,Matches
c010b898,Federico Barba,it ITA,DF,Chievo,24,1993,27.6,1567,146,707,730,147,12,1567,7,3,42.9,4,57.1,696,3366,2067,30,14,1,9,4,820,34,Matches
0acda699,Francesco Bardi,it ITA,GK,Frosinone,26,1992,3.0,82,71,82,0,0,0,82,0,0,,0,,41,272,187,0,0,0,1,0,24,0,Matches
6928979a,Nicolò Barella,it ITA,MF,Cagliari,21,1997,34.5,2423,43,363,1395,707,58,2422,67,42,62.7,25,37.3,1472,8731,4219,112,86,21,113,63,1683,139,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,30,1988,29.1,1131,68,333,549,269,22,1131,32,14,43.8,17,53.1,638,2916,1415,30,30,3,38,27,697,84,Matches
43a1bea5,Édgar Barreto,py PAR,MF,Sampdoria,34,1984,8.7,596,12,97,337,163,15,596,6,1,16.7,5,83.3,275,899,406,4,8,0,12,6,431,36,Matches
e5bf73f3,Musa Barrow,gm GAM,FW,Atalanta,19,1998,6.7,352,1,14,115,229,47,352,19,7,36.8,12,63.2,260,1546,739,33,20,17,41,13,289,79,Matches
7c0000fd,Andrea Barzagli,it ITA,DF,Juventus,37,1981,2.9,216,15,76,133,7,0,216,1,0,0.0,1,100.0,147,622,360,3,1,0,0,3,165,0,Matches
ea06dd97,Daniele Baselli,it ITA,MF,Torino,26,1992,26.4,1551,40,260,829,479,40,1551,31,22,71.0,9,29.0,770,4418,2181,50,41,2,51,33,950,73,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Parma,19,1999,18.8,843,133,465,365,24,6,843,7,5,71.4,2,28.6,453,2368,1282,7,9,4,3,2,449,1,Matches
c01c66d9,Bastos,ao ANG,DF,Lazio,27,1991,12.7,680,67,292,325,68,11,680,12,10,83.3,2,16.7,418,2562,1533,24,13,1,7,4,446,8,Matches
438dfc6a,Andrea Beghetto,it ITA,DF,Frosinone,23,1994,24.7,1336,66,406,499,440,28,1336,21,7,33.3,14,66.7,618,2704,1527,34,34,6,17,10,749,141,Matches
d3d758d8,Valon Behrami,ch SUI,MF,Udinese,33,1985,15.1,674,42,202,420,59,7,674,10,5,50.0,5,50.0,280,1164,468,4,1,1,15,18,284,5,Matches
d705ba44,Andrea Belotti,it ITA,FW,Torino,24,1993,36.7,1280,27,90,506,705,194,1274,82,34,41.5,48,58.5,753,4375,2168,82,76,34,113,76,995,267,Matches
0000acda,Marco Benassi,it ITA,MF,Fiorentina,23,1994,25.4,1090,32,148,538,413,70,1090,24,16,66.7,8,33.3,613,3151,1785,58,35,8,33,15,746,148,Matches
3b15ef2d,Medhi Benatia,ma MAR,DF,Juventus,31,1987,5.0,374,34,172,192,14,3,374,2,2,100.0,0,0.0,226,1032,523,3,2,0,0,2,260,0,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,Empoli,20,1997,32.9,2347,75,524,1419,442,10,2347,85,66,77.6,19,22.4,1401,7995,3699,49,51,8,54,44,1452,57,Matches
