id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
65d62814,0,0,0,0,0,0.0,0.0,1,3,5,1,1,1,0,0,151.0,65.0,0.0
8875b8c9,1,0,0,0,0,1.0,0.0,5,18,35,6,19,37,0,1,1053.5,737.2,16.0
011d8c56,16,0,0,1,1,15.4,0.4,81,158,361,57,100,150,7,23,10938.3,4430.0,407.1
2f965a72,5,2,0,1,0,4.1,-0.9,14,32,105,27,29,57,2,4,2824.5,1200.6,56.8
9f0ea33f,41,5,0,8,1,38.7,-1.3,130,397,750,157,282,576,16,27,24900.0,11731.2,380.7
967f34d3,43,5,3,3,0,41.1,-1.9,184,518,691,122,292,523,19,11,25843.4,14483.2,107.8
f6798fc3,3,1,0,0,0,4.7,1.7,34,75,123,24,45,73,1,1,4145.1,2142.0,11.7
81a606fc,3,0,0,2,0,3.4,0.4,19,76,73,8,24,49,3,3,3613.5,1536.0,31.5
04ac8285,30,6,2,1,1,29.1,0.1,116,366,549,133,205,385,6,13,19269.9,10516.5,179.4
1840e36d,20,0,0,4,0,26.7,6.7,76,280,865,200,217,403,21,33,26469.0,8180.9,478.5
75751c99,33,1,1,7,0,30.7,-2.3,213,598,605,107,217,396,11,38,27890.5,13714.4,615.6
ac295d9e,51,4,2,3,1,45.8,-4.2,266,822,815,88,244,419,24,75,42054.0,17299.6,1342.5
c9cb972b,23,1,1,3,0,21.0,-2.0,95,233,329,68,132,234,6,6,11251.8,6428.4,64.8
67669ce7,3,0,0,0,0,3.1,0.1,25,76,100,22,26,39,2,2,4250.0,1214.2,27.2
af245161,3,1,0,1,0,2.3,-0.7,6,14,24,6,9,7,0,0,912.0,360.9,0.0
a01c3d54,51,3,1,8,2,52.7,3.7,170,491,772,193,333,590,20,45,29027.2,13253.4,648.0
307fcd26,8,3,0,2,1,6.5,-0.5,16,45,112,16,43,72,3,0,3136.0,1474.9,0.0
a4995f48,27,1,2,4,0,27.4,0.4,149,453,462,73,147,235,16,31,21760.2,8702.4,508.4
9109185e,9,0,1,0,0,5.2,-3.8,41,101,138,27,30,52,6,0,5713.2,1644.0,0.0
73683fa9,58,6,0,4,2,53.9,-2.1,218,661,834,118,302,474,26,50,34277.4,15039.6,795.0
4df0dff8,12,0,0,1,0,7.9,-4.1,23,58,147,34,36,69,2,8,4527.6,1461.6,146.4
8fae77ea,39,6,2,3,0,43.6,4.6,238,711,714,122,336,540,12,15,31130.4,18614.4,163.5
a9dc785c,2,0,0,0,0,1.6,-0.4,5,10,46,5,15,22,1,4,1127.0,363.0,66.4
ee8508c0,27,3,1,4,3,29.8,5.8,232,589,635,111,316,532,12,12,26162.0,15768.4,157.2
b5bdf144,0,0,0,0,0,0.5,0.5,6,17,51,15,12,21,3,0,1586.1,496.8,0.0
97852360,37,8,3,2,0,34.3,-2.7,262,572,558,85,250,386,8,11,23715.0,14175.0,144.1
f9b42381,2,0,0,0,0,0.6,-1.4,6,12,21,3,4,12,0,0,789.6,228.0,0.0
8f29e08b,3,1,0,0,0,2.6,-0.4,12,38,50,10,14,27,0,3,2230.0,740.6,54.6
aae17c81,1,1,0,0,0,1.0,0.0,1,6,2,0,5,1,0,0,99.0,326.0,0.0
605eb473,60,14,2,6,1,60.9,1.9,241,644,888,176,306,520,26,28,35164.8,14657.4,383.6
374ee424,32,7,2,3,0,30.0,-2.0,139,351,767,76,146,297,6,42,25157.6,7387.6,730.8
ba3ca78f,19,3,0,1,0,20.1,1.1,84,195,170,9,66,107,3,3,8942.0,4349.4,34.5
cda0b317,48,11,1,3,1,46.9,-0.1,135,406,905,137,241,455,10,51,29865.0,8555.5,907.8
24279b8b,24,3,1,1,0,21.2,-2.8,128,367,376,61,142,226,5,13,17672.0,8236.0,200.2
ea83bfa6,42,4,1,5,0,42.8,0.8,304,823,974,115,299,499,25,66,41979.4,16684.2,1095.6
5dcf3e90,29,5,1,2,2,34.6,7.6,304,716,838,145,268,495,20,20,35363.6,16508.8,262.0
9970da54,3,1,0,0,0,2.2,-0.8,29,61,56,9,27,34,1,1,2581.6,1563.3,9.1
8f8c6934,37,5,0,2,2,38.3,3.3,359,970,880,46,259,383,20,69,46376.0,15151.5,1248.9
5512b1a9,18,5,1,0,1,15.8,-1.2,47,175,223,58,74,117,7,4,9321.4,4469.6,58.0
6f51e382,36,6,2,1,0,34.8,-1.2,122,239,1206,177,224,379,18,39,30994.2,6585.6,592.8
7b456af7,31,2,3,2,1,27.3,-2.7,145,375,692,155,234,405,18,28,23666.4,10506.6,420.0
bfb15d99,2,0,0,1,0,1.6,-0.4,9,24,43,13,19,46,0,4,1578.1,598.5,64.4
cde52ef5,5,0,0,0,0,3.7,-1.3,13,40,58,8,28,44,1,4,1838.6,1425.2,51.2
61bb7498,5,0,0,0,0,6.4,1.4,31,74,67,5,24,52,2,2,3544.3,1608.0,20.4
