id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
039ae103,0,0,0,11.0,-1.0,79,183,203,33,68,127,5,4,8810.2,3726.4,49.2
04ac8285,1,0,0,11.3,0.3,67,187,225,42,95,170,3,11,9315.0,4949.5,211.2
0f7dbaf6,0,0,0,1.5,-0.5,1,4,18,6,7,16,0,2,471.6,212.8,61.0
10072610,0,0,1,24.0,0.0,117,328,518,82,129,287,11,16,19735.8,6256.5,208.0
1840e36d,0,3,1,32.7,5.7,89,300,1086,243,235,472,26,44,32145.6,8601.0,690.8
24279b8b,0,0,0,4.4,-0.6,32,50,45,2,14,23,1,4,2227.5,834.4,77.6
307fcd26,1,3,1,18.2,-1.8,80,232,447,73,120,258,4,11,15287.4,4860.0,147.4
374ee424,0,4,1,35.0,-2.0,204,520,998,132,217,415,9,47,35029.8,10784.9,813.1
5dcf3e90,1,6,1,36.0,-3.0,205,489,799,204,263,539,24,34,28124.8,13886.4,513.4
61bb7498,0,0,0,2.3,-0.7,34,69,102,26,17,19,0,15,4100.4,1188.3,364.5
625c144a,0,0,0,2.7,-1.3,10,25,76,18,21,33,1,0,1968.4,863.1,0.0
63d17038,0,3,1,6.3,-1.7,59,151,180,24,63,93,2,3,8100.0,3937.5,37.2
67669ce7,0,0,0,10.2,2.2,37,111,125,13,33,65,2,11,5812.5,1996.5,198.0
6c4776b1,2,3,1,44.7,0.7,342,834,708,60,297,512,31,21,35683.2,19334.7,241.5
6f51e382,1,4,2,28.6,-1.4,78,171,881,156,161,283,17,32,23346.5,5087.6,505.6
7b456af7,0,0,0,5.8,0.8,17,37,120,22,25,62,4,2,3504.0,755.0,22.4
8f29e08b,0,0,0,3.1,0.1,20,55,58,8,29,44,0,3,2395.4,1838.6,39.0
8f8c6934,0,3,3,28.7,0.7,291,730,660,15,195,317,12,46,34122.0,10842.0,851.0
8fae77ea,1,3,0,38.4,-1.6,165,522,579,94,217,377,6,18,25012.8,12586.0,268.2
94084f83,0,0,0,2.9,-0.1,22,60,53,3,15,32,0,4,2867.3,943.5,108.0
967f34d3,1,2,0,22.6,-4.4,94,269,520,79,143,234,3,14,17004.0,6177.6,219.8
97852360,0,5,0,51.1,-5.9,305,601,777,112,299,535,18,37,31313.1,13335.4,536.5
9970da54,0,0,0,0.0,0.0,4,14,15,4,7,10,1,0,592.5,375.2,0.0
9f0ea33f,0,3,2,36.0,-2.0,157,406,1022,190,283,564,27,32,30864.4,11433.2,444.8
a01c3d54,1,6,2,36.6,-5.4,100,281,721,153,206,396,6,54,23648.8,5788.6,955.8
a4995f48,0,5,2,39.5,1.5,389,891,892,82,259,533,29,69,42816.0,15824.9,1207.5
a9dc785c,0,1,0,7.4,1.4,14,36,189,37,52,86,2,8,4687.2,1196.0,111.2
ac295d9e,0,5,0,45.3,-3.7,306,778,836,98,233,387,14,48,40964.0,15913.9,840.0
b1e5bbec,0,1,0,3.1,1.1,9,24,14,0,17,20,0,0,611.8,931.6,0.0
ba3ca78f,0,2,0,15.0,-2.0,86,288,299,39,114,201,1,10,13993.2,6714.6,139.0
bfb15d99,0,0,0,2.2,0.2,3,12,19,3,10,12,0,1,706.8,320.0,12.3
c9cb972b,2,5,2,36.9,-3.1,224,477,646,103,243,485,8,20,23643.6,12077.1,268.0
cda0b317,1,4,2,22.8,-0.2,95,278,440,81,116,218,9,32,16632.0,4953.2,608.0
cde52ef5,1,2,1,27.1,-1.9,100,338,505,77,172,319,7,31,18735.5,8496.8,480.5
e1846dde,0,0,0,11.2,0.2,33,89,203,41,59,125,2,16,6536.6,2017.8,291.2
e4346678,0,3,0,52.5,6.5,208,453,864,144,285,444,8,31,28252.8,11799.0,430.9
ea83bfa6,2,3,1,48.6,-5.4,264,713,806,66,265,461,10,51,35383.4,14760.5,958.8
ee8508c0,0,5,3,33.1,11.1,202,539,710,131,293,513,14,27,27761.0,13448.7,423.9
f127d782,0,7,1,30.1,-0.9,108,276,635,114,173,281,12,23,21653.5,6435.6,354.2
f6798fc3,0,4,2,27.8,1.8,166,381,895,147,200,450,26,34,28640.0,8140.0,510.0
fea23125,0,1,0,6.1,-3.9,32,104,85,9,37,62,2,1,4437.0,2382.8,9.0
