id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,21,1997,6.3,112,95,17,0,0,1,2,0,0,0,0,0,75,0,3,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,20,1999,0.9,83,76,7,1,0,0,1,6,0,0,0,0,66,0,4,Matches
ee926a02,Arijan Ademi,mk MKD,"MF,DF",hr Dinamo Zagreb,28,1991,5.7,170,164,6,4,0,2,0,0,0,0,0,0,146,0,3,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3.3,99,75,24,9,0,0,0,0,0,0,0,0,81,0,1,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,31,1988,2.2,53,52,1,0,1,0,2,0,0,0,0,0,36,0,5,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,24,1995,5.8,394,369,24,19,1,7,0,5,0,0,0,0,351,1,1,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,27,1992,7.5,595,581,14,9,0,2,4,5,0,0,0,0,538,0,3,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,2.4,45,40,5,0,0,0,0,0,0,0,0,0,37,0,1,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,30,1989,3.9,230,203,27,10,1,2,5,17,0,0,0,0,194,0,3,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,25,1993,1.3,20,18,2,0,0,0,2,1,0,0,0,0,13,0,0,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,28,1991,9.1,835,809,25,20,4,22,0,2,2,0,0,0,759,1,7,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,30,1989,6.0,345,335,10,7,2,1,0,3,0,0,0,0,297,0,0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,21,1998,1.0,97,93,4,1,1,0,3,0,3,0,3,0,82,0,1,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,20,1998,6.5,749,606,141,17,1,19,77,89,35,3,22,0,549,2,15,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,26,1992,5.0,173,142,31,3,0,1,0,0,0,0,0,0,159,0,0,Matches
cc700722,Allan,br BRA,MF,it Napoli,28,1991,4.9,267,261,6,6,2,1,0,0,0,0,0,0,227,0,3,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",eng Tottenham,23,1996,5.7,239,217,22,8,4,0,4,3,1,0,0,0,192,0,9,Matches
67b3d74b,André Almeida,pt POR,DF,pt Benfica,28,1990,1.0,46,38,8,0,0,0,0,8,0,0,0,0,35,0,1,Matches
f4290206,Marcos Alonso,es ESP,DF,eng Chelsea,28,1990,4.4,289,243,46,5,0,1,10,41,0,0,0,0,230,0,6,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,be Club Brugge,26,1993,3.2,150,149,1,1,1,2,0,0,0,0,0,0,125,0,2,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,21,1997,4.2,236,233,3,3,2,0,2,0,0,0,0,0,212,0,1,Matches
555d5edd,Nadiem Amiri,de GER,"FW,MF",de Leverkusen,22,1996,2.6,145,132,13,1,0,2,9,4,8,3,4,1,118,0,4,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,de RB Leipzig,18,2000,2.0,199,194,5,5,0,1,0,0,0,0,0,0,182,0,0,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,fr Lyon,23,1996,4.4,240,230,10,8,0,5,0,2,0,0,0,0,215,0,1,Matches
dc008610,Florin Andone,ro ROU,FW,tr Galatasaray,26,1993,1.8,35,29,6,0,0,0,0,0,0,0,0,0,23,0,4,Matches
ef9c1c95,Benjamin André,fr FRA,MF,fr Lille,28,1990,4.5,192,185,7,6,1,0,6,1,0,0,0,0,154,0,2,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,gr Olympiacos,29,1990,3.5,71,63,7,0,0,0,1,0,0,0,0,0,52,1,2,Matches
30941e96,Angeliño,es ESP,"DF,MF",de RB Leipzig,22,1997,4.0,236,196,36,6,0,0,24,25,5,3,1,0,168,4,6,Matches
30941e96,Angeliño,es ESP,DF,eng Manchester City,22,1997,1.0,82,74,7,0,0,0,2,7,0,0,0,0,70,1,1,Matches
108fe016,Marcos Antônio,br BRA,MF,ua Shakhtar,19,2000,0.3,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",fr Lyon,21,1998,7.9,318,301,14,5,2,3,10,4,4,1,1,0,248,3,11,Matches
c63f6e46,Youssef El-Arabi,ma MAR,FW,gr Olympiacos,32,1987,3.1,65,55,9,1,0,1,0,0,0,0,0,0,43,1,4,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,de Leverkusen,30,1989,4.6,374,363,10,5,2,3,5,2,3,0,3,0,327,1,4,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",fr Lille,23,1996,3.1,84,84,0,0,0,0,6,0,0,0,0,0,54,0,4,Matches
2f965a72,Alphonse Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,59,40,19,8,0,0,0,0,0,0,0,0,47,0,0,Matches
fdd60087,Santiago Arias,co COL,DF,es Atlético Madrid,27,1992,2.0,142,120,22,1,0,0,8,21,0,0,0,0,109,0,2,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,177,122,54,9,0,0,0,0,0,0,0,0,140,1,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,"FW,DF",it Inter,30,1988,2.9,95,82,13,1,0,1,2,12,0,0,0,0,72,0,1,Matches
45af8a54,Marco Asensio,es ESP,FW,es Real Madrid,23,1996,0.3,15,15,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
552e00b9,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,21,1997,0.7,41,40,0,0,0,0,0,0,0,0,0,0,34,1,1,Matches
8f5bfaac,Iyayi Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,3,1,2,0,0,0,0,1,0,0,0,0,2,0,0,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,266,226,40,0,0,0,16,40,0,0,0,0,206,0,4,Matches
10549b49,Sardar Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,112,104,7,0,2,0,5,0,0,0,0,0,74,1,5,Matches
53cad200,César Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,469,396,71,9,2,1,19,62,0,0,0,0,383,2,12,Matches
6438d426,Ryan Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,118,114,4,1,0,0,3,1,0,0,0,0,91,0,0,Matches
3a233281,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,21,1997,1.3,57,52,5,1,0,1,10,1,3,3,0,0,37,0,4,Matches
a58bb1e1,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,30,1989,1.3,42,41,1,0,0,0,2,1,0,0,0,0,28,0,2,Matches
7c3ed041,Leonardo Balerdi,ar ARG,MF,de Dortmund,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"FW,MF",fr Lille,23,1996,3.1,126,110,15,2,2,0,12,3,10,3,3,0,98,1,2,Matches
