id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,26,1992,0.7,11,11,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,21,1997,2.5,129,117,12,7,0,1,4,0,4,2,2,0,110,0,2,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,30,1988,5.6,168,154,14,0,2,1,6,1,0,0,0,0,144,0,2,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,"MF,FW",fr Monaco,24,1994,2.0,70,69,1,1,0,1,0,0,0,0,0,0,60,0,0,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,fr Monaco,22,1996,2.7,201,197,4,3,0,3,1,1,0,0,0,0,170,0,2,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,23,1995,5.0,567,558,8,8,1,7,1,0,0,0,0,0,538,1,2,Matches
7230b807,Emre Akbaba,tr TUR,FW,tr Galatasaray,25,1992,1.0,33,27,6,1,0,0,8,0,5,4,1,0,19,0,2,Matches
1453e3cf,Yunus Akgün,tr TUR,MF,tr Galatasaray,18,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
e0d3e18d,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,20,1997,3.3,187,183,1,1,0,4,2,0,0,0,0,0,151,3,6,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5.0,178,105,73,21,0,0,0,0,0,0,0,0,86,0,0,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,de Hoffenheim,23,1995,2.0,98,95,2,2,0,1,0,0,0,0,0,0,83,1,1,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,26,1992,7.0,445,371,71,4,0,2,18,64,3,1,2,0,359,3,8,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,29,1989,11.0,1020,904,113,10,1,2,24,103,0,0,0,0,873,3,16,Matches
4bd414c1,Raúl Albiol,es ESP,DF,it Napoli,32,1985,5.5,415,403,12,11,0,2,0,1,0,0,0,0,374,0,1,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,24,1993,4.0,97,90,6,0,1,0,1,0,0,0,0,0,69,1,1,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,27,1991,4.3,333,315,16,11,1,14,3,0,2,2,0,0,283,2,4,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,29,1989,12.0,745,707,33,31,1,13,2,2,0,0,0,0,636,5,5,Matches
d849ef0f,Alef,br BRA,MF,gr AEK Athens,23,1995,2.2,75,75,0,0,0,1,0,0,0,0,0,0,59,0,2,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,20,1998,1.0,56,54,2,2,0,0,0,0,0,0,0,0,54,0,1,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,10.2,733,565,167,22,2,14,73,120,25,12,10,0,471,1,17,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,25,1992,13.0,447,329,116,32,0,1,0,0,0,0,0,0,358,2,1,Matches
cc700722,Allan,br BRA,MF,it Napoli,27,1991,5.7,382,369,12,6,1,3,0,1,0,0,0,0,343,1,2,Matches
cea4ee8f,Dele Alli,eng ENG,MF,eng Tottenham,22,1996,7.9,314,296,18,5,4,2,4,4,2,0,0,0,253,0,14,Matches
67b3d74b,André Almeida,pt POR,DF,pt Benfica,27,1990,6.0,334,259,75,10,0,2,7,65,0,0,0,0,253,0,5,Matches
c9e99e49,Dani Alves,br BRA,"FW,DF",fr Paris S-G,35,1983,2.3,179,164,13,4,2,1,12,9,0,0,0,0,145,2,6,Matches
24fc70d3,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,20,1997,3.9,143,140,3,3,0,2,0,0,0,0,0,0,113,0,3,Matches
555d5edd,Nadiem Amiri,de GER,MF,de Hoffenheim,21,1996,0.3,21,19,2,0,0,0,2,0,2,1,1,0,16,0,1,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,"DF,MF",be Club Brugge,21,1996,2.0,101,86,15,0,0,0,2,15,0,0,0,0,73,0,3,Matches
30941e96,Angeliño,es ESP,DF,nl PSV Eindhoven,21,1997,6.0,222,173,48,11,2,2,17,36,0,0,0,0,147,1,3,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",fr Lyon,20,1998,7.0,320,308,8,6,4,1,1,2,0,0,0,0,278,4,2,Matches
2f965a72,Alphonse Areola,fr FRA,GK,fr Paris S-G,25,1993,3.0,87,62,24,6,0,2,0,0,0,0,0,0,82,1,0,Matches
fdd60087,Santiago Arias,co COL,"DF,FW",es Atlético Madrid,26,1992,3.8,170,146,23,0,0,0,8,23,0,0,0,0,130,1,4,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,it Inter,29,1988,5.8,311,266,44,5,2,1,12,39,0,0,0,0,258,1,4,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",es Real Madrid,22,1996,3.4,200,191,9,2,2,4,18,1,6,3,1,0,162,0,5,Matches
5d5219b1,Roger Assalé,ci CIV,"FW,MF",ch Young Boys,24,1993,4.2,110,106,2,0,0,1,10,1,0,0,0,0,83,2,5,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,eng Tottenham,25,1992,4.8,293,245,48,2,1,0,17,46,0,0,0,0,224,0,12,Matches
70d8e84c,Chidozie Awaziem,ng NGA,MF,pt Porto,21,1997,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8e34b9f5,Serdar Aziz,tr TUR,DF,tr Galatasaray,27,1990,4.0,245,235,10,10,0,5,0,0,0,0,0,0,226,0,1,Matches
075fe5a3,Srđan Babić,rs SRB,DF,rs Red Star,22,1996,2.5,103,101,2,2,0,1,0,0,0,0,0,0,82,0,0,Matches
06df8256,Benoît Badiashile,fr FRA,DF,fr Monaco,17,2001,2.0,130,129,1,1,0,3,0,0,0,0,0,0,120,0,2,Matches
34e38ddf,Loic Badiashile,fr FRA,GK,fr Monaco,20,1998,1.0,30,15,15,5,0,0,0,0,0,0,0,0,19,0,0,Matches
a1232f4e,Eric Bailly,ci CIV,DF,eng Manchester Utd,24,1994,3.4,120,114,6,4,0,1,0,2,0,0,0,0,104,0,1,Matches
50ccf47d,Michalis Bakakis,gr GRE,"DF,FW",gr AEK Athens,27,1991,5.8,246,190,54,5,0,0,6,49,0,0,0,0,173,2,11,Matches
dead55e5,Anastasios Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2.0,110,103,7,1,2,2,8,1,5,2,0,0,85,0,4,Matches
509a4ccb,Keita Baldé,sn SEN,"FW,MF",it Inter,23,1995,0.8,25,25,0,0,1,0,4,0,0,0,0,0,20,0,1,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,es Real Madrid,29,1989,5.4,222,215,4,0,1,6,13,3,0,0,0,0,170,3,10,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4.0,151,81,69,33,0,0,0,0,0,0,0,0,87,1,0,Matches
d7c09951,Dmitri Barinov,ru RUS,MF,ru Loko Moscow,21,1996,3.2,115,109,6,3,0,1,0,2,0,0,0,0,83,0,3,Matches
c2e41cfb,Vasilios Barkas,gr GRE,GK,gr AEK Athens,24,1994,6.0,210,133,76,22,0,0,0,0,0,0,0,0,121,1,0,Matches
6a189491,Antonio Barreca,it ITA,DF,fr Monaco,23,1995,1.0,85,74,11,0,0,0,12,11,0,0,0,0,65,0,2,Matches
7c0000fd,Andrea Barzagli,it ITA,DF,it Juventus,37,1981,1.2,78,74,4,3,0,0,0,1,0,0,0,0,68,0,1,Matches
2973d8ff,Michy Batshuayi,be BEL,FW,es Valencia,24,1993,3.8,103,96,7,0,0,1,0,1,0,0,0,0,80,0,5,Matches
47064058,Oliver Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,222,148,72,17,0,1,0,0,0,0,0,0,162,2,0,Matches
7bcc0708,Ömer Bayram,tr TUR,DF,tr Galatasaray,27,1991,0.6,50,43,7,2,0,0,5,5,0,0,0,0,38,0,3,Matches
da59a197,Riechedly Bazoer,nl NED,MF,pt Porto,21,1996,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
19e4eab9,Rodrigo Becão,br BRA,DF,ru CSKA Moscow,22,1996,6.0,236,228,7,7,0,1,0,0,0,0,0,0,195,1,0,Matches
50dc94ce,Donny van de Beek,nl NED,MF,nl Ajax,21,1997,10.9,332,316,14,0,1,1,1,1,0,0,0,0,255,2,15,Matches
ff182fdc,Ishak Belfodil,dz ALG,"FW,MF",de Hoffenheim,26,1992,3.8,99,96,1,0,0,0,5,0,0,0,0,0,71,2,1,Matches
e204ec12,Younès Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,171,141,30,11,2,1,16,9,10,7,2,0,128,0,2,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,119,75,44,10,0,0,0,0,0,0,0,0,100,0,0,Matches
3b15ef2d,Medhi Benatia,ma MAR,DF,it Juventus,31,1987,1.0,73,73,0,0,0,1,0,0,0,0,0,0,69,0,0,Matches
f5b6fb78,Loris Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,304,268,34,6,0,2,13,28,0,0,0,0,227,2,7,Matches
3189f61a,Nabil Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,223,212,9,6,0,0,7,1,2,0,2,0,176,2,2,Matches
3b8674e6,Rodrigo Bentancur,uy URU,MF,it Juventus,21,1997,6.1,349,346,3,0,1,4,7,2,0,0,0,0,292,0,5,Matches
70d74ece,Karim Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,262,245,17,2,1,1,6,1,0,0,0,0,222,0,10,Matches
5d0d1ec7,Steve von Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,154,145,7,7,0,2,0,0,0,0,0,0,131,2,1,Matches
a29b1131,Steven Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,100,97,3,0,3,1,3,1,0,0,0,0,80,0,4,Matches
ee93c1a9,Federico Bernardeschi,it ITA,"MF,FW",it Juventus,24,1994,6.1,219,191,26,8,0,8,29,5,10,3,7,0,164,2,6,Matches
433dc9a2,Juan Bernat,es ESP,DF,fr Paris S-G,25,1993,7.5,414,358,56,6,0,1,12,50,0,0,0,0,360,0,10,Matches
2e06f387,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,60,54,5,2,1,0,2,0,2,1,1,0,50,1,0,Matches
de40e38c,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,124,108,16,4,0,1,4,12,0,0,0,0,95,0,2,Matches
7aac47fe,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,225,219,6,6,0,1,0,0,0,0,0,0,200,0,1,Matches
6fdac234,Jaka Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,131,129,2,2,0,4,0,0,0,0,0,0,103,0,2,Matches
79370f8c,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,97,93,4,4,2,0,2,0,0,0,0,0,79,0,1,Matches
dc62fbee,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,50,42,8,2,1,1,9,0,6,1,5,0,33,0,5,Matches
691bef82,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12.0,817,770,44,33,1,2,8,11,0,0,0,0,659,3,12,Matches
27f0fcda,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,49,44,4,0,0,0,1,0,0,0,0,0,36,1,1,Matches
2db2fd7b,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,434,418,12,10,0,13,1,2,0,0,0,0,368,4,2,Matches
24b98f95,Serhiy Bolbat,ua UKR,FW,ua Shakhtar,25,1993,1.9,49,49,0,0,0,0,2,0,0,0,0,0,38,0,3,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10.0,696,663,33,32,2,10,3,1,0,0,0,0,609,0,3,Matches
5e8936be,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,223,129,92,26,0,0,0,0,0,0,0,0,123,2,0,Matches
