id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
1c529186,2,0,0,4,0,0,0,1,0
db265666,0,0,0,5,2,4,0,0,0
8bc373ea,3,0,0,13,2,0,0,1,0
565bf0da,3,0,0,12,7,0,0,0,0
b96b595c,3,0,0,9,7,0,0,0,0
aa1ecac3,1,0,0,7,19,1,0,0,0
d75cf9bf,0,0,0,0,1,0,0,0,0
81442ecb,4,1,1,13,8,0,0,0,0
884a8908,0,0,0,4,6,4,0,0,0
ee926a02,3,0,0,10,6,1,0,0,0
9d8586c4,0,0,0,0,1,0,0,0,0
2557c196,0,0,0,4,9,1,0,0,0
42a632ba,0,0,0,0,0,1,0,0,0
18abe173,0,0,0,1,3,0,0,0,0
a8c0acb7,0,0,0,3,1,1,0,0,0
7230b807,0,0,0,0,0,0,0,0,0
1453e3cf,0,0,0,0,0,0,0,0,0
e2b384d2,0,0,0,0,3,0,0,0,0
c6e7789b,1,0,0,2,0,0,0,0,0
8b92fc98,0,0,0,4,3,0,0,0,0
834d0be5,0,0,0,6,10,5,0,0,0
5294a83f,1,0,0,2,6,1,0,0,0
edd38473,2,0,0,5,3,1,0,0,0
41b9d0c0,0,0,0,2,3,0,0,0,0
cc700722,0,0,0,3,10,0,0,0,0
67b3d74b,0,0,0,3,4,0,0,0,0
ba6e52b0,0,0,0,4,1,0,0,0,0
bdf8165d,1,0,0,7,1,0,0,0,0
f4290206,0,0,0,6,5,0,0,0,0
9260926b,1,0,0,1,1,0,0,0,0
22721b88,1,0,0,4,0,0,0,0,0
10b9fa99,0,0,0,1,0,0,0,0,1
5a2cb25d,0,0,0,1,0,0,0,0,0
4f0fbd15,0,0,0,0,9,0,0,0,0
d8988c46,0,0,0,0,1,0,0,0,0
314c2af0,0,0,0,0,1,0,0,0,0
ef9c1c95,3,0,0,24,12,0,0,0,0
ef8f266e,0,0,0,0,1,0,0,0,0
af3ddb2e,0,0,0,0,0,0,0,0,0
4e3f5992,0,0,0,0,1,0,0,0,0
8ec4c2f7,0,0,0,3,2,0,0,0,1
b35db3f6,2,0,0,6,5,2,0,0,0
f08a8947,2,0,0,8,4,0,0,0,0
