id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
cadd666a,Dickson Abiama,ng NGA,FW,Greuther Fürth,22,1998,8.1,137,129,6,0,2,0,3,0,0,0,0,0,84,2,6,Matches
dc38e3bc,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,23,1998,2.9,64,61,2,0,0,1,6,2,0,0,0,0,37,1,4,Matches
2b09d998,Tyler Adams,us USA,MF,RB Leipzig,22,1999,15.0,918,882,32,16,1,0,2,14,0,0,0,0,794,4,15,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,28,1993,3.7,101,95,5,0,0,0,5,5,0,0,0,0,73,1,3,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",Leverkusen,21,2000,14.0,516,494,17,1,6,0,21,11,1,0,0,0,376,5,27,Matches
a6c58494,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,19,2002,0.7,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,26,1995,25.1,2013,1944,66,59,1,26,3,7,0,0,0,0,1819,3,10,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,26,1995,17.0,917,742,172,13,0,7,31,159,0,0,0,0,691,3,24,Matches
834d0be5,Lucas Alario,ar ARG,FW,Leverkusen,28,1992,7.3,171,159,12,0,1,1,1,2,0,0,0,0,115,0,9,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,24,1996,4.1,222,209,12,2,0,2,8,3,6,1,5,0,183,1,5,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Köln,30,1991,14.0,234,227,7,0,0,1,9,1,0,0,0,0,147,0,10,Matches
6ea23758,Andrés Andrade Cedeño,pa PAN,DF,Arminia,22,1998,11.6,535,441,93,5,1,1,21,88,0,0,0,0,350,1,18,Matches
3724baa1,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,22,1998,3.9,166,131,35,3,1,0,5,32,0,0,0,0,133,0,5,Matches
e0b113a7,Robert Andrich,de GER,MF,Leverkusen,26,1994,20.2,1011,987,18,16,8,1,6,2,0,0,0,0,811,6,9,Matches
30941e96,Angeliño,es ESP,DF,RB Leipzig,24,1997,25.5,1516,1201,304,47,0,6,187,205,52,26,9,0,1082,11,20,Matches
5e66fa06,Waldemar Anton,de GER,DF,Stuttgart,25,1996,28.8,1826,1744,80,45,1,20,11,32,0,0,0,0,1541,2,14,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,27,1994,12.6,253,223,29,1,3,0,29,27,1,0,0,0,153,1,20,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,32,1989,17.5,1094,1035,53,44,7,13,9,8,1,0,1,0,916,6,27,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,27,1994,33.3,1869,1602,255,145,5,40,182,7,102,63,33,1,1453,12,21,Matches
13ddc856,Takuma Asano,jp JPN,"FW,MF",Bochum,26,1994,17.9,378,372,5,0,4,2,34,4,0,0,0,0,244,1,24,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,24,1997,26.4,1168,1100,63,55,1,4,2,6,0,0,0,0,959,5,24,Matches
35f67a30,Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,18,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
dfc85b89,Simon Asta,de GER,DF,Greuther Fürth,20,2001,8.7,401,308,92,2,0,2,16,90,0,0,0,0,282,1,13,Matches
