id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
f71890f5,René Adler,de GER,GK,Mainz 05,32,1985,14,14,1260,14.0,18,1.29,53,35,67.9,5,3,6,4,28.6,2,1,0,1,0.0,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34,34,3060,34.0,48,1.41,147,100,69.4,15,10,9,10,29.4,4,3,1,0,25.0,Matches
9d12e142,Roman Bürki,ch SUI,GK,Dortmund,26,1990,33,33,2969,33.0,43,1.30,145,102,72.4,15,9,9,12,36.4,3,3,0,0,0.0,Matches
db401046,Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34,34,3060,34.0,48,1.41,153,104,72.5,6,15,13,8,23.5,9,6,3,0,33.3,Matches
83e0eeb4,Michael Esser,de GER,GK,Hannover 96,29,1987,3,3,270,3.0,9,3.00,20,11,55.0,1,0,2,0,0.0,1,0,0,1,,Matches
1e43fad8,Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34,34,3015,33.5,37,1.10,127,89,73.2,18,9,7,12,35.3,6,3,2,1,40.0,Matches
17376543,Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2,1,154,1.7,3,1.75,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33,33,2970,33.0,52,1.58,147,95,68.0,15,8,10,6,18.2,5,5,0,0,0.0,Matches
2e7ff968,Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32,32,2880,32.0,42,1.31,159,116,74.2,10,10,12,9,28.1,2,1,1,0,50.0,Matches
3cd9e95a,Timo Horn,de GER,GK,Köln,24,1993,34,34,3060,34.0,70,2.06,201,130,69.2,5,7,22,5,14.7,9,8,1,0,11.1,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34,34,3060,34.0,45,1.32,133,90,67.7,14,7,13,7,20.6,3,2,0,1,0.0,Matches
27d2618c,Rune Jarstein,no NOR,GK,Hertha BSC,32,1984,31,31,2790,31.0,44,1.42,140,97,72.1,10,10,11,7,22.6,6,5,0,1,0.0,Matches
bb25c778,Thomas Kraft,de GER,GK,Hertha BSC,29,1988,3,3,270,3.0,2,0.67,14,12,92.9,0,3,0,1,33.3,1,1,0,0,0.0,Matches
2628fd2b,Bernd Leno,de GER,GK,Leverkusen,25,1992,33,33,2970,33.0,40,1.21,110,70,68.2,15,10,8,10,30.3,5,5,0,0,0.0,Matches
7fe12375,Andreas Luthe,de GER,GK,Augsburg,30,1987,2,2,180,2.0,4,2.00,7,3,57.1,0,1,1,0,0.0,1,1,0,0,0.0,Matches
4a15e95b,Christian Mathenia,de GER,GK,Hamburger SV,25,1992,24,24,2160,24.0,38,1.58,95,58,63.2,4,6,14,6,25.0,4,3,0,1,0.0,Matches
cbac6ec9,Florian Müller,de GER,GK,Mainz 05,19,1997,5,5,450,5.0,7,1.40,21,13,66.7,1,1,3,1,20.0,1,0,1,0,100.0,Matches
dc29b608,Yvon Mvogo,ch SUI,GK,RB Leipzig,23,1994,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
8778c910,Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3,3,270,3.0,2,0.67,7,5,71.4,2,0,1,2,66.7,0,0,0,0,,Matches
afb0c500,Alexander Nübel,de GER,GK,Schalke 04,20,1996,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,1,,0,0,0,0,,Matches
a165a577,Ramazan Özcan,at AUT,GK,Leverkusen,33,1984,1,1,90,1.0,4,4.00,8,3,50.0,0,0,1,0,0.0,1,0,1,0,100.0,Matches
