id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30,30,2700,30.0,49,1.63,146,97,69.9,13,7,10,7,23.3,7,5,2,0,28.6,Matches
9d12e142,Roman Bürki,ch SUI,GK,Dortmund,28,1990,31,31,2770,30.8,40,1.30,95,58,61.1,19,5,7,12,38.7,3,3,0,0,0.0,Matches
db401046,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26,26,2340,26.0,38,1.46,105,67,67.6,11,6,9,5,19.2,4,4,0,0,0.0,Matches
a92ab7be,Mark Flekken,nl NED,GK,Freiburg,26,1993,10,10,900,10.0,14,1.40,69,55,79.7,4,3,3,3,30.0,1,0,0,1,,Matches
17376543,Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33,33,2970,33.0,54,1.64,159,105,67.9,12,5,16,8,24.2,4,3,1,0,25.0,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32,32,2880,32.0,34,1.06,116,82,72.4,16,12,4,10,31.3,2,2,0,0,0.0,Matches
2e7ff968,Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,,Matches
3cd9e95a,Timo Horn,de GER,GK,Köln,26,1993,34,34,3060,34.0,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34,34,3060,34.0,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0,Matches
e8fd2e5b,Jannik Huth,de GER,GK,Paderborn 07,25,1994,6,6,540,6.0,17,2.83,33,16,51.5,0,1,5,0,0.0,1,1,0,0,0.0,Matches
27d2618c,Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,29,29,2547,28.3,46,1.63,143,99,72.7,11,5,13,9,31.0,7,7,0,0,0.0,Matches
62ba5881,Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
dc2e4736,Florian Kastenmeier,de GER,GK,Düsseldorf,22,1997,17,17,1530,17.0,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3,Matches
dc366c36,Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,24,24,2160,24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0,Matches
bb25c778,Thomas Kraft,de GER,GK,Hertha BSC,31,1988,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,Matches
7fe12375,Andreas Luthe,de GER,GK,Augsburg,32,1987,10,10,900,10.0,12,1.20,33,22,63.6,3,3,4,3,30.0,0,0,0,0,,Matches
cbac6ec9,Florian Müller,de GER,GK,Mainz 05,21,1997,13,12,1125,12.5,25,2.00,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3,Matches
dc29b608,Yvon Mvogo,ch SUI,GK,RB Leipzig,25,1994,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,Matches
8778c910,Manuel Neuer,de GER,GK,Bayern Munich,33,1986,33,33,2970,33.0,31,0.94,110,79,74.5,25,4,4,15,45.5,4,3,1,0,25.0,Matches
