id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-253,1990,2,134,67,18.6,1.5,2,67,0,0,,0,1.50,0,3,-3,-2.01,-4.01,1.1,1.2,-0.1,-0.07,-0.21,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-148,1994,2,180,90,25.0,2.0,2,90,2,0,,0,0.00,0,4,-4,-2.00,-1.83,1.5,3.4,-1.9,-0.93,-0.47,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,20-042,2003,4,141,35,18.8,1.6,2,56,0,2,15,2,2.00,3,2,+1,+0.64,+0.34,2.1,2.2,-0.1,-0.08,-0.72,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-347,2000,2,115,58,16.0,1.3,2,58,1,0,,0,0.00,1,4,-3,-2.35,-3.39,0.7,3.2,-2.6,-2.01,-2.29,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-237,1995,4,293,73,54.3,3.3,3,87,2,1,31,1,0.50,1,9,-8,-2.46,-2.09,1.8,5.8,-4.0,-1.24,-1.33,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-219,1997,11,614,56,55.3,6.8,7,76,3,4,21,0,1.82,11,6,+5,+0.73,+0.01,14.6,4.3,+10.3,+1.60,+0.79,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-364,2000,6,440,73,81.5,4.9,5,79,2,1,45,0,1.10,2,11,-9,-1.84,-0.04,3.3,9.5,-6.2,-1.27,+1.18,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,fr Nantes,21-113,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-193,1991,6,508,85,94.1,5.6,6,85,3,0,,0,1.67,10,5,+5,+0.89,+0.89,4.7,7.5,-2.8,-0.50,+0.81,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-337,2001,2,104,52,57.8,1.2,1,73,0,1,31,0,1.50,1,2,-1,-0.87,-0.87,1.5,2.8,-1.3,-1.10,-0.79,Matches
