id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1339039e,Liel Abada,il ISR,"FW,MF",sct Celtic,21-218,2001,2.4,81,1,6,20,56,9,81,4,1,25.0,1,25.0,68,375,181,6,6,2,5,9,66,23,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,MF,sct Celtic,26-333,1996,0.7,44,1,13,24,7,0,44,0,0,,0,,16,60,25,0,0,0,1,2,21,0,Matches
f417a1fa,Mohammad Abu Fani,il ISR,MF,il Maccabi Haifa,25-012,1998,4.4,280,1,52,153,83,7,280,13,7,53.8,4,30.8,209,1128,469,6,7,0,6,6,210,20,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Inter,35-088,1988,7.2,514,66,236,265,15,4,514,2,1,50.0,1,50.0,299,1312,676,5,5,0,3,0,347,1,Matches
81442ecb,Marcos Acuña,ar ARG,"DF,MF",es Sevilla,31-193,1991,2.4,126,12,56,41,30,0,126,4,1,25.0,3,75.0,64,270,128,4,1,0,4,5,62,8,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-337,2001,2.3,87,4,16,34,38,11,87,4,1,25.0,3,75.0,52,225,54,1,0,1,8,6,56,11,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-361,1987,4.2,235,216,235,0,0,0,235,0,0,,0,,131,597,344,0,0,0,0,0,119,0,Matches
ee926a02,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,31-345,1991,5.2,199,6,59,99,42,7,199,6,1,16.7,5,83.3,109,455,180,3,1,0,7,2,115,6,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",de Dortmund,21-111,2002,4.2,167,4,39,43,87,22,167,26,10,38.5,14,53.8,113,891,518,23,10,13,10,6,109,31,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,22-364,2000,1.3,85,0,9,28,49,8,85,4,1,25.0,3,75.0,46,264,159,7,3,2,2,2,62,15,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,eng Manchester City,27-294,1995,7.5,664,35,230,381,55,9,664,2,1,50.0,1,50.0,438,2076,1187,7,5,1,3,1,515,7,Matches
