id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,7.0,13,0,0,2,0,9.7,0.34,-3.3,-0.48,25,90,27.8,213,38,36.2,32.6,33,39.4,33.4,86,8,9.3,3,0.43,11.4,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,28,1992,13.0,14,0,0,2,0,14.5,0.52,+0.5,+0.04,39,84,46.4,434,74,15.4,26.6,54,31.5,33.0,99,7,7.1,18,1.38,18.2,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,26,1994,1.0,3,0,0,0,0,3.7,0.53,+0.7,+0.68,3,10,30.0,21,1,38.1,33.3,8,25.0,28.1,17,0,0.0,0,0.00,13.0,Matches
55b93ae0,Giorgos Athanasiadis,gr GRE,GK,md Sheriff Tiraspol,28,1993,5.0,8,1,1,1,0,7.9,0.23,-0.1,-0.02,35,78,44.9,99,11,42.4,37.6,68,52.9,39.4,99,1,1.0,0,0.00,6.4,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,26,1994,3.0,6,0,0,0,0,7.4,0.52,+1.4,+0.48,14,38,36.8,72,6,50.0,37.7,14,14.3,25.6,25,4,16.0,1,0.33,13.2,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6.0,5,2,0,0,0,6.0,0.21,+1.0,+0.17,25,57,43.9,156,26,30.1,32.5,32,31.3,31.8,45,4,8.9,3,0.50,13.4,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1.0,0,0,0,0,0,0.7,0.17,+0.7,+0.67,7,19,36.8,24,3,54.2,40.0,8,75.0,54.4,11,0,0.0,0,0.00,7.0,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5.0,11,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
3e1550ee,Scott Carson,eng ENG,GK,eng Manchester City,35,1985,0.2,0,0,0,0,0,0.8,0.81,+0.8,+4.06,0,0,,2,0,0.0,13.0,3,0.0,18.3,2,0,0.0,0,0.00,18.0,Matches
db401046,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5.0,8,1,1,2,0,8.6,0.29,+0.6,+0.13,37,87,42.5,142,24,39.4,35.7,47,66.0,49.0,80,2,2.5,2,0.40,14.8,Matches
2edbd8d5,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1.0,3,0,0,2,0,2.5,0.34,-0.5,-0.46,3,11,27.3,16,4,43.8,41.8,16,25.0,28.9,23,0,0.0,1,1.00,10.5,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,fr Lille,26,1995,2.0,4,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
93fffbcf,Diogo Costa,pt POR,GK,pt Porto,21,1999,6.0,11,0,0,1,1,10.4,0.37,+0.4,+0.06,56,149,37.6,248,26,52.8,40.8,32,56.3,44.0,72,6,8.3,12,2.00,19.6,Matches
1840e36d,Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,13.7,14,0,0,1,0,18.6,0.25,+4.6,+0.35,43,160,26.9,435,74,28.0,31.4,61,62.3,50.4,155,8,5.2,12,0.92,16.0,Matches
a04e2dd2,Johan Dahlin,se SWE,GK,se Malmö,34,1986,3.5,8,2,0,2,0,9.1,0.25,+1.1,+0.32,19,68,27.9,67,12,61.2,41.5,37,73.0,53.6,59,0,0.0,0,0.00,7.2,Matches
52b3c895,Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,5.0,17,3,0,3,0,15.0,0.33,-2.0,-0.41,28,67,41.8,108,26,35.2,33.7,44,65.9,47.0,61,5,8.2,11,2.20,23.4,Matches
a9107589,Ismael Diawara,ml MLI,GK,se Malmö,26,1994,2.5,6,2,0,0,0,7.8,0.33,+1.8,+0.73,8,28,28.6,43,8,30.2,32.2,27,55.6,43.9,30,1,3.3,3,1.20,15.8,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,22,1999,5.0,6,1,0,0,0,7.0,0.20,+1.0,+0.21,9,29,31.0,118,29,15.3,24.7,33,33.3,28.3,70,3,4.3,9,1.80,14.9,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,27,1993,11.1,14,2,0,0,1,9.7,0.28,-3.3,-0.30,33,75,44.0,272,37,21.3,28.9,51,33.3,36.0,77,1,1.3,14,1.30,20.2,Matches
11c7fa75,Guillaume Faivre,ch SUI,GK,ch Young Boys,34,1987,3.0,6,0,1,2,0,4.5,0.28,-1.5,-0.51,17,40,42.5,119,9,31.9,30.8,11,18.2,29.6,25,4,16.0,1,0.33,7.9,Matches
7ba6d84e,David de Gea,es ESP,GK,eng Manchester Utd,30,1990,7.0,9,0,0,2,0,8.3,0.29,-0.7,-0.10,25,65,38.5,108,17,37.0,35.4,62,40.3,39.4,76,0,0.0,4,0.57,20.0,Matches
3f034750,Ivo Grbić,hr CRO,GK,fr Lille,25,1996,6.0,4,2,0,0,0,4.1,0.14,+0.1,+0.02,27,103,26.2,128,27,52.3,40.1,45,80.0,54.0,94,6,6.4,1,0.17,9.8,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,de RB Leipzig,31,1990,5.0,14,2,0,3,1,10.4,0.39,-2.6,-0.52,19,48,39.6,166,23,27.7,29.8,18,11.1,18.6,52,2,3.8,6,1.20,18.2,Matches
b583aef5,Mert Günok,tr TUR,GK,tr Beşiktaş,32,1989,1.0,2,0,0,0,0,1.7,0.29,-0.3,-0.25,13,23,56.5,31,5,48.4,36.2,12,66.7,47.7,14,2,14.3,2,2.00,20.0,Matches
74419746,Samir Handanović,si SVN,GK,it Inter,37,1984,8.0,7,0,1,2,0,5.2,0.27,-1.8,-0.23,17,41,41.5,238,45,16.0,25.2,24,12.5,25.8,81,2,2.5,3,0.38,12.2,Matches
a6de6361,Tom Heaton,eng ENG,GK,eng Manchester Utd,35,1986,0.3,0,0,0,0,0,0.0,,0.0,0.00,1,4,25.0,6,3,33.3,30.3,5,40.0,36.2,7,0,0.0,0,0.00,,Matches
e5a76dfe,Dean Henderson,eng ENG,GK,eng Manchester Utd,24,1997,0.7,1,,,,,0.7,0.17,,,1,10,10.0,23,7,34.8,34.5,6,33.3,36.7,11,1,9.1,6,8.06,20.9,Matches
2fabebc0,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,34,1987,2.0,4,0,0,1,0,3.6,0.41,-0.4,-0.19,5,8,62.5,22,5,22.7,29.9,11,27.3,28.9,23,3,13.0,0,0.00,10.8,Matches
cd59b9df,Gregor Kobel,ch SUI,GK,de Dortmund,23,1997,6.0,11,0,0,0,1,7.9,0.30,-2.1,-0.35,23,42,54.8,143,17,23.8,28.0,36,22.2,30.0,65,2,3.1,6,1.00,15.8,Matches
ff74841d,Philipp Köhn,ch SUI,GK,at RB Salzburg,23,1998,8.0,14,3,1,1,0,11.5,0.29,-2.5,-0.31,32,97,33.0,177,35,36.7,35.3,55,58.2,45.6,103,5,4.9,10,1.25,17.3,Matches
b8798a46,Stanislav Kritsyuk,ru RUS,GK,ru Zenit,30,1990,4.0,6,1,0,1,0,5.2,0.25,-0.8,-0.20,19,42,45.2,63,16,41.3,32.9,38,42.1,35.9,69,2,2.9,2,0.50,10.3,Matches
fcb38f57,Mike Maignan,fr FRA,GK,it Milan,26,1995,3.0,7,1,0,1,1,5.4,0.18,-0.6,-0.21,8,42,19.0,95,22,30.5,32.6,22,59.1,50.9,65,3,4.6,3,1.00,15.4,Matches
11d8aff0,Josep Martinez,es ESP,GK,de RB Leipzig,23,1998,1.0,0,0,0,0,0,0.5,0.16,+0.5,+0.47,7,23,30.4,27,2,70.4,50.6,4,100.0,61.8,13,3,23.1,2,2.00,15.2,Matches
33887998,Edouard Mendy,sn SEN,GK,eng Chelsea,29,1992,9.3,7,1,0,0,0,5.4,0.28,-1.6,-0.18,10,36,27.8,176,42,13.6,26.0,48,25.0,25.6,59,1,1.7,9,1.00,21.7,Matches
d436eb94,Simon Mignolet,be BEL,GK,be Club Brugge,33,1988,6.0,20,3,0,0,0,20.4,0.38,+0.4,+0.07,53,98,54.1,176,19,44.3,35.4,47,42.6,36.4,43,4,9.3,13,2.17,16.5,Matches
a111cf41,Juan Musso,ar ARG,GK,it Atalanta,27,1994,6.0,13,0,0,3,0,12.0,0.35,-1.0,-0.16,22,58,37.9,134,28,23.9,30.4,33,78.8,55.4,61,2,3.3,7,1.17,17.9,Matches
ecada4fc,Keylor Navas,cr CRC,GK,fr Paris S-G,34,1986,3.0,5,0,0,0,0,6.2,0.39,+1.2,+0.41,6,20,30.0,85,19,18.8,26.2,21,19.0,22.9,44,1,2.3,2,0.67,10.6,Matches
8778c910,Manuel Neuer,de GER,GK,de Bayern Munich,35,1986,9.0,6,0,0,0,0,6.7,0.33,+0.7,+0.07,40,65,61.5,321,43,18.4,27.4,44,13.6,25.1,65,3,4.6,23,2.56,23.1,Matches
ee8508c0,Jan Oblak,si SVN,GK,es Atlético Madrid,28,1993,10.0,10,2,0,1,0,13.3,0.33,+3.3,+0.33,45,178,25.3,194,36,60.3,41.4,96,63.5,44.9,116,9,7.8,7,0.70,13.2,Matches
e9c0c1b2,André Onana,cm CMR,GK,nl Ajax,25,1996,2.0,2,1,0,0,0,3.1,0.52,+1.1,+0.53,1,9,11.1,45,5,13.3,22.4,11,27.3,31.9,18,0,0.0,3,1.50,20.2,Matches
3392603d,Remko Pasveer,nl NED,GK,nl Ajax,37,1983,6.0,6,1,0,0,1,7.1,0.35,+2.1,+0.35,20,47,42.6,211,16,20.9,27.8,30,10.0,24.4,53,0,0.0,3,0.50,17.3,Matches
4c62d0c8,Mattia Perin,it ITA,GK,it Juventus,28,1992,1.0,0,0,0,0,0,0.3,0.15,+0.3,+0.29,2,6,33.3,17,3,29.4,31.5,3,33.3,30.7,7,0,0.0,0,0.00,10.0,Matches
c89e8aae,Pavao Pervan,at AUT,GK,de Wolfsburg,33,1987,1.0,2,0,0,0,0,2.0,0.29,0.0,+0.05,4,15,26.7,33,6,27.3,33.1,9,66.7,47.1,18,0,0.0,1,1.00,18.3,Matches
34c3b935,Andriy Pyatov,ua UKR,GK,ua Shakhtar,37,1984,2.9,2,0,0,0,0,2.0,0.26,0.0,0.00,8,12,66.7,72,11,12.5,23.2,14,21.4,26.8,33,2,6.1,1,0.34,9.9,Matches
625c144a,Gerónimo Rulli,ar ARG,GK,es Villarreal,29,1992,12.0,16,0,0,0,1,14.0,0.26,-1.0,-0.08,57,222,25.7,384,51,38.3,35.7,124,60.5,46.1,215,10,4.7,22,1.83,15.4,Matches
e1d4f20d,Oleksiy Shevchenko,ua UKR,GK,ua Shakhtar,29,1992,0.1,1,0,0,0,0,0.9,0.46,-0.1,-1.59,0,1,0.0,2,2,0.0,27.0,2,50.0,34.0,1,0,0.0,0,0.00,,Matches
42130443,Zack Steffen,us USA,GK,eng Manchester City,26,1995,1.0,2,0,0,0,0,2.1,0.42,+0.1,+0.11,0,1,0.0,24,5,4.2,21.5,2,0.0,23.0,9,1,11.1,2,2.00,11.3,Matches
01b8a2b2,Wojciech Szczęsny,pl POL,GK,it Juventus,31,1990,7.0,10,2,0,2,1,8.4,0.30,-0.6,-0.09,16,44,36.4,138,33,23.2,30.3,47,25.5,27.6,108,5,4.6,5,0.71,13.4,Matches
b056e3da,Ciprian Tătărușanu,ro ROU,GK,it Milan,35,1986,3.0,2,0,0,0,0,2.3,0.25,+0.3,+0.10,15,24,62.5,72,20,25.0,29.4,26,23.1,30.3,34,1,2.9,1,0.33,8.8,Matches
6f51e382,Marc-André ter Stegen,de GER,GK,es Barcelona,29,1992,6.0,9,1,0,0,0,8.4,0.31,-0.6,-0.10,19,43,44.2,183,25,18.6,27.3,36,25.0,29.6,36,4,11.1,5,0.83,14.8,Matches
41f0b196,Anatolii Trubin,ua UKR,GK,ua Shakhtar,19,2001,3.0,9,0,0,1,1,7.9,0.32,-0.1,-0.03,6,17,35.3,83,17,20.5,26.0,13,0.0,16.2,37,0,0.0,3,1.00,17.4,Matches
7d3e7da6,Sven Ulreich,de GER,GK,de Bayern Munich,32,1988,1.0,1,0,0,0,0,1.2,0.24,+0.2,+0.20,1,2,50.0,30,7,6.7,21.5,2,0.0,10.5,7,0,0.0,3,3.00,15.6,Matches
728e9b2e,João Virgínia,pt POR,GK,pt Sporting CP,21,1999,1.0,4,1,0,0,0,3.0,0.30,-1.0,-1.02,3,10,30.0,33,7,27.3,27.9,5,20.0,20.2,9,2,22.2,0,0.00,6.3,Matches
03df04ff,Odisseas Vlachodimos,gr GRE,GK,pt Benfica,27,1994,10.0,17,0,1,2,1,20.3,0.38,+4.3,+0.43,54,153,35.3,265,50,41.9,36.8,92,45.7,39.9,152,4,2.6,5,0.50,13.6,Matches
