id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
4cd41883,Paxten Aaronson,us USA,MF,Eint Frankfurt,19-197,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Köln,29-292,1993,21,576,27,26.7,6.4,3,63,0,18,22,3,1.10,10,12,-2,-0.31,-0.09,10.2,9.9,+0.3,+0.04,-0.10,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",Dortmund,21-052,2002,16,799,50,38.6,8.9,12,58,0,4,27,0,2.13,22,10,+12,+1.35,+0.86,15.2,10.8,+4.3,+0.49,+0.05,Matches
dcfb17f4,Amine Adli,fr FRA,FW,Leverkusen,22-305,2000,15,753,50,36.4,8.4,7,77,1,8,27,1,1.67,14,10,+4,+0.48,+0.55,14.0,7.5,+6.6,+0.78,+0.77,Matches
cb6d81b3,Felix Agu,de GER,"DF,FW",Werder Bremen,23-165,1999,3,49,16,2.4,0.5,0,,0,3,16,9,1.33,1,2,-1,-1.84,-1.53,0.4,2.4,-2.0,-3.53,-3.25,Matches
a6c58494,Naouirou Ahamada,fr FRA,MF,Stuttgart,20-347,2002,17,1398,82,67.5,15.5,17,82,6,0,,0,0.94,17,26,-9,-0.58,-0.18,19.5,18.4,+1.1,+0.07,+0.39,Matches
54507986,Antonis Aidonis,de GER,DF,Stuttgart,21-293,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Mainz 05,29-014,1994,7,467,67,22.6,5.2,6,76,0,1,11,0,2.14,13,7,+6,+1.16,+1.27,7.9,7.8,+0.1,+0.02,+0.12,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27-326,1995,19,1201,63,58.0,13.3,12,79,8,7,35,3,0.84,10,19,-9,-0.67,-0.26,16.0,20.6,-4.6,-0.35,-0.58,Matches
834d0be5,Lucas Alario,ar ARG,FW,Eint Frankfurt,30-154,1992,15,266,18,12.9,3.0,2,78,1,13,9,7,1.47,4,7,-3,-1.02,-1.76,4.6,2.6,+2.0,+0.67,+0.59,Matches
