id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
2590ddf7,Issah Abbas,gh GHA,FW,Mainz 05,19,1998,1,9,9,0.3,0.1,0,,0,1,8,2,1.00,0,0,0,0.00,+0.32,0.1,0.1,0.0,-0.40,-0.16,Matches
565bf0da,David Abraham,ar ARG,DF,Eint Frankfurt,32,1986,17,1420,84,46.4,15.8,17,84,15,0,,3,1.35,28,29,-1,-0.06,-0.78,25.9,26.6,-0.6,-0.04,-0.43,Matches
1c08a3c8,Amir Abrashi,al ALB,MF,Freiburg,28,1990,10,790,79,25.8,8.8,9,85,7,1,22,2,1.20,10,15,-5,-0.57,-0.17,8.0,16.2,-8.2,-0.93,-0.45,Matches
2b09d998,Tyler Adams,us USA,MF,RB Leipzig,19,1999,10,721,72,23.6,8.0,8,85,6,2,23,1,2.10,18,2,+16,+2.00,+1.30,17.3,6.9,+10.4,+1.30,+0.73,Matches
54507986,Antonis Aidonis,de GER,DF,Stuttgart,17,2001,2,80,40,2.6,0.9,1,80,0,1,0,4,1.50,0,2,-2,-2.25,-1.16,0.4,1.3,-0.9,-0.98,-0.40,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,23,1995,25,2205,88,72.1,24.5,25,88,24,0,,0,2.28,60,35,+25,+1.02,-0.24,43.2,30.3,+12.9,+0.52,-0.39,Matches
debc2f28,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,23,1995,16,525,33,17.2,5.8,5,66,0,11,18,5,0.94,7,12,-5,-0.86,+0.31,6.4,8.5,-2.2,-0.37,+0.26,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,23,1995,8,499,62,16.3,5.5,5,86,4,3,24,2,1.63,11,12,-1,-0.18,-0.85,9.9,12.3,-2.4,-0.44,-1.34,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hannover 96,23,1995,4,313,78,10.2,3.5,4,78,3,0,,0,0.75,1,9,-8,-2.30,-1.25,2.3,7.1,-4.7,-1.36,-0.51,Matches
05439de2,David Alaba,at AUT,DF,Bayern Munich,26,1992,31,2530,82,82.7,28.1,29,85,24,2,27,0,2.29,71,27,+44,+1.57,-0.47,68.4,23.6,+44.9,+1.60,-0.70,Matches
834d0be5,Lucas Alario,ar ARG,"FW,MF",Leverkusen,25,1992,27,1265,47,41.3,14.1,11,83,5,16,22,6,1.70,33,16,+17,+1.21,+1.21,22.9,18.3,+4.7,+0.33,-0.15,Matches
d459281d,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,27,1990,22,1660,75,54.2,18.4,19,85,16,3,15,6,0.55,19,44,-25,-1.36,-0.39,18.1,37.6,-19.6,-1.06,-0.35,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Dortmund,24,1993,26,1211,47,39.6,13.5,11,78,3,15,23,2,2.35,42,21,+21,+1.56,+0.78,27.1,12.6,+14.5,+1.08,+0.74,Matches
77e84962,Thiago Alcántara,es ESP,MF,Bayern Munich,27,1991,30,2408,80,78.7,26.8,26,89,23,4,24,0,2.53,74,21,+53,+1.98,+1.57,69.1,19.6,+49.5,+1.85,+0.62,Matches
b15e93aa,Allan,br BRA,MF,Eint Frankfurt,21,1997,4,176,44,5.8,2.0,2,69,1,2,20,3,2.00,6,2,+4,+2.05,+1.80,3.9,2.8,+1.0,+0.53,+0.35,Matches
d73a07e2,Alfons Amade,de GER,MF,Hoffenheim,18,1999,1,9,9,0.3,0.1,0,,0,1,8,1,0.00,0,2,-2,-20.00,-20.59,0.1,1.2,-1.1,-11.20,-11.92,Matches
555d5edd,Nadiem Amiri,de GER,MF,Hoffenheim,21,1996,13,754,58,24.6,8.4,10,69,2,3,22,4,1.85,22,8,+14,+1.67,+1.51,22.2,9.3,+12.9,+1.54,+1.13,Matches
5e66fa06,Waldemar Anton,de GER,DF,Hannover 96,22,1996,34,3060,90,100.0,34.0,34,90,34,0,,0,0.62,31,71,-40,-1.18,,37.2,67.8,-30.6,-0.90,,Matches
c311243f,Dennis Aogo,de GER,MF,Stuttgart,31,1987,15,1025,68,33.5,11.4,13,76,8,2,16,7,1.13,10,18,-8,-0.70,+0.62,12.5,18.7,-6.1,-0.54,+0.08,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,29,1989,24,1891,79,61.8,21.0,22,82,15,2,48,2,1.83,43,26,+17,+0.81,+0.81,38.9,22.1,+16.9,+0.80,+1.00,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,24,1994,33,2872,87,93.9,31.9,33,87,26,0,,0,1.58,58,46,+12,+0.38,+0.38,44.7,45.0,-0.3,-0.01,+0.20,Matches
13ddc856,Takuma Asano,jp JPN,"MF,FW",Hannover 96,23,1994,13,699,54,22.8,7.8,9,63,1,4,33,6,0.46,5,22,-17,-2.19,-1.31,6.0,17.5,-11.6,-1.49,-0.77,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Stuttgart,21,1997,27,2428,90,79.3,27.0,27,90,25,0,,0,0.78,27,55,-28,-1.04,+0.39,30.5,46.2,-15.7,-0.58,+0.05,Matches
dfc85b89,Simon Asta,de GER,DF,Augsburg,17,2001,1,90,90,2.9,1.0,1,90,1,0,,1,0.00,1,8,-7,-7.00,-6.61,1.0,3.6,-2.6,-2.56,-2.16,Matches
