id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,31,1987,1.0,28,25,28,0,0,0,28,0,0,,0,,10,70,57,0,0,0,0,0,8,0,Matches
5890cef1,Aday,es ESP,"DF,MF",Girona,30,1987,7.2,380,21,87,161,136,6,380,9,6,66.7,3,33.3,204,1587,836,35,24,5,8,4,227,40,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,37,1981,10.5,313,4,18,149,148,37,311,9,2,22.2,7,77.8,142,520,170,8,5,1,23,6,256,57,Matches
cacadf4f,Luis Advíncula,pe PER,DF,Rayo Vallecano,28,1990,26.5,1462,84,439,671,370,25,1462,53,39,73.6,14,26.4,824,4387,2172,51,32,7,41,33,865,136,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,22,1996,22.6,1200,89,403,595,218,9,1200,39,26,66.7,13,33.3,478,2887,1656,36,21,4,20,11,567,56,Matches
18dc8533,Juan Aguilera,es ESP,MF,Huesca,32,1985,3.8,217,5,35,154,30,4,217,1,1,100.0,0,0.0,130,614,365,8,2,1,4,2,150,2,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Huesca,25,1993,11.4,566,39,184,255,133,14,566,14,8,57.1,6,42.9,228,1687,1091,33,29,9,8,3,261,28,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Rayo Vallecano,20,1997,2.0,107,7,32,49,27,0,107,2,2,100.0,0,0.0,60,364,204,5,5,0,4,4,65,9,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,29,1989,33.2,2976,95,683,1300,1018,91,2976,22,16,72.7,6,27.3,1710,6503,3731,63,59,20,27,23,2096,372,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,29,1989,20.8,1110,178,647,435,35,18,1110,5,4,80.0,1,20.0,530,2477,1404,13,7,1,7,5,600,3,Matches
