id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
7f9c5d2d,Abner,br BRA,DF,Betis,22-288,2000,4.1,261,18,84,114,66,8,261,6,1,16.7,5,83.3,118,458,254,4,3,3,5,3,137,16,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,0.1,8,6,8,0,0,0,8,0,0,,0,,5,34,31,0,0,0,0,0,2,0,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,31-134,1991,13.4,1010,41,272,450,298,20,1010,30,10,33.3,16,53.3,562,2528,1331,28,18,4,21,15,612,63,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,2.5,95,78,95,0,0,0,95,0,0,,0,,59,254,186,0,0,0,0,0,48,0,Matches
014aa7bd,Álvaro Aguado,es ESP,MF,Valladolid,26-314,1996,13.4,817,17,172,456,199,10,817,14,6,42.9,4,28.6,520,3397,1427,19,27,1,14,3,575,25,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,27-163,1995,23.8,1389,215,743,627,29,11,1389,7,5,71.4,1,14.3,863,4097,2132,10,4,0,9,6,867,2,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Almería,25-085,1997,23.4,1199,72,397,533,290,32,1199,45,25,55.6,16,35.6,620,4047,2168,59,34,11,26,24,672,81,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,25-081,1997,2.6,119,8,27,80,13,0,119,1,0,0.0,1,100.0,52,138,34,0,1,0,0,0,74,1,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,30-260,1992,17.2,1079,100,409,445,231,19,1079,4,3,75.0,1,25.0,641,2828,1665,14,21,2,7,3,779,58,Matches
455c26a4,Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-300,2004,0.3,8,1,1,2,5,1,8,0,0,,0,,6,27,13,0,0,0,0,1,8,2,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,24-051,1999,2.5,113,3,20,68,25,1,113,0,0,,0,,62,267,81,2,0,0,3,4,74,6,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,33-355,1989,11.1,1137,21,205,590,349,23,1137,9,5,55.6,4,44.4,684,2794,1528,31,21,4,5,6,821,106,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,37-188,1985,20.9,1509,193,739,738,40,7,1509,6,3,50.0,3,50.0,942,6415,4276,12,9,0,10,5,1030,2,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,31-314,1991,14.0,669,37,174,397,105,12,669,11,6,54.5,4,36.4,361,1909,765,14,12,1,24,18,384,10,Matches
bb08bce9,Omar Alderete,py PAR,DF,Getafe,26-075,1996,12.0,561,51,230,297,43,12,561,11,7,63.6,4,36.4,270,1364,891,14,7,1,7,4,290,6,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,28-029,1995,9.2,340,17,73,102,167,15,340,24,4,16.7,15,62.5,199,1391,582,28,18,2,24,16,217,53,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,25-065,1998,17.5,797,13,113,467,226,16,797,27,15,55.6,8,29.6,472,2124,915,18,17,1,34,19,581,58,Matches
b907d169,Alejandro Alfaro,es ESP,MF,Elche,20-269,2002,0.2,2,0,0,1,1,0,2,1,0,0.0,1,100.0,1,6,0,0,1,0,0,0,2,0,Matches
acc1aefa,Ángel Algobia,es ESP,MF,Getafe,23-261,1999,10.9,531,10,117,340,75,7,531,3,2,66.7,1,33.3,284,1301,577,8,2,2,11,5,338,7,Matches
f8405304,Mohamed Ali Cho,fr FRA,FW,Real Sociedad,19-051,2004,3.6,148,2,24,49,82,15,148,24,9,37.5,11,45.8,103,808,452,19,5,9,19,7,101,38,Matches
e6697917,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22-285,2000,16.7,965,22,155,477,347,12,965,44,19,43.2,19,43.2,607,3539,1919,45,39,2,23,29,645,47,Matches
