id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
8fa8f8d2,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,23,1995,25.0,43,2,2,5,0,33.8,0.32,-9.2,-0.37,166,388,42.8,655,126,36.2,33.7,213,70.9,51.4,326,13,4.0,45,1.80,18.6,Matches
8870154f,Bobby Allain,fr FRA,GK,Dijon,26,1991,13.0,17,1,0,2,1,17.0,0.23,+1.0,+0.08,132,283,46.6,333,68,54.4,41.0,125,81.6,53.9,230,21,9.1,18,1.38,13.1,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Paris S-G,25,1993,21.0,17,4,0,1,1,18.3,0.22,+2.3,+0.11,40,94,42.6,377,100,15.9,25.3,139,24.5,32.0,255,7,2.7,13,0.62,13.7,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,Monaco,34,1983,22.9,38,3,0,3,1,34.2,0.31,-2.8,-0.12,87,225,38.7,462,113,28.4,30.3,186,50.5,41.1,327,9,2.8,15,0.66,12.6,Matches
8a2248b4,Walter Benítez,ar ARG,GK,Nice,25,1993,35.0,29,2,0,5,1,40.4,0.25,+12.4,+0.35,127,344,36.9,838,204,22.1,28.5,308,51.6,41.2,559,17,3.0,14,0.40,11.5,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38.0,58,4,0,4,1,60.4,0.31,+3.4,+0.09,234,690,33.9,825,160,54.3,40.0,290,83.4,55.2,491,28,5.7,33,0.87,14.5,Matches
380a15e2,Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1.0,0,0,0,0,0,0.1,0.08,+0.1,+0.08,9,25,36.0,23,3,56.5,39.9,13,92.3,52.3,13,1,7.7,0,0.00,9.0,Matches
249cdcff,Zacharie Boucher,fr FRA,GK,Angers,26,1992,2.0,1,0,0,0,0,1.0,0.26,0.0,+0.02,10,32,31.3,36,8,47.2,39.4,17,88.2,60.5,37,4,10.8,2,1.00,17.8,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,Paris S-G,40,1978,17.0,18,1,1,2,3,17.9,0.25,+2.9,+0.17,21,53,39.6,301,79,9.0,21.1,108,24.1,31.2,174,2,1.1,16,0.94,16.4,Matches
26975a92,Ludovic Butelle,fr FRA,GK,Angers,35,1983,36.0,48,3,0,3,2,47.2,0.27,+1.2,+0.03,240,576,41.7,707,183,49.8,38.3,290,77.2,50.7,524,17,3.2,33,0.92,13.9,Matches
5ee6e943,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,24,1994,21.0,34,1,1,3,0,30.9,0.31,-3.1,-0.15,154,380,40.5,369,61,60.7,44.2,173,90.2,59.3,275,15,5.5,4,0.19,9.3,Matches
950ff24d,Yoan Cardinale,fr FRA,GK,Nice,24,1994,3.0,6,1,0,0,0,3.7,0.23,-2.3,-0.76,0,1,0.0,67,21,1.5,21.3,17,0.0,24.6,31,0,0.0,5,1.67,19.4,Matches
2434f24a,Benoît Costil,fr FRA,GK,Bordeaux,31,1987,37.0,42,6,1,11,0,46.4,0.27,+4.4,+0.12,254,578,43.9,833,124,43.6,37.6,325,66.2,48.7,576,13,2.3,22,0.59,13.6,Matches
26383ea5,Abdoulaye Diallo,sn SEN,GK,Rennes,26,1992,5.5,4,1,0,1,0,5.0,0.20,+1.0,+0.17,18,54,33.3,109,24,32.1,33.1,36,52.8,42.5,60,6,10.0,3,0.55,12.7,Matches
