id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,32,1987,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
293211e1,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,38,1981,2.3,3,0,0,7,1,0,0,0,2,0,0,0,2,21,10,67.7,Matches
073b1b37,Lumor Agbenyenu,gh GHA,DF,Mallorca,22,1996,20.1,5,1,1,13,9,0,81,21,21,0,0,0,118,17,16,51.5,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,23,1996,23.3,5,1,0,33,19,1,33,18,30,0,1,0,125,26,27,49.1,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,23,1995,27.8,4,0,0,17,17,0,1,45,27,0,2,0,143,49,51,49.0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,30,1989,24.3,7,0,0,18,18,5,65,37,13,0,0,0,129,6,15,28.6,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,33,1985,36.0,9,0,0,30,25,2,3,42,23,0,2,0,155,74,55,57.4,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,25,1993,10.3,1,0,0,4,11,13,1,2,3,1,0,0,25,6,22,21.4,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,28,1991,21.4,10,0,0,37,58,0,26,15,30,0,2,0,178,49,52,48.5,Matches
46166b49,Álex Alegría,es ESP,FW,Mallorca,26,1992,1.2,0,0,0,5,4,1,1,0,0,0,0,0,4,9,10,47.4,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,21,1998,1.9,0,0,0,3,2,0,4,0,1,0,0,0,10,1,4,20.0,Matches
6c811eb7,Carles Aleñá,es ESP,"MF,FW",Betis,21,1998,8.2,1,0,0,9,19,3,3,1,9,0,0,0,27,2,11,15.4,Matches
88d91621,Sergio Álvarez,es ESP,"MF,DF",Eibar,27,1992,12.7,6,0,0,24,7,0,2,17,22,0,1,0,70,24,35,40.7,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,32,1986,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,24,1995,31.2,2,0,0,18,32,1,12,62,19,0,1,0,167,104,69,60.1,Matches
9260926b,Ibrahim Amadou,fr FRA,MF,Leganés,26,1993,8.6,2,0,0,15,6,0,5,12,9,0,0,0,42,19,14,57.6,Matches
f3b1d9a2,Amath,sn SEN,MF,Getafe,23,1996,0.7,0,0,0,3,4,0,0,0,1,0,0,0,4,1,0,100.0,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,Leganés,29,1990,8.8,0,0,0,16,8,3,4,2,0,0,0,0,13,23,42,35.4,Matches
3024e383,José Ángel,es ESP,DF,Eibar,29,1989,26.2,4,0,0,21,13,0,148,33,31,0,1,0,181,50,29,63.3,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,35,1984,13.0,0,0,0,0,1,0,0,1,0,0,0,0,26,2,0,100.0,Matches
dbe519cf,Antoñito,es ESP,"DF,MF",Valladolid,31,1987,11.4,1,0,0,18,7,1,36,15,18,0,0,0,58,7,4,63.6,Matches
3e4f735d,Vitorino Antunes,pt POR,MF,Getafe,32,1987,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
c93231dc,Anuar,ma MAR,"MF,FW",Valladolid,24,1995,2.1,1,0,0,3,5,0,1,5,2,0,0,0,16,3,7,30.0,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,23,1995,34.1,11,1,1,79,63,0,45,43,33,0,0,0,201,71,69,50.7,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,27,1991,32.1,10,0,0,27,9,0,0,52,27,0,0,0,151,83,44,65.4,Matches
2bef2bca,Ronald Araújo,uy URU,DF,Barcelona,20,1999,2.6,0,1,0,2,1,0,0,0,2,0,0,0,10,6,5,54.5,Matches
850c0a0d,Anaitz Arbilla,es ESP,DF,Eibar,32,1987,22.3,5,0,0,22,12,0,30,29,20,0,0,0,173,56,33,62.9,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Real Madrid,26,1993,4.0,1,0,0,1,0,0,0,0,0,0,1,0,9,1,0,100.0,Matches
fdd60087,Santiago Arias,co COL,DF,Atlético Madrid,27,1992,12.0,1,0,0,8,16,1,24,19,24,0,0,0,60,21,20,51.2,Matches
46e07328,José Arnaiz,es ESP,"FW,MF",Osasuna,24,1995,8.8,2,0,0,11,17,5,7,5,2,0,0,0,31,9,18,33.3,Matches
46e07328,José Arnaiz,es ESP,MF,Leganés,24,1995,3.7,2,0,0,9,7,1,12,2,0,0,0,0,21,1,5,16.7,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,30,1989,34.0,2,0,0,2,6,0,0,1,0,0,1,0,39,6,0,100.0,Matches
45af8a54,Marco Asensio,es ESP,FW,Real Madrid,23,1996,3.7,0,0,0,2,4,1,11,1,3,0,0,0,16,2,4,33.3,Matches
7dcf86f6,Iago Aspas,es ESP,FW,Celta Vigo,31,1987,36.2,9,0,0,25,66,20,26,22,19,2,0,0,108,29,58,33.3,Matches
5d5219b1,Roger Assalé,ci CIV,"FW,MF",Leganés,25,1993,5.9,1,0,0,8,11,7,6,0,2,3,0,0,16,3,9,25.0,Matches
12eda7be,Miguel Atienza,es ESP,MF,Eibar,20,1999,0.3,0,0,0,2,1,0,0,2,1,0,0,0,2,2,1,66.7,Matches
