id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
bbe88396,Aly Abeid,mr MTN,DF,Levante,19,1997,0.9,0,0,0,1,0,0,2,3,1,0,0,0,5,1,2,33.3,Matches
65d62814,Antonio Adán,es ESP,GK,Betis,30,1987,30.0,4,0,0,1,3,0,0,0,0,0,0,0,41,4,1,80.0,Matches
5890cef1,Aday,es ESP,DF,Girona,29,1987,20.4,10,0,0,39,15,6,134,25,15,0,0,1,97,37,16,69.8,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,36,1981,23.9,5,0,0,42,39,35,20,3,8,0,0,0,45,99,77,56.3,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,21,1996,20.3,4,0,0,19,18,0,50,41,33,0,0,0,120,17,13,56.7,Matches
c84c1afc,Imanol Agirretxe,es ESP,FW,Real Sociedad,30,1987,2.6,0,0,0,1,4,1,1,0,0,1,0,0,6,8,10,44.4,Matches
8617e3d9,Matías Aguirregaray,uy URU,DF,Las Palmas,28,1989,12.8,3,0,0,19,21,1,19,24,20,0,0,0,87,14,17,45.2,Matches
c5eaff5c,Ager Aketxe,es ESP,MF,Athletic Club,23,1993,0.4,1,0,0,1,0,0,7,1,1,0,0,0,6,0,1,0.0,Matches
7a4cd784,David Alba,es ESP,DF,Getafe,18,1999,0.7,0,0,0,3,0,0,0,0,1,0,0,0,3,1,2,33.3,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,28,1989,30.5,7,0,0,35,21,16,46,68,42,0,0,0,189,15,21,41.7,Matches
348e4809,Raúl Albentosa,es ESP,DF,La Coruña,28,1988,19.4,5,0,0,15,14,1,2,26,6,0,1,0,73,39,18,68.4,Matches
a7a9d95a,Paco Alcácer,es ESP,"MF,FW",Barcelona,23,1993,7.7,0,0,0,2,9,7,6,11,3,0,0,0,28,7,17,29.2,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,28,1989,7.7,4,0,0,11,3,2,4,14,5,0,0,0,26,19,11,63.3,Matches
