id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
71201659,Diego Abbrandini,it ITA,GK,Brescia,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,31,1988,36,3162,88,92.5,35.1,36,88,32,0,,1,2.00,74,38,+36,+1.02,+0.68,62.9,46.9,+16.0,+0.45,+0.14,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,Lazio,20,1999,11,188,17,5.5,2.1,0,,0,11,17,21,1.45,3,5,-2,-0.96,-2.04,5.8,3.4,+2.3,+1.12,+0.72,Matches
ce5b170a,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,5,231,46,6.8,2.6,2,90,2,3,17,26,0.60,5,7,-2,-0.78,-0.72,3.2,4.8,-1.6,-0.62,-0.58,Matches
7005ac66,Andrea Adorante,it ITA,FW,Parma,19,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Inter,17,2002,3,68,23,2.0,0.8,0,,0,3,23,21,1.67,3,3,0,0.00,-1.21,3.4,1.7,+1.7,+2.29,+1.56,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,3,64,21,1.9,0.7,1,54,0,2,5,13,2.00,1,3,-2,-2.81,-2.95,1.1,1.1,0.0,+0.01,-0.11,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,10,666,67,19.5,7.4,7,86,4,3,22,5,0.60,8,11,-3,-0.41,+0.35,9.5,12.6,-3.1,-0.42,-0.15,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,10,230,23,6.7,2.6,2,78,1,8,9,9,1.90,4,6,-2,-0.78,-0.73,1.8,4.8,-3.0,-1.16,-1.15,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,22,1996,32,2079,65,60.8,23.1,20,84,12,12,33,5,1.13,35,39,-4,-0.17,+1.03,30.2,34.7,-4.5,-0.19,+0.58,Matches
cfed4243,Fabrizio Alastra,it ITA,GK,Parma,21,1997,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
