id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,23,1997,37,3084,83,90.2,34.3,36,85,23,1,32,0,1.70,54,38,+16,+0.47,+0.47,59.3,33.2,+26.1,+0.76,+0.59,Matches
686ee768,Salim Abubakar,gh GHA,MF,Sassuolo,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,33,1988,30,2536,85,74.2,28.2,29,87,27,1,7,0,1.67,59,48,+11,+0.39,-0.42,38.1,35.9,+2.1,+0.08,-0.48,Matches
1226f0de,Marius Adamonis,lt LTU,GK,Lazio,24,1997,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
f9c927de,Michel Aebischer,ch SUI,MF,Bologna,24,1997,12,443,37,13.0,4.9,4,76,2,8,18,4,1.42,3,2,+1,+0.20,+0.57,4.6,7.8,-3.2,-0.65,-0.52,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,17,668,39,19.5,7.4,6,66,0,11,25,8,1.65,13,9,+4,+0.54,+0.15,11.2,7.0,+4.2,+0.56,-0.18,Matches
b49a4e1d,Vittorio Agostinelli,it ITA,MF,Fiorentina,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Inter,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
46fa7204,Kevin Agudelo,co COL,"FW,MF",Genoa,22,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,22,1998,23,1237,54,36.2,13.7,12,77,3,11,28,0,0.91,16,23,-7,-0.51,+0.44,15.2,23.7,-8.4,-0.61,+0.04,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,24,1996,21,1437,68,42.0,16.0,17,80,7,4,19,12,1.29,17,19,-2,-0.13,-0.44,19.9,16.5,+3.5,+0.22,-0.07,Matches
