id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
13a0ff99,Basit Abdallah,gh GHA,MF,Benevento,20,1999,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
01040647,Gennaro Acampora,it ITA,"MF,FW",Spezia,26,1994,14,441,32,12.9,4.9,2,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.1,9.3,-3.2,-0.64,-0.18,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,32,1988,32,2813,88,82.3,31.3,32,88,30,0,,0,1.88,51,44,+7,+0.22,+0.37,48.6,39.2,+9.3,+0.30,+0.08,Matches
b911a881,Enzo Adeagbo,ch SUI,DF,Lazio,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
3ed84b2c,Bobby Adekanye,nl NED,"FW,MF",Lazio,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
7005ac66,Andrea Adorante,it ITA,FW,Parma,20,2000,1,10,10,0.3,0.1,0,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,0.9,-0.8,-7.55,-7.08,Matches
98179242,Giuseppe Agostino,it ITA,GK,Genoa,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Spezia,18,2002,12,800,67,23.4,8.9,9,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,12.6,16.1,-3.5,-0.39,+0.13,Matches
46fa7204,Kevin Agudelo,co COL,FW,Spezia,21,1998,29,1356,47,39.6,15.1,14,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.7,22.7,-3.0,-0.20,+0.48,Matches
414e1f69,Marley Aké,fr FRA,FW,Juventus,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,27,1992,32,1056,33,30.9,11.7,6,83,2,26,22,4,2.00,18,15,+3,+0.26,+0.14,15.0,13.8,+1.2,+0.11,-0.26,Matches
cfed4243,Fabrizio Alastra,it ITA,GK,Parma,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,45.6,34.2,+11.4,+0.39,+0.46,Matches
261dfc43,Marco Alia,al ALB,GK,Lazio,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,13.9,29.6,-15.6,-0.86,-0.71,Matches
35b4bc62,Wisdom Amey,it ITA,DF,Bologna,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.11,+1.32,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Hellas Verona,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
