id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
314c2af0,Stephan Andersen,dk DEN,GK,dk FC Copenhagen,36,1981,5,5,450,5.0,4,0.80,16,12,75.0,1,1,3,1,20.0,1,0,0,1,,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,23,1994,13,13,1200,13.3,8,0.60,25,17,68.0,11,2,0,7,53.8,0,0,0,0,,Matches
56901a62,Scott Bain,sct SCO,GK,sct Celtic,26,1991,2,2,180,2.0,3,1.50,11,8,72.7,0,0,2,0,0.0,0,0,0,0,,Matches
0ef05b3e,Frank Boeckx,be BEL,GK,be Anderlecht,31,1986,1,1,90,1.0,0,0.00,2,2,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
e65dd8dc,Landry Bonnefoi,fr FRA,GK,lu F91 Dudelange,34,1983,4,4,360,4.0,12,3.00,35,26,65.7,0,1,3,1,25.0,0,0,0,0,,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,30,1988,9,9,810,9.0,16,1.78,46,30,65.2,4,3,2,2,22.2,0,0,0,0,,Matches
6115fddd,Yanick Brecher,ch SUI,GK,ch Zürich,25,1993,7,7,630,7.0,10,1.43,33,23,69.7,3,0,4,2,28.6,0,0,0,0,,Matches
6503ae16,Jorge Broun,ar ARG,GK,bg Ludogorets,32,1986,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,24,1994,1,1,90,1.0,1,1.00,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,Matches
a179d516,Willy Caballero,ar ARG,GK,eng Chelsea,36,1981,2,2,180,2.0,2,1.00,3,2,33.3,1,1,0,1,50.0,0,0,0,0,,Matches
71672fa0,Petr Čech,cz CZE,GK,eng Arsenal,36,1982,11,11,990,11.0,11,1.00,34,24,70.6,7,1,3,6,54.5,1,1,0,0,0.0,Matches
c52b28d0,Andreas Christodoulou,cy CYP,GK,cy AÉK Lárnaka,21,1997,1,1,90,1.0,5,5.00,8,3,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
1c0ddebb,Martin Chudý,sk SVK,GK,sk Spartak Trnava,29,1989,6,6,540,6.0,7,1.17,21,15,66.7,2,1,3,3,50.0,0,0,0,0,,Matches
2434f24a,Benoît Costil,fr FRA,GK,fr Bordeaux,31,1987,6,6,540,6.0,6,1.00,19,12,68.4,2,1,3,2,33.3,1,0,1,0,100.0,Matches
a04e2dd2,Johan Dahlin,se SWE,GK,se Malmö,31,1986,8,8,720,8.0,11,1.37,36,25,69.4,2,3,3,2,25.0,0,0,0,0,,Matches
26383ea5,Abdoulaye Diallo,sn SEN,GK,fr Rennes,26,1992,3,3,270,3.0,4,1.33,6,2,33.3,1,0,2,1,33.3,0,0,0,0,,Matches
a3d524cb,Thomas Didillon,fr FRA,GK,be Anderlecht,22,1995,5,5,450,5.0,7,1.40,25,18,76.0,0,2,3,1,20.0,1,1,0,0,0.0,Matches
6bfaecc4,Renan dos Santos,br BRA,GK,bg Ludogorets,29,1989,5,5,450,5.0,6,1.20,21,15,76.2,0,3,2,1,20.0,1,1,0,0,0.0,Matches
88b748d2,Nenad Erić,kz KAZ,GK,kz Astana FK,36,1982,6,6,540,6.0,7,1.17,23,16,69.6,2,2,2,1,16.7,1,0,1,0,100.0,Matches
e0238966,Florian Escales,fr FRA,GK,fr Marseille,22,1996,1,1,90,1.0,3,3.00,3,0,33.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches
307fcd26,Andrés Fernández,es ESP,GK,es Villarreal,31,1986,12,12,1080,12.0,13,1.08,40,26,70.0,5,5,2,5,41.7,2,1,1,0,50.0,Matches
85b4255f,Joe Frising,lu LUX,GK,lu F91 Dudelange,24,1994,2,2,180,2.0,4,2.00,11,7,63.6,0,0,2,0,0.0,0,0,0,0,,Matches
8ae07c1c,Andreas Gianniotis,gr GRE,GK,gr Olympiacos,25,1992,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
b15780e3,Craig Gordon,sct SCO,GK,sct Celtic,35,1982,6,6,540,6.0,8,1.33,20,12,65.0,3,0,3,2,33.3,1,1,0,0,0.0,Matches
74419746,Samir Handanović,si SVN,GK,it Inter,34,1984,4,4,360,4.0,1,0.25,17,16,94.1,2,1,1,3,75.0,0,0,0,0,,Matches
5e91ddf8,André Hansen,no NOR,GK,no Rosenborg,28,1989,6,6,540,6.0,14,2.33,53,40,75.5,0,1,5,0,0.0,1,1,0,0,0.0,Matches
3f65d5ce,Ethan Horvath,us USA,GK,be Club Brugge,23,1995,2,2,180,2.0,5,2.50,11,5,54.5,1,0,1,0,0.0,1,0,1,0,100.0,Matches
