id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,33,1986,5,5,450,5.0,9,1.80,23,14,65.2,0,2,3,1,20.0,1,1,0,0,0.0,Matches
8870154f,Bobby Allain,fr FRA,GK,gr Olympiacos,27,1991,1,1,90,1.0,1,1.00,4,3,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
1858bbf7,Giedrius Arlauskis,lt LTU,GK,ro CFR Cluj,31,1987,8,8,720,8.0,5,0.62,33,28,84.8,4,2,2,4,50.0,1,0,0,1,,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,24,1994,6,6,540,6.0,7,1.17,29,22,79.3,2,2,2,1,16.7,1,1,0,0,0.0,Matches
6e240751,Noam Baumann,ch SUI,GK,ch Lugano,23,1996,5,5,450,5.0,4,0.80,10,6,70.0,0,2,3,2,40.0,1,1,0,0,0.0,Matches
7b4de647,Asmir Begović,ba BIH,GK,az Qarabağ Ağdam,32,1987,5,5,450,5.0,10,2.00,19,10,47.4,1,1,3,0,0.0,0,0,0,0,,Matches
4f8ce0e1,Vid Belec,si SVN,GK,cy APOEL,29,1990,7,7,630,7.0,11,1.57,36,24,69.4,3,1,3,2,28.6,1,0,1,0,100.0,Matches
3d214e5f,Marco Bizot,nl NED,GK,nl AZ Alkmaar,28,1991,8,8,720,8.0,11,1.37,29,18,72.4,2,4,2,3,37.5,3,3,0,0,0.0,Matches
79c536d7,Arnaud Bodart,be BEL,GK,be Standard Liège,21,1998,3,3,270,3.0,4,1.33,17,13,76.5,1,2,0,0,0.0,0,0,0,0,,Matches
741275f5,Pépé Bonet,fr FRA,GK,fr Rennes,16,2003,1,0,83,0.9,1,1.08,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,es Sevilla,28,1991,10,10,900,10.0,6,0.60,31,24,87.1,8,1,1,6,60.0,3,2,1,0,33.3,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,31,1988,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,25,1994,5,5,450,5.0,7,1.40,17,10,58.8,0,4,1,1,20.0,0,0,0,0,,Matches
f63a8347,Uğurcan Çakır,tr TUR,GK,tr Trabzonspor,23,1996,3,3,270,3.0,5,1.67,10,5,50.0,0,1,2,0,0.0,0,0,0,0,,Matches
81b906e7,Eduardo Carvalho,pt POR,GK,pt Braga,36,1982,3,3,270,3.0,6,2.00,11,5,45.5,1,2,0,0,0.0,1,0,1,0,100.0,Matches
db401046,Koen Casteels,be BEL,GK,de Wolfsburg,27,1992,5,5,450,5.0,6,1.20,20,13,75.0,3,0,2,2,40.0,2,1,1,0,50.0,Matches
8d957256,Leandro Chichizola,ar ARG,GK,es Getafe,29,1990,5,5,450,5.0,4,0.80,11,7,63.6,3,0,2,2,40.0,0,0,0,0,,Matches
31e3ab68,David Da Costa,ch SUI,GK,ch Lugano,33,1986,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
a04e2dd2,Johan Dahlin,se SWE,GK,se Malmö,32,1986,8,8,720,8.0,11,1.37,32,23,65.6,3,2,3,2,25.0,0,0,0,0,,Matches
4030c7ae,Dénes Dibusz,hu HUN,GK,hu Ferencváros,28,1990,6,6,540,6.0,7,1.17,27,20,74.1,1,4,1,2,33.3,0,0,0,0,,Matches
6bfaecc4,Renan dos Santos,br BRA,GK,bg Ludogorets,30,1989,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,Matches
e961d3ac,Douglas,br BRA,GK,pt Vitória,36,1983,2,2,180,2.0,2,1.00,6,4,83.3,0,2,0,0,0.0,1,1,0,0,0.0,Matches
88b748d2,Nenad Erić,kz KAZ,GK,kz Astana FK,37,1982,6,6,475,5.3,13,2.46,38,25,65.8,1,0,5,0,0.0,0,0,0,0,,Matches
c3e39f12,Fraser Forster,eng ENG,GK,sct Celtic,31,1988,7,7,630,7.0,8,1.14,28,19,75.0,4,2,1,1,14.3,2,1,1,0,50.0,Matches
7ba6d84e,David de Gea,es ESP,GK,eng Manchester Utd,28,1990,2,2,180,2.0,2,1.00,7,5,71.4,0,1,1,1,50.0,0,0,0,0,,Matches
b15780e3,Craig Gordon,sct SCO,GK,sct Celtic,36,1982,1,1,90,1.0,2,2.00,7,5,71.4,0,0,1,0,0.0,0,0,0,0,,Matches
9dab6e3b,Lee Grant,eng ENG,GK,eng Manchester Utd,36,1983,1,1,90,1.0,2,2.00,4,3,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
30061f53,Dominik Greif,sk SVK,GK,sk Slovan Bratislava,22,1997,6,6,540,6.0,13,2.17,36,24,72.2,1,1,4,0,0.0,4,3,1,0,25.0,Matches
b583aef5,Mert Günok,tr TUR,GK,tr Başakşehir,30,1989,10,10,930,10.3,16,1.55,50,35,72.0,5,1,4,3,30.0,2,2,0,0,0.0,Matches
74419746,Samir Handanović,si SVN,GK,it Inter,35,1984,4,4,360,4.0,4,1.00,10,7,60.0,3,0,1,2,50.0,1,0,0,1,,Matches
5e91ddf8,André Hansen,no NOR,GK,no Rosenborg,29,1989,5,5,450,5.0,10,2.00,26,17,61.5,0,0,5,0,0.0,0,0,0,0,,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,29,1989,5,5,450,5.0,5,1.00,18,13,72.2,4,0,1,1,20.0,0,0,0,0,,Matches
55bd7d45,Plamen Iliev,bg BUL,GK,bg Ludogorets,27,1991,7,7,630,7.0,13,1.86,42,29,73.8,1,2,4,1,14.3,2,2,0,0,0.0,Matches
a56bd2ee,Karl-Johan Johnsson,se SWE,GK,dk FC Copenhagen,29,1990,11,11,1020,11.3,8,0.71,45,37,88.9,4,4,3,3,27.3,4,3,1,0,25.0,Matches
068830ca,Jonathan Joubert,lu LUX,GK,lu F91 Dudelange,39,1979,6,6,540,6.0,18,3.00,50,32,70.0,1,1,4,0,0.0,3,3,0,0,0.0,Matches
1caa93a5,Thomas Kaminski,be BEL,GK,be Gent,26,1992,8,8,720,8.0,9,1.13,24,16,62.5,3,4,1,1,12.5,0,0,0,0,,Matches
94b3ccdb,Erce Kardeşler,tr TUR,GK,tr Trabzonspor,25,1994,3,3,270,3.0,6,2.00,15,10,60.0,0,0,3,0,0.0,0,0,0,0,,Matches
32e7ce92,Loris Karius,de GER,GK,tr Beşiktaş,26,1993,5,5,450,5.0,11,2.20,25,14,56.0,1,0,4,0,0.0,0,0,0,0,,Matches
98b94ef4,Filip Kljajić,rs SRB,GK,rs Partizan,28,1990,1,0,21,0.2,1,4.29,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches
f42e9f3f,Alexander Kofler,at AUT,GK,at Wolfsberger AC,32,1986,6,6,540,6.0,8,1.33,34,26,82.4,1,2,3,1,16.7,2,2,0,0,0.0,Matches
b8798a46,Stanislav Kritsyuk,ru RUS,GK,ru Krasnodar,28,1990,3,3,270,3.0,4,1.33,11,7,63.6,2,0,1,1,33.3,0,0,0,0,,Matches
2628fd2b,Bernd Leno,de GER,GK,eng Arsenal,27,1992,2,2,210,2.3,2,0.86,6,4,66.7,1,0,1,1,50.0,0,0,0,0,,Matches
73683fa9,Diego López,es ESP,GK,es Espanyol,37,1981,5,5,450,5.0,3,0.60,15,12,86.7,3,2,0,3,60.0,2,1,1,0,50.0,Matches
20b9f052,Pau López,es ESP,GK,it Roma,24,1994,8,7,659,7.3,7,0.96,28,22,78.6,3,2,2,3,42.9,1,1,0,0,0.0,Matches
853b7c48,Agustín Marchesín,ar ARG,GK,pt Porto,31,1988,8,8,720,8.0,14,1.75,33,19,63.6,3,1,4,0,0.0,2,2,0,0,0.0,Matches
f352799f,Nick Marsman,nl NED,GK,nl Feyenoord,28,1990,2,2,180,2.0,5,2.50,8,4,37.5,0,1,1,0,0.0,0,0,0,0,,Matches
7956236f,Emiliano Martínez,ar ARG,GK,eng Arsenal,26,1992,6,6,540,6.0,7,1.17,26,19,73.1,3,2,1,2,33.3,0,0,0,0,,Matches
