id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0027c6cc,244,242,2,2,0,1,0,0,0,0,0,0,214,0,0
003a5c72,303,296,6,4,1,1,5,1,0,0,0,0,224,1,6
003d7410,82,68,13,0,0,0,2,13,0,0,0,0,59,1,2
011d8c56,23,16,7,2,0,0,0,0,0,0,0,0,15,0,0
016ff750,163,150,12,1,0,2,11,3,6,0,5,0,133,1,2
0174ba21,24,22,2,0,0,0,1,0,0,0,0,0,23,0,0
0193a8bf,132,128,3,0,0,3,6,3,0,0,0,0,81,1,4
01eb744d,285,282,2,0,3,0,16,0,0,0,0,0,207,1,14
02f4b798,36,36,0,0,0,0,0,0,0,0,0,0,30,0,0
038aa94a,429,334,94,13,1,1,19,81,0,0,0,0,351,1,15
03de83d9,120,74,46,5,0,0,0,0,0,0,0,0,76,0,0
03f946ed,164,151,11,0,0,8,3,0,0,0,0,0,128,2,3
042d286e,29,27,2,0,0,0,0,0,0,0,0,0,20,0,0
0488e833,183,138,43,6,0,0,10,37,0,0,0,0,135,2,6
0489db27,32,30,2,2,0,2,0,0,0,0,0,0,25,0,0
048a1cbc,14,13,1,1,0,0,2,0,0,0,0,0,9,0,1
04f2ed4d,256,246,9,7,0,2,0,2,0,0,0,0,202,1,3
053f6e16,85,60,25,5,0,1,2,20,0,0,0,0,63,0,1
0557ff4f,197,182,13,13,0,1,1,0,0,0,0,0,149,2,9
0562b7f1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
05a275e0,203,153,50,2,0,0,14,48,0,0,0,0,146,0,6
05ad9890,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
05cb19c5,64,62,2,0,0,1,7,0,2,0,0,0,44,0,4
05e19d6a,282,280,2,2,2,2,7,0,0,0,0,0,235,0,7
061e8e23,12,12,0,0,0,0,1,0,0,0,0,0,8,0,1
0630eb63,136,119,15,1,1,0,11,5,9,6,1,1,85,2,10
06eae126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0711c00f,162,123,39,0,0,0,6,38,1,1,0,0,109,0,6
075fe5a3,33,32,1,1,0,0,0,0,0,0,0,0,30,0,0
077b773d,144,131,12,5,1,1,4,0,2,2,0,0,109,1,3
07a0baa9,207,202,5,5,0,2,0,0,0,0,0,0,189,0,1
080ac8d8,167,158,9,1,0,0,1,2,0,0,0,0,132,0,0
0810b6df,243,194,49,11,0,0,0,0,0,0,0,0,199,0,1
08593525,530,511,19,18,1,7,0,1,0,0,0,0,437,0,6
08990838,448,433,13,13,0,11,0,0,0,0,0,0,392,2,2
08f5afaa,256,192,64,13,0,1,0,0,0,0,0,0,225,0,1
08fe932d,355,319,35,8,0,4,12,27,0,0,0,0,295,1,3
0984c5d5,124,123,1,0,0,0,1,1,0,0,0,0,118,0,1
099e666f,149,122,26,1,0,0,10,25,0,0,0,0,114,1,3
09a9e921,111,106,5,0,0,0,1,0,0,0,0,0,83,0,3
09bcc566,154,131,23,4,0,1,17,6,7,0,3,1,122,0,6
0a215326,96,95,1,1,0,1,4,0,0,0,0,0,82,0,1
0ac94a23,77,75,2,0,1,0,7,1,0,0,0,0,56,0,1
0aeeed3f,76,75,0,0,1,1,6,0,0,0,0,0,52,1,3
0af4dcf0,86,85,1,0,1,0,4,0,0,0,0,0,61,0,2
0b221abd,92,55,37,11,0,0,0,0,0,0,0,0,51,0,0
0b2c9aec,10,10,0,0,0,0,1,0,0,0,0,0,5,0,0
0b5a292a,104,86,18,0,0,0,6,15,3,3,0,0,78,0,3
0b5b8057,28,26,2,0,0,0,0,0,0,0,0,0,24,0,1
0be28faf,145,140,5,5,0,0,1,0,0,0,0,0,129,0,2
0be3255b,435,313,119,29,0,1,0,0,0,0,0,0,300,3,0
0be46103,69,65,4,4,0,0,0,0,0,0,0,0,47,0,3
0cd0e21b,329,266,62,1,1,0,31,61,0,0,0,0,262,1,15
0d077b88,337,315,16,12,1,14,13,0,4,4,0,0,231,6,8
0daa34cc,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1
0e5753c7,222,168,54,8,0,1,6,46,0,0,0,0,164,0,3
0e61c46b,45,33,12,4,0,0,0,0,0,0,0,0,28,0,0
0eeafda5,371,355,16,16,0,11,0,0,0,0,0,0,320,0,4
0efacb06,104,93,10,0,0,2,14,0,2,0,2,0,68,1,7
0f5e0b8a,462,361,101,10,0,2,19,91,0,0,0,0,342,0,15
0f816ae5,75,63,12,2,0,0,3,10,0,0,0,0,55,0,4
0f888175,90,65,24,5,0,1,15,9,10,2,5,1,60,1,2
0f8bd0a6,310,255,55,10,1,1,12,45,0,0,0,0,238,0,5
0f9b8301,366,332,34,15,0,10,26,0,19,6,13,0,293,0,3
0fffd034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10206347,4,2,2,2,0,0,0,0,0,0,0,0,2,0,0
10a81962,70,62,8,1,0,3,7,7,0,0,0,0,50,0,1
10d58a78,234,199,34,19,3,5,13,8,4,1,1,0,180,1,5
10efd0e1,490,467,22,14,1,6,12,0,8,2,6,0,444,1,4
110a95ca,183,105,78,14,0,0,0,0,0,0,0,0,103,0,0
119b9a8e,382,357,23,15,0,10,3,8,0,0,0,0,320,2,3
11a1a615,32,28,3,2,0,0,0,1,0,0,0,0,30,1,0
11c0fa9d,104,93,10,0,1,0,1,1,0,0,0,0,79,1,4
120c594d,67,52,14,3,0,1,1,11,0,0,0,0,57,1,3
1238a3f9,76,73,3,0,0,0,2,0,0,0,0,0,43,0,1
12947ab7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
12dcbdcc,342,273,67,7,1,1,26,60,0,0,0,0,249,2,12
12e6d21a,119,113,5,0,1,0,5,1,0,0,0,0,74,1,2
130a7a3f,129,109,19,6,0,3,13,5,6,3,3,0,94,1,2
1321d6f0,74,73,1,1,0,0,0,0,0,0,0,0,68,0,0
134832c6,49,38,11,4,0,0,13,1,6,0,5,0,29,0,6
136e7649,21,13,8,1,0,0,0,0,0,0,0,0,16,0,0
1381e699,32,29,3,3,0,1,0,0,0,0,0,0,25,0,0
13a78e01,306,298,5,5,0,0,0,0,0,0,0,0,253,3,5
13ac19de,670,594,74,27,4,4,46,14,32,11,11,0,538,2,8
13b0c150,318,302,15,14,0,5,2,1,0,0,0,0,291,1,0
140afefb,9,9,0,0,0,1,2,0,0,0,0,0,6,0,0
1432d037,28,28,0,0,0,0,1,0,0,0,0,0,13,0,1
1443ca7d,67,65,2,2,0,0,0,0,0,0,0,0,60,0,0
144607cc,44,44,0,0,0,0,0,0,0,0,0,0,28,0,0
14e8fe86,299,291,8,7,0,2,1,1,0,0,0,0,236,0,6
15413fa5,352,339,13,12,1,2,1,1,0,0,0,0,298,0,5
1598599e,269,267,2,2,0,2,1,0,0,0,0,0,257,0,1
15b949ab,117,112,5,5,0,2,1,0,0,0,0,0,105,0,0
15d0c248,489,471,16,8,2,5,0,8,0,0,0,0,419,2,6
15e99107,11,10,1,0,0,0,0,0,0,0,0,0,9,0,1
15e9c7e6,110,98,11,3,1,1,9,1,5,3,2,0,80,1,4
15fd5593,125,122,3,3,1,1,0,0,0,0,0,0,105,0,0
16380240,524,493,29,7,7,7,20,3,18,4,10,0,441,2,12
163bbd4a,11,11,0,0,0,0,0,0,0,0,0,0,5,0,0
16657b95,302,292,6,4,1,0,6,2,0,0,0,0,223,4,6
1668b4b1,7,6,1,0,0,0,1,0,0,0,0,0,4,0,0
166a981d,115,101,14,1,0,0,1,13,0,0,0,0,97,0,1
16952f65,238,199,39,13,1,4,22,6,15,6,7,0,185,0,7
169fd162,83,79,3,0,0,1,4,0,0,0,0,0,50,1,3
16ceb862,194,179,13,0,1,0,6,2,1,0,0,0,121,2,7
17370b95,185,145,39,2,0,1,5,37,0,0,0,0,133,1,5
173eb3cd,110,108,2,2,0,1,0,0,0,0,0,0,88,0,1
1770bd68,259,226,33,3,2,1,24,16,14,5,8,0,191,0,10
1771f2c1,99,72,27,5,0,0,5,22,0,0,0,0,83,0,1
17e3e467,88,85,3,2,0,3,0,0,0,0,0,0,80,0,1
182c10aa,154,152,1,0,1,0,1,1,0,0,0,0,115,1,5
18682b13,103,88,15,3,0,0,3,12,0,0,0,0,85,0,1
194ace07,177,170,7,7,0,1,0,0,0,0,0,0,149,0,3
197640fd,122,101,21,0,0,0,1,21,0,0,0,0,98,0,4
19e4dca5,375,349,24,20,0,6,0,2,0,0,0,0,267,2,3
1a105265,29,25,4,0,0,0,1,0,0,0,0,0,13,0,0
1a4b9094,670,531,138,12,0,2,48,125,1,0,1,0,539,1,18
1a63f024,236,217,17,10,0,2,0,1,0,0,0,0,192,2,5
1a799243,846,641,200,21,1,2,42,160,19,6,9,0,591,5,26
1a97dc06,62,59,3,0,0,0,0,3,0,0,0,0,55,0,0
1aa98b10,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
1bd5735a,260,240,19,0,0,2,17,19,0,0,0,0,187,1,11
1bf33a9a,74,71,3,1,0,1,4,2,0,0,0,0,58,0,3
1bfdb73a,343,289,54,7,1,1,16,47,0,0,0,0,271,0,5
1c37137f,329,262,67,22,2,1,43,22,23,11,9,0,222,0,12
1c529186,159,128,30,3,0,0,5,27,0,0,0,0,126,1,3
1c639185,392,374,17,13,0,9,0,4,0,0,0,0,329,1,3
1c78737d,204,202,1,1,0,1,3,0,0,0,0,0,161,1,3
1c98558c,94,63,31,8,0,0,0,0,0,0,0,0,60,0,0
1cfd188f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1d1691ad,368,288,79,3,0,0,37,76,0,0,0,0,307,1,17
1d2d5cc8,229,157,71,14,0,2,0,0,0,0,0,0,147,1,0
1d5f96d9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1d8e9add,377,367,9,9,0,2,0,0,0,0,0,0,345,1,1
1db295e5,248,240,7,7,0,3,0,0,0,0,0,0,200,1,1
1de2f2de,215,201,12,8,0,7,3,2,2,0,1,0,181,2,2
1e062a01,374,341,30,14,2,5,21,1,15,7,4,0,299,3,4
1e064bfb,108,60,47,16,0,0,0,0,0,0,0,0,56,1,0
1e29552f,44,38,6,3,0,0,0,0,0,0,0,0,30,0,0
1e415dd6,190,170,18,15,0,0,0,3,0,0,0,0,157,2,3
1ecb65be,205,178,27,5,0,0,24,6,16,12,2,0,157,0,7
1f9bc0d4,31,29,2,2,0,1,0,0,0,0,0,0,23,0,0
1fbbfbde,203,194,7,6,0,4,1,1,0,0,0,0,165,2,1
1fe67e86,275,204,70,4,0,0,23,66,0,0,0,0,195,1,11
20030c06,127,120,5,5,0,0,0,0,0,0,0,0,115,2,0
20094685,694,660,31,11,1,1,30,6,14,4,3,0,606,3,13
2042d931,52,51,1,0,0,0,2,1,0,0,0,0,38,0,2
20730eae,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
2077ae86,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
2079b3cc,152,133,18,3,0,0,8,3,8,2,0,2,117,1,3
20c1ef47,123,116,6,0,2,0,6,6,0,0,0,0,83,1,7
