id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
005ca692,16,0,0,0,0,0,0,0,0,0,0,0,0
00672021,361,21,16,0,1,10,0,5,1,3,0,0,1
0076ab7f,761,32,28,0,3,1,4,0,0,0,0,0,3
007faf7a,35,0,0,0,0,1,0,0,0,0,0,0,0
00963611,55,1,1,0,0,0,0,0,0,0,0,0,0
00b28772,125,13,1,0,0,4,7,0,0,0,0,1,2
00ddb7f7,163,0,0,0,4,17,0,0,0,0,0,0,4
00eba9c9,79,9,5,1,0,5,0,3,2,0,0,1,1
0127419a,73,4,0,2,2,5,2,2,0,1,0,2,3
01464072,53,7,0,0,0,3,7,0,0,0,0,0,0
0176f037,178,53,7,0,1,16,44,2,2,0,0,2,8
017ab4d4,33,2,0,0,0,0,0,2,0,0,0,1,3
0193a8bf,109,4,1,0,1,9,3,0,0,0,0,0,8
01ba3996,11,3,0,0,0,3,0,3,1,2,0,0,0
02319ad7,150,3,0,0,0,13,0,0,0,0,0,0,7
023efc8b,35,1,0,0,0,0,1,0,0,0,0,0,0
02caf6e0,204,58,3,0,1,29,55,0,0,0,0,0,10
02ce2030,304,17,17,0,2,0,0,0,0,0,0,0,2
02ee4c77,52,6,0,0,0,0,0,0,0,0,0,1,0
03622183,62,3,0,0,0,0,0,0,0,0,0,0,4
038aa94a,460,118,15,0,2,28,103,0,0,0,0,2,10
03df04ff,35,14,2,0,0,0,0,0,0,0,0,0,0
042d286e,114,14,0,1,1,6,2,0,0,0,0,3,5
04a35432,191,11,11,0,10,0,0,0,0,0,0,0,1
04e17fd5,41,2,0,0,1,2,0,0,0,0,0,0,0
0534149c,10,2,0,0,0,0,0,0,0,0,0,0,1
053f6e16,123,58,7,0,1,1,51,0,0,0,0,0,2
0562b7f1,103,8,0,0,1,2,0,0,0,0,0,1,9
05a6c38b,103,32,1,0,0,8,31,0,0,0,0,0,2
05a84d52,107,2,0,1,0,8,0,0,0,0,0,0,10
05cb19c5,84,3,0,1,0,4,3,0,0,0,0,0,3
062fc2e6,38,17,0,0,0,4,17,0,0,0,0,1,2
068830ca,106,62,9,0,1,0,0,0,0,0,0,1,0
06983922,64,5,1,1,0,1,0,1,0,0,0,0,0
06a10001,446,105,3,0,2,57,101,1,0,0,0,4,25
06a1d642,57,0,0,0,0,0,0,0,0,0,0,2,1
06e5b0e4,309,24,16,0,5,0,8,0,0,0,0,1,2
06f33dc8,107,15,0,2,0,0,0,1,0,0,0,0,4
070a3904,39,7,1,1,1,8,0,4,2,1,0,0,2
070ec0b1,212,2,2,0,1,0,0,0,0,0,0,0,0
