id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0076ab7f,46,43,3,1,0,0,0,1,0,0,0,0,37,0,1
00844823,44,40,3,3,0,0,0,0,0,0,0,0,35,1,2
009a4f60,180,127,49,3,2,0,18,46,0,0,0,0,117,4,8
00b86f5e,204,127,76,21,0,0,0,0,0,0,0,0,134,1,0
00c9a283,168,162,4,3,1,1,2,1,0,0,0,0,133,2,2
01b8a2b2,43,33,10,1,0,0,0,0,0,0,0,0,33,0,0
02b952ce,66,65,1,1,0,1,0,0,0,0,0,0,55,0,1
02caf6e0,94,79,15,1,0,0,2,14,0,0,0,0,79,0,4
031ebd52,20,19,0,0,0,1,1,0,0,0,0,0,15,1,0
0362c29e,236,188,47,3,0,3,5,44,0,0,0,0,185,1,5
03998238,13,11,2,0,0,0,1,0,0,0,0,0,7,0,0
03b6afa9,251,193,58,12,0,0,5,46,0,0,0,0,213,0,4
03e7a498,44,38,6,1,0,0,0,5,0,0,0,0,37,0,1
0412b9cd,21,17,4,0,0,0,0,0,0,0,0,0,16,0,1
04964f4f,20,20,0,0,0,0,3,0,0,0,0,0,12,0,0
049751d7,88,85,3,0,0,0,1,1,0,0,0,0,71,0,2
04e17fd5,39,37,2,0,0,0,0,0,0,0,0,0,32,0,1
04f661ea,15,12,3,2,0,0,3,0,1,1,0,0,13,0,0
056d2d95,280,195,82,9,1,0,53,52,21,12,9,0,191,3,4
05e19d6a,76,76,0,0,0,0,0,0,0,0,0,0,67,0,1
0670ee51,110,105,5,5,0,1,1,0,0,0,0,0,102,0,0
0683f364,200,157,43,2,0,0,19,40,1,0,0,0,133,0,7
068f4dec,66,62,3,0,0,5,2,0,3,1,0,0,53,1,0
06df8256,291,282,9,9,0,4,1,0,0,0,0,0,246,0,0
06e5b0e4,83,80,3,3,0,1,1,0,0,0,0,0,65,0,0
072e68ed,176,123,50,20,0,2,0,0,0,0,0,0,124,3,0
08452314,155,145,8,2,0,4,16,5,1,0,1,0,110,2,4
086d7db3,12,12,0,0,0,0,0,0,0,0,0,0,6,0,0
0880e10b,79,53,26,3,0,0,0,0,0,0,0,0,56,0,0
089c7323,24,24,0,0,0,0,4,0,0,0,0,0,20,0,0
08eb3b58,155,144,11,4,0,4,4,7,0,0,0,0,127,0,9
0959184b,103,98,4,0,0,0,4,4,0,0,0,0,78,1,3
