id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
0027c6cc,497,19,19,0,4,0,0,0,0,0,0,4,3
005ca692,221,10,7,1,1,5,0,3,0,3,0,0,1
00672021,260,7,7,0,1,0,0,0,0,0,0,0,4
00ddb7f7,121,11,6,0,4,9,1,4,3,1,0,4,3
00eba9c9,51,11,3,0,3,6,0,4,2,1,0,0,2
00f0482f,2,0,0,0,0,0,0,0,0,0,0,0,0
011d8c56,30,5,2,0,0,0,0,0,0,0,0,0,0
0127419a,139,6,2,2,0,4,2,2,0,0,0,1,4
0193a8bf,199,5,0,0,2,16,5,0,0,0,0,4,10
01ccefab,218,40,3,0,1,26,25,12,5,6,0,0,8
02a496ff,0,0,0,0,0,1,0,0,0,0,0,0,0
02ce2030,278,15,14,0,10,0,1,0,0,0,0,0,3
02d2c436,463,42,16,1,8,5,26,0,0,0,0,4,4
02fbc447,64,1,1,0,1,0,0,0,0,0,0,0,0
032f894e,173,8,5,0,7,6,1,2,0,2,0,0,3
0362c29e,266,27,5,0,0,20,22,0,0,0,0,0,15
03df04ff,76,33,5,0,0,0,0,0,0,0,0,0,0
03f946ed,52,4,0,1,0,1,0,0,0,0,0,1,3
042d286e,99,11,1,2,0,2,3,0,0,0,0,0,7
04df29a5,24,1,0,0,0,0,0,0,0,0,0,1,2
0557ff4f,21,2,2,0,0,0,0,0,0,0,0,0,1
0562b7f1,58,14,0,0,0,0,0,0,0,0,0,0,2
0578b238,136,36,1,0,1,2,35,0,0,0,0,0,5
05bffdb1,95,44,6,0,0,0,0,0,0,0,0,0,0
05e19d6a,340,9,8,0,3,0,1,0,0,0,0,1,9
0658de43,16,1,0,0,0,0,0,0,0,0,0,0,1
0670ee51,54,3,2,0,0,0,1,0,0,0,0,0,1
06a10001,216,72,3,0,0,40,69,0,0,0,0,4,14
06eae126,0,0,0,0,0,1,0,0,0,0,0,0,0
070ec0b1,69,1,1,0,0,0,0,0,0,0,0,0,0
07a821e4,61,2,0,0,0,1,2,0,0,0,0,0,0
08593525,190,2,1,2,0,0,1,0,0,0,0,0,3
08f5afaa,216,56,13,0,0,0,0,0,0,0,0,0,1
0990f2fb,339,5,3,0,1,0,2,0,0,0,0,1,4
09a9e921,97,11,0,1,2,1,0,0,0,0,0,0,4
0a3d6d2b,165,1,0,0,1,0,1,0,0,0,0,0,0
0a6dbbf7,121,1,1,0,0,0,0,0,0,0,0,0,0
0a8d6b91,54,3,3,1,0,3,0,0,0,0,0,0,3
0ac893aa,213,10,4,0,2,4,0,0,0,0,0,1,2
0acf0e1c,3,0,0,0,0,1,0,0,0,0,0,0,1
0aeeed3f,257,5,1,0,2,24,2,0,0,0,0,3,5
0b0f256d,25,6,0,0,0,3,6,0,0,0,0,0,1
0b5a292a,293,52,12,0,0,17,39,1,0,1,0,1,9
0be28faf,171,2,2,0,3,0,0,0,0,0,0,1,2
0bf123b6,30,14,1,0,1,1,13,0,0,0,0,0,0
0bf3c11c,13,4,0,0,0,0,0,0,0,0,0,0,0
0c3057a9,66,16,0,0,0,2,0,0,0,0,0,0,3
0c5c94d0,55,7,0,0,2,5,6,1,0,1,0,0,2
0c81fbf1,0,0,0,0,0,0,0,0,0,0,0,0,0
0cb29e91,149,7,4,0,1,4,0,0,0,0,0,0,1
0cd0e21b,129,22,1,0,0,8,21,0,0,0,0,0,2
0d10333c,351,20,14,0,5,3,0,0,0,0,0,0,4
